12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 20.04.3 LTS
Intel(R) Core(TM) i5-4690 CPU @ 3.50GHz
hostid: 4179100773924013267
PassMark Single Thread Benchmark: 2204
Time factor: 1.10 (baseline 2000)
Instance: R2_6_4
Standardized Time limit: 3600 secs
Local Machine Time Limit: 3267 secs
Base solution: 8734.330
BKS: 7940.3
Optimal: 0
Mon 14 Feb 2022 11:28:07 AM EST
timestamp: 1644856087
Solution value, local machine time, standardized time
8683.6 0.224 0.247
8683.0 0.226 0.249
8679.5 0.232 0.256
8664.3 0.259 0.285
8661.9 0.266 0.293
8655.2 0.277 0.305
8652.8 0.278 0.306
8649.1 0.288 0.317
8640.0 0.307 0.338
8637.2 0.314 0.346
8620.4 0.321 0.354
8594.1 0.323 0.356
8592.7 0.326 0.359
8581.0 0.327 0.360
8540.6 0.329 0.363
8515.3 0.369 0.407
8513.8 0.370 0.408
8509.4 0.372 0.410
8505.3 0.373 0.411
8501.7 0.392 0.432
8500.3 0.396 0.436
8499.2 0.403 0.444
8482.7 0.406 0.447
8471.7 0.407 0.449
8470.1 0.408 0.450
8469.0 0.410 0.452
8462.1 0.432 0.476
8460.5 0.441 0.486
8456.4 0.451 0.497
8443.4 0.463 0.510
8442.7 0.480 0.529
8439.6 0.483 0.532
8438.8 0.488 0.538
8438.7 0.490 0.540
8437.4 0.502 0.553
8435.0 0.506 0.558
8431.9 0.520 0.573
8430.9 0.532 0.586
8430.4 0.554 0.611
8402.0 0.566 0.624
8399.2 0.568 0.626
8397.8 0.576 0.635
8394.8 0.578 0.637
8393.7 0.584 0.644
8390.4 0.591 0.651
8389.7 0.593 0.653
8385.4 0.594 0.655
8384.5 0.597 0.658
8349.1 0.604 0.666
8345.8 0.605 0.667
8339.4 0.608 0.670
8332.5 0.616 0.679
8327.5 0.620 0.683
8324.9 0.628 0.692
8324.8 0.629 0.693
8315.5 0.631 0.695
8310.2 0.635 0.700
8309.5 0.638 0.703
8296.1 0.655 0.722
8290.2 0.658 0.725
8289.5 0.663 0.731
8286.5 0.667 0.735
8281.1 0.670 0.738
8277.0 0.672 0.741
8267.2 0.676 0.745
8266.7 0.679 0.748
8238.6 0.685 0.755
8236.6 0.696 0.767
8236.5 0.705 0.777
8234.8 0.773 0.852
8230.0 0.774 0.853
8229.4 0.823 0.907
8225.6 0.859 0.947
8222.9 0.863 0.951
8222.8 0.875 0.964
8221.4 0.878 0.968
8218.2 0.879 0.969
8215.6 0.898 0.990
8215.2 0.905 0.997
8214.9 0.906 0.998
8214.5 0.921 1.015
8213.0 0.923 1.017
8212.0 0.926 1.020
8210.9 0.929 1.024
8210.5 0.962 1.060
8208.7 0.965 1.063
8204.3 0.983 1.083
8203.7 1.006 1.109
8203.3 1.008 1.111
8202.9 1.295 1.427
8201.2 1.487 1.639
8199.2 1.488 1.640
8198.3 1.544 1.701
8197.9 1.568 1.728
8194.1 1.591 1.753
8192.7 1.596 1.759
8192.3 1.605 1.769
8191.6 1.733 1.910
8185.6 1.932 2.129
8185.5 1.935 2.132
8183.1 2.149 2.368
8181.4 2.206 2.431
8181.2 2.224 2.451
8180.0 2.303 2.538
8175.7 2.500 2.755
8158.4 2.507 2.763
8158.3 2.527 2.785
8157.2 2.564 2.826
8156.9 2.571 2.833
8156.0 2.834 3.123
8154.7 2.974 3.277
8149.5 3.048 3.359
8149.3 3.209 3.536
8149.2 3.266 3.599
8149.1 3.276 3.610
8149.0 3.333 3.673
8144.9 3.441 3.792
