12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 20.04.3 LTS
Intel(R) Core(TM) i5-4690 CPU @ 3.50GHz
hostid: 4179100773924013267
PassMark Single Thread Benchmark: 2204
Time factor: 1.10 (baseline 2000)
Instance: R1_6_4
Standardized Time limit: 3600 secs
Local Machine Time Limit: 3267 secs
Base solution: 17350.960
BKS: 15773.6
Optimal: 0
Mon 14 Feb 2022 02:23:36 AM EST
timestamp: 1644823416
Solution value, local machine time, standardized time
17339.8 0.440 0.485
17313.1 0.442 0.487
17308.4 0.445 0.490
17293.5 0.451 0.497
17293.0 0.460 0.507
17292.2 0.461 0.508
17284.2 0.468 0.516
17282.6 0.472 0.520
17276.2 0.483 0.532
17264.6 0.487 0.537
17261.4 0.489 0.539
17245.3 0.499 0.550
17241.5 0.503 0.554
17219.2 0.515 0.568
17202.8 0.522 0.575
17197.2 0.530 0.584
17184.1 0.536 0.591
17181.0 0.539 0.594
17179.1 0.546 0.602
17178.4 0.548 0.604
17163.4 0.550 0.606
17157.9 0.567 0.625
17149.6 0.569 0.627
17144.8 0.573 0.631
17131.0 0.574 0.633
17128.8 0.576 0.635
17110.6 0.577 0.636
17107.1 0.578 0.637
17095.3 0.599 0.660
17093.9 0.601 0.662
17093.8 0.615 0.678
17092.7 0.616 0.679
17088.8 0.619 0.682
17088.1 0.620 0.683
17078.4 0.630 0.694
17053.2 0.643 0.709
17049.4 0.645 0.711
17034.4 0.694 0.765
17033.4 0.695 0.766
17031.0 0.701 0.773
17029.8 0.705 0.777
17029.2 0.723 0.797
17020.3 0.729 0.803
17019.7 0.730 0.804
17002.9 0.732 0.807
16999.0 0.754 0.831
16998.3 0.755 0.832
16989.2 0.757 0.834
16976.0 0.765 0.843
16952.0 0.778 0.857
16946.1 0.781 0.861
16944.9 0.787 0.867
16943.5 0.797 0.878
16925.9 0.798 0.879
16911.3 0.801 0.883
16909.4 0.808 0.890
16885.5 0.809 0.892
16859.4 0.810 0.893
16859.3 0.812 0.895
16857.2 0.842 0.928
16855.0 0.848 0.934
16849.1 0.870 0.959
16846.5 0.877 0.966
16839.7 0.880 0.970
16835.8 0.897 0.988
16835.3 0.902 0.994
16834.9 0.914 1.007
16832.8 0.928 1.023
16829.4 0.935 1.030
16826.6 0.945 1.041
16826.2 0.953 1.050
16821.9 0.958 1.056
16819.7 0.959 1.057
16813.0 0.964 1.062
16801.0 0.975 1.074
16789.4 0.989 1.090
16789.2 1.008 1.111
16780.4 1.013 1.116
16777.8 1.015 1.119
16776.1 1.022 1.126
16775.3 1.033 1.138
16773.8 1.059 1.167
16773.5 1.060 1.168
16773.3 1.061 1.169
16770.6 1.063 1.171
16747.1 1.065 1.174
16737.2 1.067 1.176
16716.6 1.070 1.179
16714.9 1.073 1.182
16713.3 1.074 1.184
16706.3 1.081 1.191
16703.3 1.088 1.199
16694.1 1.104 1.217
16678.0 1.106 1.219
16677.9 1.124 1.239
16676.0 1.131 1.246
16672.0 1.142 1.258
16671.9 1.159 1.277
16651.9 1.230 1.355
16633.7 1.235 1.361
16579.8 1.259 1.387
16576.9 1.260 1.389
16572.3 1.297 1.429
16569.9 1.322 1.457
16564.2 1.324 1.459
16555.0 1.353 1.491
16544.0 1.367 1.506
16542.2 1.369 1.509
16537.8 1.389 1.531
16537.0 1.404 1.547
16536.5 1.411 1.555
16535.4 1.412 1.556
16527.2 1.440 1.587
16525.7 1.442 1.589
16522.2 1.511 1.665
16521.5 1.530 1.686
16521.0 1.531 1.687
