12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 20.04.3 LTS
Intel(R) Core(TM) i5-4690 CPU @ 3.50GHz
hostid: 4179100773924013267
PassMark Single Thread Benchmark: 2204
Time factor: 1.10 (baseline 2000)
Instance: R1_6_8
Standardized Time limit: 3600 secs
Local Machine Time Limit: 3267 secs
Base solution: 17179.030
BKS: 15617.3
Optimal: 0
Mon 14 Feb 2022 06:01:25 AM EST
timestamp: 1644836485
Solution value, local machine time, standardized time
17176.3 0.253 0.279
17146.8 0.256 0.282
17115.8 0.266 0.293
17105.3 0.268 0.295
17097.4 0.270 0.298
17088.8 0.282 0.311
17088.7 0.288 0.317
17074.6 0.294 0.324
17067.7 0.301 0.332
17035.7 0.305 0.336
17032.4 0.307 0.338
17031.0 0.327 0.360
17018.0 0.340 0.375
17013.5 0.342 0.377
17000.9 0.343 0.378
16992.0 0.345 0.380
16990.0 0.358 0.395
16985.6 0.359 0.396
16985.1 0.370 0.408
16985.0 0.377 0.415
16974.2 0.383 0.422
16973.5 0.401 0.442
16964.2 0.410 0.452
16933.5 0.411 0.453
16918.2 0.413 0.455
16905.8 0.426 0.469
16904.0 0.430 0.474
16886.9 0.432 0.476
16869.5 0.440 0.485
16848.7 0.441 0.486
16843.7 0.461 0.508
16843.6 0.462 0.509
16840.4 0.465 0.512
16838.7 0.467 0.515
16837.9 0.474 0.522
16826.2 0.485 0.534
16821.6 0.492 0.542
16815.1 0.494 0.544
16814.2 0.498 0.549
16808.7 0.499 0.550
16805.3 0.510 0.562
16803.3 0.511 0.563
16800.9 0.520 0.573
16778.5 0.521 0.574
16763.4 0.523 0.576
16762.3 0.524 0.577
16757.4 0.527 0.581
16755.5 0.539 0.594
16754.8 0.542 0.597
16736.2 0.561 0.618
16733.2 0.564 0.622
16721.0 0.565 0.623
16720.8 0.577 0.636
16715.5 0.580 0.639
16710.4 0.583 0.642
16705.7 0.584 0.644
16705.3 0.591 0.651
16699.4 0.594 0.655
16694.2 0.599 0.660
16693.8 0.602 0.663
16693.5 0.610 0.672
16690.5 0.616 0.679
16682.4 0.628 0.692
16681.5 0.633 0.698
16671.4 0.655 0.722
16667.2 0.656 0.723
16643.0 0.695 0.766
16637.7 0.702 0.774
16633.2 0.707 0.779
16629.7 0.711 0.784
16625.2 0.712 0.785
16625.1 0.722 0.796
16612.2 0.734 0.809
16612.0 0.737 0.812
16610.7 0.744 0.820
16609.0 0.761 0.839
16606.6 0.767 0.845
16592.5 0.776 0.855
16592.3 0.777 0.856
16592.0 0.780 0.860
16584.2 0.782 0.862
16582.9 0.785 0.865
16582.1 0.817 0.900
16578.7 0.827 0.911
16575.8 0.830 0.915
16575.5 0.833 0.918
16572.9 0.840 0.926
16569.8 0.848 0.934
16563.9 0.865 0.953
16559.7 0.867 0.955
16552.6 0.893 0.984
16538.7 0.897 0.988
16508.3 0.898 0.990
16506.7 0.923 1.017
16503.6 0.930 1.025
16501.2 0.931 1.026
16500.0 0.934 1.029
16499.8 0.947 1.044
16498.6 0.977 1.077
16497.3 0.985 1.085
16488.2 1.013 1.116
16487.9 1.014 1.117
16483.5 1.058 1.166
16479.1 1.064 1.173
16477.7 1.067 1.176
16475.8 1.084 1.195
16474.0 1.085 1.196
16473.9 1.110 1.223
16473.6 1.147 1.264
16470.8 1.173 1.293
16453.7 1.219 1.343
16453.6 1.229 1.354
16452.9 1.269 1.398
16448.6 1.283 1.414
16447.9 1.294 1.426
16446.4 1.299 1.431
16445.1 1.310 1.444
