12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 20.04.3 LTS
Intel(R) Core(TM) i5-4690 CPU @ 3.50GHz
hostid: 4179100773924013267
PassMark Single Thread Benchmark: 2204
Time factor: 1.10 (baseline 2000)
Instance: R1_6_9
Standardized Time limit: 3600 secs
Local Machine Time Limit: 3267 secs
Base solution: 20361.000
BKS: 18510.0
Optimal: 0
Mon 14 Feb 2022 06:55:52 AM EST
timestamp: 1644839752
Solution value, local machine time, standardized time
20357.9 0.195 0.215
20357.6 0.197 0.217
20340.4 0.206 0.227
20296.2 0.207 0.228
20256.6 0.212 0.234
20253.3 0.213 0.235
20251.2 0.216 0.238
20246.3 0.220 0.242
20246.1 0.222 0.245
20227.2 0.223 0.246
20190.0 0.226 0.249
20186.8 0.231 0.255
20179.6 0.232 0.256
20178.6 0.234 0.258
20136.1 0.240 0.264
20135.8 0.241 0.266
20108.6 0.247 0.272
20104.9 0.250 0.276
20103.2 0.255 0.281
20095.0 0.266 0.293
20094.3 0.270 0.298
20082.7 0.272 0.300
20025.2 0.294 0.324
20018.0 0.298 0.328
20010.7 0.304 0.335
20008.8 0.306 0.337
19995.8 0.318 0.350
19988.8 0.348 0.383
19988.1 0.350 0.386
19966.2 0.354 0.390
19957.4 0.366 0.403
19948.8 0.383 0.422
19945.9 0.398 0.439
19934.3 0.411 0.453
19928.6 0.431 0.475
19912.1 0.434 0.478
19892.3 0.436 0.480
19889.3 0.437 0.482
19832.8 0.443 0.488
19831.6 0.445 0.490
19826.9 0.446 0.491
19824.1 0.447 0.493
19812.0 0.460 0.507
19799.8 0.461 0.508
19790.1 0.489 0.539
19747.8 0.490 0.540
19747.0 0.496 0.547
19735.9 0.513 0.565
19725.1 0.514 0.566
19721.2 0.520 0.573
19719.7 0.521 0.574
19718.4 0.523 0.576
19716.6 0.533 0.587
19694.0 0.568 0.626
19683.0 0.592 0.652
19677.7 0.594 0.655
19609.3 0.679 0.748
19598.8 0.686 0.756
19578.9 0.690 0.760
19575.1 0.694 0.765
19570.8 0.696 0.767
19565.5 0.750 0.827
19536.8 0.811 0.894
19516.8 0.813 0.896
19514.3 0.897 0.988
19505.3 0.903 0.995
19504.4 0.905 0.997
19487.1 0.921 1.015
19476.9 0.931 1.026
19472.4 0.932 1.027
19470.6 0.937 1.033
19470.0 0.938 1.034
19468.7 0.960 1.058
19466.8 0.978 1.078
19441.1 0.991 1.092
19440.8 1.010 1.113
19431.0 1.011 1.114
19425.7 1.055 1.163
19422.9 1.061 1.169
19419.9 1.089 1.200
19417.7 1.202 1.325
19414.7 1.209 1.332
19400.1 1.211 1.335
19383.6 1.236 1.362
19374.3 1.260 1.389
19372.2 1.281 1.412
19368.3 1.317 1.451
19367.5 1.331 1.467
19367.4 1.333 1.469
19366.0 1.334 1.470
19364.0 1.350 1.488
19360.7 1.351 1.489
19356.2 1.360 1.499
19351.1 1.387 1.528
19346.5 1.420 1.565
19339.5 1.422 1.567
19331.1 1.531 1.687
19318.4 1.566 1.726
19316.7 1.597 1.760
19304.3 1.608 1.772
19299.5 1.676 1.847
19295.2 1.785 1.967
19292.6 1.878 2.070
19291.9 1.900 2.094
19290.7 1.987 2.190
19286.6 2.057 2.267
19280.0 2.070 2.281
19274.8 2.090 2.303
19274.6 2.104 2.319
19271.7 2.136 2.354
19269.9 2.230 2.457
19264.7 2.254 2.484
19262.2 2.373 2.615
19259.6 2.422 2.669
19255.8 2.835 3.124
19254.7 2.838 3.127
19251.2 2.988 3.293
