12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 20.04.3 LTS
Intel(R) Core(TM) i5-4690 CPU @ 3.50GHz
hostid: 4179100773924013267
PassMark Single Thread Benchmark: 2204
Time factor: 1.10 (baseline 2000)
Instance: R1_6_5
Standardized Time limit: 3600 secs
Local Machine Time Limit: 3267 secs
Base solution: 21236.270
BKS: 19305.7
Optimal: 0
Mon 14 Feb 2022 03:18:03 AM EST
timestamp: 1644826683
Solution value, local machine time, standardized time
21235.5 0.192 0.212
21230.5 0.193 0.213
21187.2 0.195 0.215
21179.9 0.198 0.218
21169.4 0.204 0.225
21049.8 0.206 0.227
21049.0 0.207 0.228
21046.0 0.209 0.230
21022.5 0.210 0.231
21006.2 0.211 0.233
20982.5 0.213 0.235
20981.9 0.219 0.241
20972.3 0.222 0.245
20958.9 0.225 0.248
20958.4 0.237 0.261
20908.4 0.238 0.262
20900.3 0.246 0.271
20896.4 0.247 0.272
20881.1 0.248 0.273
20836.1 0.251 0.277
20814.2 0.254 0.280
20796.2 0.260 0.287
20790.6 0.269 0.296
20773.3 0.272 0.300
20751.0 0.280 0.309
20750.0 0.281 0.310
20743.5 0.283 0.312
20717.4 0.284 0.313
20717.0 0.285 0.314
20664.2 0.291 0.321
20663.9 0.299 0.329
20652.6 0.302 0.333
20628.8 0.306 0.337
20621.3 0.309 0.341
20620.9 0.324 0.357
20606.3 0.333 0.367
20598.1 0.338 0.372
20593.1 0.340 0.375
20577.8 0.341 0.376
20557.2 0.343 0.378
20533.4 0.353 0.389
20531.6 0.356 0.392
20527.4 0.363 0.400
20526.1 0.364 0.401
20522.7 0.367 0.404
20509.9 0.383 0.422
20475.2 0.397 0.437
20466.9 0.404 0.445
20465.9 0.410 0.452
20455.5 0.412 0.454
20426.6 0.413 0.455
20398.4 0.428 0.472
20376.7 0.443 0.488
20333.7 0.480 0.529
20333.6 0.488 0.538
20330.2 0.525 0.579
20315.9 0.533 0.587
20302.4 0.549 0.605
20300.2 0.583 0.642
20299.4 0.622 0.685
20299.0 0.639 0.704
20298.8 0.642 0.707
20294.6 0.649 0.715
20294.5 0.670 0.738
20292.4 0.672 0.741
20286.7 0.701 0.773
20286.5 0.703 0.775
20286.2 0.715 0.788
20273.8 0.725 0.799
20272.1 0.729 0.803
20271.9 0.746 0.822
20271.7 0.748 0.824
20269.9 0.776 0.855
20269.0 0.895 0.986
20267.7 0.909 1.002
20265.7 0.912 1.005
20244.9 0.913 1.006
20230.7 0.919 1.013
20195.5 0.941 1.037
20186.8 0.943 1.039
20181.8 0.949 1.046
20179.8 1.087 1.198
20173.1 1.090 1.201
20157.9 1.113 1.227
20157.2 1.116 1.230
20157.0 1.121 1.235
20153.9 1.137 1.253
20151.9 1.202 1.325
20142.9 1.209 1.332
20141.7 1.239 1.365
20138.5 1.277 1.407
20129.2 1.285 1.416
20123.4 1.322 1.457
20116.8 1.422 1.567
20116.6 1.597 1.760
20113.3 1.661 1.830
20112.9 1.784 1.966
20107.8 1.861 2.051
20094.1 2.033 2.240
20088.5 2.036 2.244
20084.6 2.069 2.280
20083.0 2.070 2.281
20081.9 2.117 2.333
20074.9 2.154 2.374
20073.7 2.240 2.468
20057.2 2.436 2.684
20052.4 2.578 2.841
20046.3 2.588 2.852
20043.4 2.622 2.889
20041.7 2.766 3.048
20036.1 2.916 3.213
20034.9 2.923 3.221
20025.2 3.476 3.831
20012.0 3.502 3.859
20009.1 3.509 3.867
20008.3 3.549 3.911
20007.0 3.865 4.259
