12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 20.04.3 LTS
Intel(R) Core(TM) i5-4690 CPU @ 3.50GHz
hostid: 4179100773924013267
PassMark Single Thread Benchmark: 2204
Time factor: 1.10 (baseline 2000)
Instance: R1_6_3
Standardized Time limit: 3600 secs
Local Machine Time Limit: 3267 secs
Base solution: 18634.770
BKS: 16940.7
Optimal: 0
Mon 14 Feb 2022 01:29:09 AM EST
timestamp: 1644820149
Solution value, local machine time, standardized time
18632.1 0.376 0.414
18631.8 0.409 0.451
18624.9 0.410 0.452
18624.7 0.412 0.454
18623.9 0.419 0.462
18609.9 0.432 0.476
18607.8 0.434 0.478
18605.5 0.435 0.479
18597.5 0.438 0.483
18584.6 0.439 0.484
18584.2 0.441 0.486
18583.7 0.447 0.493
18558.1 0.454 0.500
18542.0 0.457 0.504
18492.0 0.459 0.506
18472.1 0.460 0.507
18471.9 0.472 0.520
18463.2 0.485 0.534
18462.7 0.520 0.573
18457.6 0.533 0.587
18453.5 0.536 0.591
18443.3 0.537 0.592
18437.8 0.546 0.602
18407.6 0.549 0.605
18404.3 0.564 0.622
18397.0 0.570 0.628
18382.8 0.579 0.638
18368.4 0.588 0.648
18367.8 0.589 0.649
18365.8 0.591 0.651
18360.3 0.600 0.661
18348.8 0.608 0.670
18346.0 0.617 0.680
18345.9 0.621 0.684
18340.7 0.625 0.689
18316.6 0.633 0.698
18315.7 0.640 0.705
18315.3 0.652 0.719
18304.7 0.655 0.722
18289.3 0.659 0.726
18288.7 0.665 0.733
18272.9 0.672 0.741
18266.3 0.673 0.742
18227.2 0.685 0.755
18226.6 0.695 0.766
18224.5 0.705 0.777
18209.9 0.706 0.778
18202.4 0.715 0.788
18199.0 0.725 0.799
18198.7 0.732 0.807
18197.6 0.733 0.808
18196.1 0.741 0.817
18195.1 0.749 0.825
18194.6 0.765 0.843
18190.8 0.771 0.850
18189.6 0.814 0.897
18188.2 0.849 0.936
18186.3 0.855 0.942
18174.8 0.931 1.026
18173.0 0.950 1.047
18167.4 0.991 1.092
18162.9 0.992 1.093
18161.9 1.001 1.103
18138.1 1.015 1.119
18129.8 1.018 1.122
18116.4 1.020 1.124
18115.4 1.022 1.126
18097.1 1.031 1.136
18096.8 1.035 1.141
18090.7 1.053 1.160
18089.4 1.060 1.168
18088.6 1.077 1.187
18088.2 1.086 1.197
18085.9 1.101 1.213
18082.7 1.142 1.258
18079.4 1.161 1.279
18078.7 1.199 1.321
18074.4 1.200 1.322
18069.8 1.211 1.335
18059.9 1.254 1.382
18045.3 1.277 1.407
18025.7 1.290 1.422
18024.4 1.301 1.434
18020.5 1.311 1.445
18020.4 1.327 1.462
18017.3 1.345 1.482
18015.2 1.353 1.491
18013.4 1.364 1.503
18012.2 1.367 1.506
18011.8 1.377 1.517
18009.5 1.389 1.531
18007.4 1.402 1.545
18006.1 1.410 1.554
18005.0 1.435 1.581
18004.7 1.449 1.597
17996.6 1.457 1.606
17995.0 1.466 1.616
17992.2 1.517 1.672
17991.9 1.518 1.673
17988.8 1.606 1.770
17985.7 1.608 1.772
17957.3 1.652 1.821
17956.8 1.654 1.823
17956.2 1.670 1.840
17944.9 1.696 1.869
17939.9 1.744 1.922
17939.3 1.827 2.013
17939.1 1.832 2.019
17939.0 1.891 2.084
17937.9 1.893 2.086
17911.2 1.976 2.178
17910.5 2.013 2.218
17905.7 2.014 2.219
17903.6 2.044 2.252
17903.3 2.080 2.292
17903.2 2.120 2.336
17897.3 2.206 2.431
