12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 20.04.3 LTS
Intel(R) Core(TM) i5-4690 CPU @ 3.50GHz
hostid: 4179100773924013267
PassMark Single Thread Benchmark: 2204
Time factor: 1.10 (baseline 2000)
Instance: R2_6_10
Standardized Time limit: 3600 secs
Local Machine Time Limit: 3267 secs
Base solution: 13036.760
BKS: 11851.6
Optimal: 0
Mon 14 Feb 2022 07:50:19 AM EST
timestamp: 1644843019
Solution value, local machine time, standardized time
13034.6 0.361 0.398
13031.7 0.362 0.399
12981.5 0.365 0.402
12979.7 0.369 0.407
12978.4 0.379 0.418
12977.9 0.380 0.419
12974.2 0.394 0.434
12968.9 0.411 0.453
12968.2 0.413 0.455
12965.2 0.424 0.467
12886.1 0.437 0.482
12884.3 0.444 0.489
12883.9 0.450 0.496
12869.1 0.452 0.498
12867.9 0.460 0.507
12857.8 0.492 0.542
12853.7 0.510 0.562
12847.6 0.535 0.590
12846.3 0.617 0.680
12842.9 0.654 0.721
12842.5 0.666 0.734
12831.2 0.678 0.747
12830.7 0.740 0.815
12825.5 0.810 0.893
12768.2 0.829 0.914
12747.7 0.831 0.916
12734.1 0.862 0.950
12721.9 0.864 0.952
12721.7 0.870 0.959
12693.9 0.876 0.965
12692.7 0.910 1.003
12691.2 0.925 1.019
12682.4 0.948 1.045
12681.9 1.062 1.170
12674.1 1.075 1.185
12639.3 1.116 1.230
12632.1 1.117 1.231
12626.1 1.128 1.243
12601.1 1.143 1.260
12593.0 1.148 1.265
12583.1 1.167 1.286
12582.2 1.690 1.862
12581.3 1.740 1.917
12571.2 1.760 1.940
12570.7 1.950 2.149
12565.5 2.001 2.205
12562.5 2.215 2.441
12554.5 2.277 2.509
12550.6 2.303 2.538
12526.5 2.373 2.615
12511.0 2.404 2.649
12507.6 2.408 2.654
12496.1 2.409 2.655
12495.6 2.484 2.737
12477.3 2.553 2.813
12472.4 2.554 2.815
12455.9 2.873 3.166
12452.8 3.169 3.492
12451.5 5.567 6.135
12451.4 5.573 6.141
12450.4 5.600 6.171
12447.1 5.606 6.178
12436.8 5.611 6.183
12434.8 5.642 6.217
12432.3 5.715 6.298
12432.0 6.018 6.632
12425.6 6.119 6.743
12425.4 6.186 6.817
12421.6 6.188 6.819
12420.0 6.411 7.065
12407.5 6.414 7.068
12395.1 6.853 7.552
12391.3 6.952 7.661
12382.8 7.352 8.102
12366.8 14.191 15.638
12361.2 32.752 36.093
12351.0 33.044 36.414
12350.9 33.064 36.437
12340.7 33.069 36.442
12339.4 33.175 36.559
12330.5 33.183 36.568
12330.4 33.200 36.586
12288.0 33.214 36.602
12286.2 33.217 36.605
12272.4 33.309 36.707
12253.3 33.453 36.865
12252.9 33.830 37.281
12246.3 33.833 37.284
12227.5 33.835 37.286
12224.8 34.322 37.823
12224.3 34.325 37.826
12209.2 34.328 37.829
12208.8 34.353 37.857
12202.2 34.366 37.871
12199.9 34.477 37.994
12199.0 34.479 37.996
12198.6 34.542 38.065
12197.9 34.544 38.067
12184.4 34.546 38.070
12181.7 34.694 38.233
12176.2 34.711 38.252
12166.6 34.712 38.253
12163.9 34.798 38.347
12157.8 34.824 38.376
12155.1 34.890 38.449
12153.4 34.902 38.462
12153.0 34.955 38.520
12146.4 34.958 38.524
12146.0 34.993 38.562
12143.3 35.207 38.798
12141.3 35.412 39.024
12137.6 35.424 39.037
12136.8 35.535 39.160
12135.8 35.627 39.261
12134.3 35.683 39.323
12123.6 35.689 39.329
12120.1 35.776 39.425
