12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 20.04.3 LTS
Intel(R) Core(TM) i5-4690 CPU @ 3.50GHz
hostid: 4179100773924013267
PassMark Single Thread Benchmark: 2204
Time factor: 1.10 (baseline 2000)
Instance: R1_6_6
Standardized Time limit: 3600 secs
Local Machine Time Limit: 3267 secs
Base solution: 19569.220
BKS: 17790.2
Optimal: 0
Mon 14 Feb 2022 04:12:30 AM EST
timestamp: 1644829950
Solution value, local machine time, standardized time
19568.5 0.282 0.311
19559.9 0.283 0.312
19551.0 0.285 0.314
19527.5 0.288 0.317
19519.9 0.296 0.326
19517.7 0.299 0.329
19503.6 0.301 0.332
19428.8 0.304 0.335
19424.8 0.305 0.336
19412.9 0.309 0.341
19400.7 0.315 0.347
19371.9 0.316 0.348
19351.9 0.330 0.364
19344.9 0.335 0.369
19344.4 0.336 0.370
19339.5 0.342 0.377
19336.8 0.348 0.383
19335.9 0.349 0.385
19333.1 0.357 0.393
19295.9 0.372 0.410
19295.5 0.374 0.412
19292.2 0.384 0.423
19291.6 0.409 0.451
19286.3 0.415 0.457
19272.9 0.428 0.472
19272.6 0.430 0.474
19269.6 0.439 0.484
19268.7 0.440 0.485
19268.4 0.451 0.497
19264.8 0.457 0.504
19260.5 0.471 0.519
19233.8 0.477 0.526
19192.4 0.479 0.528
19183.7 0.489 0.539
19153.5 0.498 0.549
19150.0 0.508 0.560
19148.9 0.512 0.564
19135.8 0.519 0.572
19135.0 0.527 0.581
19133.3 0.571 0.629
19131.8 0.579 0.638
19125.1 0.587 0.647
19119.7 0.588 0.648
19110.9 0.598 0.659
19096.6 0.659 0.726
19087.6 0.668 0.736
19087.1 0.672 0.741
19083.9 0.674 0.743
19080.1 0.695 0.766
19070.0 0.698 0.769
19069.5 0.704 0.776
19066.7 0.707 0.779
19059.2 0.708 0.780
19055.6 0.719 0.792
19055.0 0.731 0.806
19054.2 0.732 0.807
19053.7 0.733 0.808
19049.1 0.740 0.815
19047.9 0.749 0.825
18981.4 0.754 0.831
18980.5 0.756 0.833
18952.1 0.766 0.844
18950.3 0.776 0.855
18913.5 0.790 0.871
18885.4 0.792 0.873
18885.0 0.793 0.874
18883.9 0.798 0.879
18874.5 0.803 0.885
18873.4 0.806 0.888
18867.2 0.812 0.895
18844.6 0.839 0.925
18843.0 0.873 0.962
18842.8 0.903 0.995
18833.8 0.908 1.001
18824.5 0.911 1.004
18823.5 0.912 1.005
18818.4 0.914 1.007
18816.0 0.916 1.009
18815.0 0.921 1.015
18806.3 0.922 1.016
18805.1 0.925 1.019
18804.8 0.928 1.023
18799.6 0.938 1.034
18795.5 0.947 1.044
18789.6 0.957 1.055
18785.7 0.959 1.057
18777.7 0.967 1.066
18772.4 0.974 1.073
18772.1 0.977 1.077
18769.4 0.980 1.080
18765.8 1.009 1.112
18762.1 1.022 1.126
18755.1 1.028 1.133
18748.6 1.030 1.135
18748.5 1.051 1.158
18746.9 1.064 1.173
18739.2 1.066 1.175
18714.2 1.068 1.177
18711.9 1.080 1.190
18704.3 1.107 1.220
18696.4 1.109 1.222
18695.4 1.119 1.233
18671.5 1.194 1.316
18670.5 1.195 1.317
18658.6 1.244 1.371
18654.4 1.259 1.387
18654.2 1.293 1.425
18651.9 1.309 1.443
18643.1 1.360 1.499
18642.7 1.363 1.502
18641.6 1.368 1.508
18641.3 1.435 1.581
18640.3 1.437 1.584
18625.2 1.449 1.597
18625.0 1.564 1.724
18621.4 1.621 1.786
18605.7 1.625 1.791
