12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 20.04.3 LTS
Intel(R) Core(TM) i5-4690 CPU @ 3.50GHz
hostid: 4179100773924013267
PassMark Single Thread Benchmark: 2204
Time factor: 1.10 (baseline 2000)
Instance: R1_6_7
Standardized Time limit: 3600 secs
Local Machine Time Limit: 3267 secs
Base solution: 18190.920
BKS: 16537.2
Optimal: 0
Mon 14 Feb 2022 05:06:58 AM EST
timestamp: 1644833218
Solution value, local machine time, standardized time
18187.7 0.785 0.865
18168.1 0.805 0.887
18166.5 0.809 0.892
18164.6 0.819 0.903
18159.0 0.824 0.908
18157.6 0.826 0.910
18154.3 0.834 0.919
18146.2 0.863 0.951
18141.4 0.868 0.957
18141.2 0.872 0.961
18139.1 0.875 0.964
18135.4 0.887 0.977
18132.7 0.900 0.992
18111.4 0.902 0.994
18110.9 0.903 0.995
18102.8 0.919 1.013
18101.0 0.921 1.015
18099.6 0.935 1.030
18093.4 0.937 1.033
18091.7 0.950 1.047
18091.6 0.966 1.065
18089.9 0.976 1.076
18089.3 1.006 1.109
18054.1 1.056 1.164
18046.0 1.058 1.166
18041.0 1.085 1.196
18035.1 1.108 1.221
18031.5 1.111 1.224
18027.1 1.114 1.228
18016.4 1.121 1.235
17987.7 1.133 1.249
17981.5 1.143 1.260
17981.3 1.144 1.261
17980.6 1.145 1.262
17973.9 1.147 1.264
17973.0 1.154 1.272
17971.5 1.161 1.279
17969.3 1.170 1.289
17965.2 1.221 1.346
17948.7 1.249 1.376
17948.2 1.260 1.389
17935.5 1.262 1.391
17930.2 1.267 1.396
17927.3 1.270 1.400
17926.0 1.274 1.404
17917.5 1.286 1.417
17914.8 1.307 1.440
17914.1 1.308 1.441
17885.3 1.316 1.450
17878.6 1.344 1.481
17868.8 1.357 1.495
17868.5 1.390 1.532
17866.5 1.395 1.537
17859.0 1.420 1.565
17858.3 1.440 1.587
17857.8 1.456 1.605
17857.6 1.489 1.641
17857.5 1.531 1.687
17854.8 1.533 1.689
17854.7 1.545 1.703
17851.9 1.585 1.747
17851.4 1.616 1.781
17841.6 1.647 1.815
17840.7 1.649 1.817
17840.6 1.667 1.837
17840.1 1.677 1.848
17832.8 1.685 1.857
17823.5 1.692 1.865
17789.5 1.735 1.912
17783.6 1.736 1.913
17779.3 1.738 1.915
17778.1 1.744 1.922
17777.1 1.762 1.942
17774.5 1.764 1.944
17770.9 1.769 1.949
17765.8 1.791 1.974
17765.7 1.792 1.975
17764.5 1.803 1.987
17760.7 1.811 1.996
17760.5 1.817 2.002
17750.9 1.844 2.032
17741.1 1.847 2.035
17736.3 1.855 2.044
17732.5 1.886 2.078
17731.3 1.890 2.083
17726.3 1.909 2.104
17720.0 1.936 2.133
17719.5 2.000 2.204
17700.7 2.011 2.216
17699.8 2.014 2.219
17695.8 2.016 2.222
17691.2 2.035 2.243
17686.5 2.040 2.248
17685.9 2.045 2.254
17685.0 2.114 2.330
17684.6 2.212 2.438
17681.9 2.245 2.474
17681.5 2.263 2.494
17675.5 2.276 2.508
17667.8 2.328 2.565
17666.4 2.355 2.595
17663.1 2.367 2.608
17658.8 2.389 2.633
17658.1 2.407 2.653
17653.5 2.417 2.664
17651.9 2.418 2.665
17650.7 2.453 2.703
17649.6 2.466 2.718
17649.5 2.515 2.772
17649.1 2.519 2.776
17648.1 2.537 2.796
17643.8 2.556 2.817
17643.5 2.575 2.838
17639.3 2.587 2.851
17638.7 2.590 2.854
17626.1 2.606 2.872
17623.9 2.643 2.913
