12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R210
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 990.550
BKS: 900.5
Optimal: 1
Wed 12 Jan 2022 01:13:10 AM CST
timestamp: 1641921190
Solution value, local machine time, standardized time
990.3 0.008 0.008
990.1 0.008 0.008
986.6 0.009 0.009
983.7 0.009 0.009
983.2 0.010 0.010
977.1 0.010 0.010
975.8 0.011 0.011
972.8 0.011 0.011
971.2 0.012 0.012
971.0 0.013 0.013
970.3 0.013 0.013
968.6 0.014 0.014
967.6 0.015 0.015
967.1 0.016 0.016
966.6 0.016 0.016
961.8 0.016 0.016
961.6 0.017 0.017
960.0 7.130 7.062
958.7 7.130 7.062
958.3 7.139 7.071
956.5 7.175 7.107
953.6 7.210 7.142
950.9 7.210 7.142
950.6 7.210 7.142
950.5 7.211 7.142
949.4 7.213 7.144
949.3 7.213 7.144
947.5 7.217 7.148
936.9 7.217 7.148
931.7 7.548 7.476
930.0 7.641 7.568
929.9 7.642 7.569
929.5 8.032 7.956
927.8 8.032 7.956
927.5 8.211 8.133
925.5 8.242 8.164
925.2 11.230 11.123
924.4 11.650 11.539
923.3 11.669 11.558
923.2 11.669 11.558
923.0 12.512 12.393
922.7 13.899 13.767
921.5 13.899 13.767
921.1 13.900 13.768
920.1 13.900 13.768
919.9 13.900 13.768
917.3 14.671 14.532
917.0 14.671 14.532
916.2 14.773 14.633
915.0 14.780 14.640
914.0 15.487 15.340
910.8 15.579 15.431
909.8 15.933 15.782
908.4 16.932 16.771
907.8 38.402 38.037
907.2 40.425 40.041
906.9 73.344 72.647
906.3 75.409 74.693
905.0 87.516 86.685
904.6 89.869 89.015
901.8 91.723 90.852
900.5 91.738 90.866
Primal Integral: 0.0706849528
