12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R106
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1358.060
BKS: 1234.6
Optimal: 1
Wed 12 Jan 2022 01:12:54 AM CST
timestamp: 1641921174
Solution value, local machine time, standardized time
1354.5 0.005 0.005
1350.8 0.005 0.005
1349.2 0.005 0.005
1346.4 0.005 0.005
1346.3 0.005 0.005
1343.8 0.006 0.006
1343.5 0.006 0.006
1343.0 0.006 0.006
1340.3 0.006 0.006
1339.0 0.006 0.006
1338.0 0.006 0.006
1332.5 0.006 0.006
1331.7 0.006 0.006
1331.6 0.006 0.006
1331.1 0.006 0.006
1330.5 0.008 0.008
1324.1 0.008 0.008
1322.2 0.009 0.009
1321.7 0.010 0.010
1320.4 0.010 0.010
1317.6 0.011 0.011
1316.9 0.012 0.012
1314.9 1.495 1.481
1313.5 1.496 1.482
1313.0 1.496 1.482
1312.0 1.496 1.482
1311.8 1.496 1.482
1310.8 1.496 1.482
1307.6 1.496 1.482
1307.2 1.496 1.482
1306.1 1.497 1.483
1297.1 1.497 1.483
1296.4 1.497 1.483
1295.9 1.497 1.483
1294.3 1.497 1.483
1294.2 1.497 1.483
1293.2 1.497 1.483
1291.5 1.497 1.483
1288.9 1.497 1.483
1288.3 1.626 1.611
1287.6 1.626 1.611
1286.4 1.626 1.611
1286.2 1.626 1.611
1285.1 1.626 1.611
1283.4 1.630 1.615
1280.9 1.631 1.616
1275.2 1.631 1.616
1273.0 1.631 1.616
1272.4 1.631 1.616
1271.8 1.798 1.781
1271.1 1.802 1.785
1270.9 1.805 1.788
1269.3 1.805 1.788
1264.8 1.805 1.788
1261.1 1.805 1.788
1260.5 1.805 1.788
1259.9 1.881 1.863
1259.7 1.885 1.867
1258.6 1.885 1.867
1256.3 1.939 1.921
1255.7 2.009 1.990
1251.3 2.698 2.672
1251.2 2.698 2.672
1249.7 2.698 2.672
1249.6 2.698 2.672
1246.0 2.699 2.673
1245.6 2.699 2.673
1244.2 2.700 2.674
1244.1 2.700 2.674
1243.5 2.701 2.675
1241.7 2.704 2.678
1240.5 3.617 3.583
1239.4 3.617 3.583
1238.6 3.617 3.583
1238.5 3.785 3.749
1235.8 3.802 3.766
1235.7 3.816 3.780
1235.6 5.423 5.371
1234.6 5.424 5.372
Primal Integral: 0.0073901174
