12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R110
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1174.800
BKS: 1068.0
Optimal: 1
Wed 12 Jan 2022 01:12:58 AM CST
timestamp: 1641921178
Solution value, local machine time, standardized time
1169.1 0.007 0.007
1168.5 0.008 0.008
1168.2 2.879 2.852
1165.0 2.879 2.852
1164.1 2.879 2.852
1161.9 2.879 2.852
1161.0 2.879 2.852
1160.9 2.879 2.852
1160.7 2.880 2.853
1156.5 2.880 2.853
1155.1 2.880 2.853
1154.5 2.880 2.853
1154.2 2.883 2.856
1153.9 2.884 2.857
1150.7 2.884 2.857
1150.3 2.885 2.858
1148.8 2.888 2.861
1148.6 2.888 2.861
1144.8 2.889 2.862
1144.5 2.892 2.865
1144.4 2.893 2.866
1135.3 2.958 2.930
1133.3 2.959 2.931
1129.5 2.999 2.971
1128.8 2.999 2.971
1128.2 3.050 3.021
1126.7 3.050 3.021
1125.2 3.054 3.025
1124.7 3.054 3.025
1123.0 3.087 3.058
1122.0 3.101 3.072
1119.1 3.101 3.072
1116.8 3.176 3.146
1116.6 3.241 3.210
1115.8 3.241 3.210
1114.9 3.241 3.210
1114.7 3.241 3.210
1114.4 3.242 3.211
1111.1 3.242 3.211
1110.0 3.242 3.211
1109.8 3.242 3.211
1109.5 3.243 3.212
1109.4 3.243 3.212
1107.9 3.244 3.213
1106.7 3.446 3.413
1106.3 3.446 3.413
1100.8 3.466 3.433
1098.6 3.466 3.433
1098.4 3.466 3.433
1096.3 3.466 3.433
1095.9 3.468 3.435
1093.6 3.592 3.558
1087.8 3.689 3.654
1087.7 3.810 3.774
1086.5 3.849 3.812
1084.1 3.944 3.907
1078.1 4.028 3.990
1076.9 4.305 4.264
1075.5 10.462 10.363
1068.0 10.719 10.617
Primal Integral: 0.0201940023
