12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R202
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1132.560
BKS: 1029.6
Optimal: 1
Wed 12 Jan 2022 01:13:02 AM CST
timestamp: 1641921182
Solution value, local machine time, standardized time
1125.0 0.009 0.009
1117.3 0.009 0.009
1116.7 0.011 0.011
1114.6 8.122 8.045
1112.1 8.122 8.045
1111.4 8.122 8.045
1110.3 8.122 8.045
1107.2 8.123 8.046
1106.6 8.123 8.046
1106.5 8.123 8.046
1105.9 8.123 8.046
1098.9 8.123 8.046
1082.1 8.123 8.046
1081.3 8.123 8.046
1079.7 8.124 8.047
1079.6 8.124 8.047
1076.1 8.124 8.047
1075.6 8.124 8.047
1073.3 8.124 8.047
1068.8 8.124 8.047
1068.2 8.124 8.047
1064.5 8.124 8.047
1064.4 8.131 8.054
1063.0 8.352 8.273
1061.6 8.353 8.274
1056.4 8.369 8.289
1056.2 8.369 8.289
1054.5 8.370 8.290
1051.7 8.370 8.290
1051.6 8.370 8.290
1051.5 8.370 8.290
1051.2 8.390 8.310
1050.2 8.390 8.310
1050.1 8.390 8.310
1048.5 8.390 8.310
1046.7 8.694 8.611
1042.8 9.132 9.045
1041.0 9.433 9.343
1040.5 9.449 9.359
1040.2 9.464 9.374
1036.9 9.464 9.374
1035.9 20.354 20.161
1035.5 21.571 21.366
1034.7 31.774 31.472
1034.6 31.778 31.476
1033.9 31.785 31.483
1033.2 31.785 31.483
1032.5 31.785 31.483
1032.2 37.757 37.398
1031.5 57.475 56.929
1031.4 57.702 57.154
1030.7 57.703 57.155
1030.4 66.440 65.809
1029.9 66.440 65.809
1029.6 66.440 65.809
Primal Integral: 0.0513214053
