12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R111
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1153.570
BKS: 1048.7
Optimal: 1
Wed 12 Jan 2022 01:12:59 AM CST
timestamp: 1641921179
Solution value, local machine time, standardized time
1151.6 0.005 0.005
1151.0 0.005 0.005
1150.8 0.006 0.006
1147.9 0.006 0.006
1145.4 0.006 0.006
1141.4 0.006 0.006
1138.2 0.006 0.006
1136.2 0.006 0.006
1133.1 0.006 0.006
1132.7 0.007 0.007
1130.5 0.007 0.007
1128.7 0.007 0.007
1125.5 0.007 0.007
1124.0 0.008 0.008
1123.9 0.010 0.010
1120.9 2.074 2.054
1120.8 2.086 2.066
1119.8 2.086 2.066
1117.1 2.086 2.066
1113.5 2.087 2.067
1110.1 2.087 2.067
1110.0 2.088 2.068
1107.0 2.088 2.068
1106.8 2.089 2.069
1106.5 2.092 2.072
1104.2 2.126 2.106
1102.8 2.274 2.252
1100.9 2.274 2.252
1099.1 2.332 2.310
1095.8 2.332 2.310
1095.5 2.332 2.310
1091.7 2.332 2.310
1089.2 2.332 2.310
1087.4 2.406 2.383
1086.7 2.406 2.383
1080.4 2.407 2.384
1077.8 2.407 2.384
1077.5 2.407 2.384
1074.4 2.607 2.582
1071.7 2.635 2.610
1067.2 2.760 2.734
1065.9 2.811 2.784
1065.3 2.811 2.784
1063.0 2.852 2.825
1062.6 2.862 2.835
1061.9 2.904 2.876
1060.5 2.905 2.877
1057.9 2.942 2.914
1057.6 2.943 2.915
1054.3 2.965 2.937
1053.8 3.033 3.004
1053.5 3.033 3.004
1051.2 3.112 3.082
1050.9 3.207 3.177
1050.6 3.230 3.199
1049.5 3.230 3.199
1049.2 3.442 3.409
1049.0 3.446 3.413
1048.7 3.538 3.504
Primal Integral: 0.0098241447
