12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R203
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 957.880
BKS: 870.8
Optimal: 1
Wed 12 Jan 2022 01:13:03 AM CST
timestamp: 1641921183
Solution value, local machine time, standardized time
957.7 7.112 7.044
957.2 7.112 7.044
957.1 7.112 7.044
956.5 7.112 7.044
956.2 7.112 7.044
952.6 7.112 7.044
949.8 7.113 7.045
949.5 7.113 7.045
944.0 7.113 7.045
938.5 7.113 7.045
937.5 7.113 7.045
936.4 7.113 7.045
935.9 7.113 7.045
935.0 7.113 7.045
934.7 7.114 7.046
931.1 7.114 7.046
931.0 7.114 7.046
929.6 7.114 7.046
929.5 7.114 7.046
929.0 7.114 7.046
928.9 7.114 7.046
921.5 7.114 7.046
921.4 7.201 7.133
920.4 7.201 7.133
918.4 7.201 7.133
918.0 7.201 7.133
917.9 7.201 7.133
915.5 7.201 7.133
914.7 7.202 7.134
912.3 7.202 7.134
912.2 7.202 7.134
909.6 7.202 7.134
908.4 7.202 7.134
906.2 7.202 7.134
905.9 7.202 7.134
905.6 7.203 7.135
905.1 7.203 7.135
905.0 7.203 7.135
900.6 7.290 7.221
900.2 7.290 7.221
899.1 7.291 7.222
898.8 7.291 7.222
897.4 7.302 7.233
896.8 7.302 7.233
892.1 7.365 7.295
890.7 7.365 7.295
889.3 7.365 7.295
888.9 7.512 7.441
887.7 7.750 7.676
886.4 7.841 7.767
885.4 7.939 7.864
885.3 8.016 7.940
885.2 8.016 7.940
884.5 8.036 7.960
884.1 8.042 7.966
882.2 8.122 8.045
881.6 8.256 8.178
876.5 9.018 8.932
874.3 20.797 20.599
871.3 20.798 20.600
871.2 20.845 20.647
870.8 21.215 21.013
Primal Integral: 0.0454109644
