12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R1_8_3
Standardized Time limit: 3600 secs
Local Machine Time Limit: 3635 secs
Base solution: 32372.010
BKS: 29429.1
Optimal: 0
Wed 12 Jan 2022 06:08:36 AM CST
timestamp: 1641938916
Solution value, local machine time, standardized time
32370.3 31.215 30.918
32354.9 31.216 30.919
32352.5 31.217 30.920
32343.7 31.218 30.921
32341.9 31.219 30.922
32340.8 31.219 30.922
32338.4 31.220 30.923
32335.6 31.221 30.924
32333.8 31.222 30.925
32327.8 31.223 30.926
32322.7 31.224 30.927
32321.6 31.225 30.928
32320.9 31.226 30.929
32319.7 31.226 30.929
32303.7 31.227 30.930
32302.7 31.229 30.932
32300.2 31.289 30.992
32298.0 31.290 30.993
32297.6 31.292 30.995
32297.5 31.293 30.996
32297.3 31.297 31.000
32295.3 31.299 31.002
32289.5 32.167 31.861
32285.2 32.168 31.862
32277.5 32.169 31.863
32272.6 32.170 31.864
32265.2 32.171 31.865
32238.2 32.287 31.980
32237.2 32.288 31.981
32237.1 32.288 31.981
32237.0 32.289 31.982
32235.8 32.290 31.983
32233.2 32.291 31.984
32232.8 32.292 31.985
32231.0 32.293 31.986
32229.7 32.294 31.987
32228.7 32.295 31.988
32209.2 32.296 31.989
32208.6 32.297 31.990
32208.5 32.298 31.991
32191.6 32.299 31.992
32191.4 32.301 31.994
32188.1 32.302 31.995
32187.7 32.305 31.998
32187.6 32.306 31.999
32187.3 32.309 32.002
32187.2 32.310 32.003
32160.1 32.514 32.205
32158.5 32.531 32.222
32155.9 33.661 33.341
32136.6 33.662 33.342
32136.4 33.663 33.343
32130.2 33.664 33.344
32130.0 33.670 33.350
32129.5 33.671 33.351
32129.4 33.672 33.352
32114.5 34.719 34.389
32092.5 34.720 34.390
32090.2 34.720 34.390
32087.9 34.721 34.391
32086.9 34.722 34.392
32086.5 34.732 34.402
32082.0 34.733 34.403
32075.5 34.734 34.404
32073.9 34.734 34.404
32073.7 34.735 34.405
32072.6 34.736 34.406
32068.8 34.737 34.407
32059.3 34.742 34.412
32048.6 34.807 34.476
32041.9 34.808 34.477
32041.6 34.808 34.477
32040.5 34.809 34.478
32038.1 34.810 34.479
32035.7 35.515 35.178
32031.2 35.516 35.179
32027.5 35.517 35.180
32027.1 35.519 35.182
32025.5 35.520 35.183
32022.5 36.385 36.039
32016.0 36.386 36.040
32015.5 36.387 36.041
32011.8 36.388 36.042
32007.8 36.389 36.043
32007.3 36.390 36.044
32004.8 36.391 36.045
31997.4 36.392 36.046
31996.7 36.392 36.046
31996.1 36.393 36.047
31994.7 36.408 36.062
31990.6 36.409 36.063
31987.8 36.410 36.064
