12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R1_8_4
Standardized Time limit: 3600 secs
Local Machine Time Limit: 3635 secs
Base solution: 30628.840
BKS: 27844.4
Optimal: 0
Mon 14 Feb 2022 12:58:16 PM CST
timestamp: 1644814696
Solution value, local machine time, standardized time
30628.0 0.602 0.596
30614.1 0.626 0.620
30612.0 0.656 0.650
30598.5 0.657 0.651
30597.6 0.660 0.654
30568.4 0.662 0.656
30561.5 0.663 0.657
30525.8 0.699 0.692
30511.6 0.707 0.700
30492.9 0.719 0.712
30491.3 0.750 0.743
30490.9 0.751 0.744
30488.3 0.752 0.745
30476.1 0.777 0.770
30465.9 0.785 0.778
30451.4 0.786 0.779
30449.8 0.791 0.783
30436.1 0.819 0.811
30412.2 0.820 0.812
30410.0 0.829 0.821
30357.5 0.830 0.822
30305.5 0.838 0.830
30252.7 0.839 0.831
30249.4 0.841 0.833
30249.1 0.842 0.834
30246.1 0.849 0.841
30245.7 0.851 0.843
30244.5 0.852 0.844
30239.5 0.857 0.849
30222.3 0.858 0.850
30218.9 0.874 0.866
30217.7 0.875 0.867
30217.4 0.877 0.869
30201.2 0.878 0.870
30181.1 0.882 0.874
30171.5 0.884 0.876
30169.1 0.891 0.883
30166.8 0.891 0.883
30165.3 0.901 0.892
30118.7 0.907 0.898
30115.3 0.908 0.899
30109.2 0.912 0.903
30034.7 0.916 0.907
30034.4 0.917 0.908
30031.8 0.930 0.921
30028.7 0.931 0.922
30028.6 0.933 0.924
30028.5 0.934 0.925
30021.5 0.939 0.930
30005.2 0.940 0.931
30001.5 0.942 0.933
29986.2 0.949 0.940
29918.6 0.954 0.945
29892.4 0.955 0.946
29885.2 0.959 0.950
29884.3 0.969 0.960
29880.6 0.987 0.978
29879.2 0.989 0.980
29871.1 0.991 0.982
29861.6 0.997 0.988
29857.5 1.045 1.035
29855.3 1.046 1.036
29834.8 1.062 1.052
29807.6 1.068 1.058
29797.5 1.069 1.059
29786.0 1.070 1.060
29771.2 1.116 1.105
29770.4 1.190 1.179
29766.1 1.192 1.181
29756.8 1.218 1.206
29748.9 1.255 1.243
29746.2 1.260 1.248
29745.5 1.261 1.249
29739.7 1.272 1.260
29736.2 1.273 1.261
29733.9 1.281 1.269
29729.0 1.284 1.272
29692.3 1.288 1.276
29686.5 1.291 1.279
29684.1 1.296 1.284
29668.3 1.344 1.331
29666.1 1.348 1.335
29660.8 1.374 1.361
29658.8 1.379 1.366
29653.6 1.396 1.383
29648.7 1.397 1.384
29647.7 1.403 1.390
29643.8 1.407 1.394
29642.6 1.423 1.409
29640.6 1.466 1.452
29640.4 1.472 1.458
29632.8 1.504 1.490
29620.7 1.505 1.491
29580.6 1.509 1.495
29572.1 1.510 1.496
29571.5 1.536 1.521
29558.0 1.582 1.567
29548.2 1.621 1.606
29526.8 1.633 1.617
29525.1 1.635 1.619
29524.0 1.682 1.666
29519.2 1.701 1.685
29518.4 1.702 1.686
29517.9 1.705 1.689
29499.6 1.723 1.707
29485.2 1.823 1.806
29480.3 1.930 1.912
29467.1 1.946 1.928
29456.5 1.971 1.952
29435.7 2.029 2.010
29430.7 2.093 2.073
29430.3 2.095 2.075
29426.6 2.131 2.111
29425.6 2.178 2.157
29422.0 2.181 2.160
29421.8 2.185 2.164
29416.0 2.196 2.175
29403.5 2.209 2.188
29393.3 2.218 2.197
29383.8 2.264 2.242
29377.5 2.266 2.244
29345.1 2.267 2.245
29342.0 2.278 2.256
29329.9 2.327 2.305
29312.8 2.334 2.312
29311.8 2.358 2.336
29308.7 2.395 2.372
29304.7 2.419 2.396
29302.8 2.449 2.426
29295.1 2.466 2.443
29288.6 2.509 2.485
29288.2 2.516 2.492
29286.6 2.517 2.493
29282.6 2.534 2.510
29280.5 2.566 2.542
29275.7 2.590 2.565
29275.2 2.632 2.607
29274.4 2.633 2.608
29272.1 2.634 2.609
29266.6 2.643 2.618
29264.9 2.644 2.619
29252.9 2.653 2.628
29221.4 2.679 2.654
29218.9 2.729 2.703
29218.5 2.850 2.823
29218.1 2.858 2.831
29217.7 2.882 2.855
29216.6 2.885 2.858
29216.0 2.982 2.954
29210.9 2.983 2.955
29209.2 3.021 2.992
29201.3 3.084 3.055
29189.4 3.110 3.080
29167.4 3.120 3.090
29166.3 3.121 3.091
29161.5 3.122 3.092
29161.2 3.123 3.093
29160.7 3.125 3.095
29160.6 3.126 3.096
29160.4 3.200 3.170
29159.9 3.201 3.171
29159.6 3.202 3.172
29146.4 3.237 3.206
29140.5 3.240 3.209
29134.0 3.246 3.215
29128.5 3.248 3.217
29128.2 3.312 3.281
29128.1 3.459 3.426
29123.2 3.467 3.434
29119.8 3.497 3.464
29118.0 3.696 3.661
29101.2 3.697 3.662
29098.9 3.701 3.666
29097.0 3.734 3.699
29095.6 3.764 3.728
29092.3 3.765 3.729
29092.0 3.767 3.731
29090.9 3.993 3.955
29077.6 4.027 3.989
29072.1 4.096 4.057
29071.9 4.194 4.154
29069.9 4.195 4.155
29069.2 4.311 4.270
29069.1 4.330 4.289
29069.0 4.533 4.490
29064.5 4.555 4.512
29060.4 4.557 4.514
29056.6 4.564 4.521
29054.7 4.690 4.645
29051.6 4.736 4.691
29051.5 4.758 4.713
29049.1 4.759 4.714
29046.2 4.775 4.730
29043.7 4.814 4.768
29031.7 4.823 4.777
29029.6 4.859 4.813
29028.9 4.883 4.837
29028.5 4.918 4.871
29018.3 4.935 4.888
29018.1 4.985 4.938
29012.8 5.027 4.979
29010.8 5.175 5.126
29006.9 5.194 5.145
29003.9 5.223 5.173
28988.5 5.224 5.174
28987.5 5.225 5.175
28978.8 5.402 5.351
28978.3 5.405 5.354
28974.0 5.407 5.356
28952.8 5.542 5.489
28947.8 5.720 5.666
28942.0 5.757 5.702
28932.9 5.867 5.811
28930.6 5.877 5.821
28920.0 5.937 5.881
28904.0 5.939 5.883
28903.5 5.988 5.931
28896.4 6.130 6.072
28896.2 6.446 6.385
28895.5 6.447 6.386
28895.0 6.466 6.405
28894.1 6.474 6.412
28882.9 6.482 6.420
28882.7 6.675 6.612
28881.6 6.706 6.642
28880.4 6.928 6.862
28879.4 6.967 6.901
28878.1 7.208 7.140
28876.8 7.571 7.499
28876.6 7.665 7.592
28873.5 7.713 7.640
28869.1 7.720 7.647
28868.8 7.737 7.663
28868.5 8.183 8.105
28868.3 8.320 8.241
28850.8 8.873 8.789
28846.8 9.121 9.034
28845.0 9.787 9.694
28843.6 9.908 9.814
28843.5 9.909 9.815
28841.8 10.105 10.009
28836.7 10.719 10.617
28835.8 11.157 11.051
28834.3 11.171 11.065
28833.7 11.510 11.401
28833.6 11.624 11.514
28833.2 11.674 11.563
28831.7 11.744 11.632
