12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R103
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1329.570
BKS: 1208.7
Optimal: 1
Thu 13 Jan 2022 11:55:33 PM CST
timestamp: 1642089333
Solution value, local machine time, standardized time
1327.4 0.005 0.005
1324.9 0.005 0.005
1324.0 0.005 0.005
1322.4 0.005 0.005
1322.2 0.005 0.005
1317.1 0.005 0.005
1313.8 0.005 0.005
1310.4 0.005 0.005
1306.0 0.006 0.006
1304.2 0.006 0.006
1297.8 0.006 0.006
1291.2 0.006 0.006
1288.2 0.006 0.006
1287.9 0.006 0.006
1287.7 0.006 0.006
1286.2 0.006 0.006
1285.5 0.006 0.006
1284.5 0.006 0.006
1283.0 0.007 0.007
1281.1 0.007 0.007
1278.9 0.007 0.007
1278.6 0.007 0.007
1274.3 0.008 0.008
1269.2 0.008 0.008
1269.0 0.008 0.008
1265.1 0.008 0.008
1261.4 0.008 0.008
1261.2 0.008 0.008
1261.0 0.008 0.008
1260.6 0.010 0.010
1259.3 0.011 0.011
1250.5 0.013 0.013
1250.1 0.015 0.015
1250.0 0.016 0.016
1249.8 0.016 0.016
1249.3 0.016 0.016
1248.8 0.016 0.016
1248.4 0.016 0.016
1248.3 0.017 0.017
1247.7 0.046 0.046
1246.5 0.046 0.046
1244.9 0.047 0.047
1243.8 0.048 0.048
1242.6 0.048 0.048
1241.9 0.048 0.048
1241.4 0.048 0.048
1239.9 0.049 0.049
1239.4 0.060 0.059
1236.4 0.060 0.059
1233.4 0.064 0.063
1233.0 0.064 0.063
1232.3 0.065 0.064
1229.8 0.066 0.065
1229.3 0.071 0.070
1228.8 0.074 0.073
1226.1 0.074 0.073
1220.4 0.074 0.073
1220.3 0.075 0.074
1219.8 0.075 0.074
1218.7 0.082 0.081
1217.2 0.082 0.081
1216.1 0.082 0.081
1215.7 0.130 0.129
1214.9 0.131 0.130
1213.7 0.812 0.804
1212.6 0.826 0.818
Primal Integral: 0.3228756998
