12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 5694999987690650823
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R1_10_7
Standardized Time limit: 7200 secs
Local Machine Time Limit: 7269 secs
Base solution: 48654.540
BKS: 44231.4
Optimal: 0
Mon 14 Feb 2022 01:54:43 PM +08
timestamp: 1644818083
Solution value, local machine time, standardized time
48647.0 1.535 1.520
48628.5 1.552 1.537
48590.0 1.557 1.542
48517.2 1.559 1.544
48514.1 1.560 1.545
48493.5 1.580 1.565
48492.9 1.595 1.580
48492.8 1.601 1.586
48492.5 1.625 1.610
48453.1 1.698 1.682
48451.4 1.701 1.685
48449.9 1.725 1.709
48449.7 1.762 1.745
48447.5 1.765 1.748
48427.0 1.768 1.751
48413.9 1.774 1.757
48401.1 1.778 1.761
48393.0 1.779 1.762
48387.4 1.781 1.764
48355.5 1.784 1.767
48338.4 1.792 1.775
48337.2 1.794 1.777
48335.4 1.795 1.778
48335.0 1.801 1.784
48303.4 1.810 1.793
48298.4 1.817 1.800
48292.4 1.818 1.801
48282.7 1.825 1.808
48279.6 1.827 1.810
48258.5 1.838 1.821
48250.6 1.840 1.823
48249.1 1.845 1.827
48247.2 1.869 1.851
48244.3 1.872 1.854
48240.2 1.873 1.855
48228.0 1.895 1.877
48223.4 1.897 1.879
48212.3 1.898 1.880
48196.2 1.900 1.882
48192.2 1.950 1.931
48171.7 1.950 1.931
48169.9 1.954 1.935
48165.6 1.968 1.949
48161.0 1.969 1.950
48158.3 1.998 1.979
48130.0 2.022 2.003
48129.8 2.023 2.004
48128.6 2.025 2.006
48118.2 2.038 2.019
48114.6 2.044 2.025
48111.3 2.045 2.026
48101.9 2.054 2.034
48096.6 2.063 2.043
48096.2 2.113 2.093
48092.7 2.117 2.097
48092.4 2.129 2.109
48089.6 2.130 2.110
48070.9 2.143 2.123
48067.7 2.155 2.135
48065.3 2.207 2.186
48056.7 2.218 2.197
48056.6 2.275 2.253
48052.0 2.281 2.259
48032.3 2.283 2.261
47980.2 2.289 2.267
47979.9 2.292 2.270
47977.3 2.308 2.286
47976.2 2.316 2.294
47972.7 2.323 2.301
47972.1 2.328 2.306
47969.8 2.335 2.313
47961.0 2.337 2.315
47960.8 2.339 2.317
47958.9 2.349 2.327
47955.6 2.350 2.328
47952.1 2.375 2.352
47945.3 2.385 2.362
47911.4 2.397 2.374
47905.6 2.409 2.386
47904.6 2.451 2.428
47902.4 2.452 2.429
47896.1 2.461 2.438
47893.9 2.462 2.439
47893.8 2.465 2.442
47888.6 2.466 2.443
47884.7 2.471 2.448
47858.9 2.479 2.455
47838.6 2.498 2.474
47837.4 2.539 2.515
47803.0 2.617 2.592
47791.6 2.618 2.593
47790.4 2.632 2.607
47790.1 2.634 2.609
47789.2 2.648 2.623
47787.5 2.650 2.625
47715.8 2.713 2.687
47712.2 2.759 2.733
47691.4 2.761 2.735
47689.4 2.785 2.759
47688.9 2.798 2.771
47667.6 2.803 2.776
47667.4 2.854 2.827
47666.9 2.856 2.829
47664.3 2.866 2.839
47664.2 2.906 2.878
47658.2 2.947 2.919
47656.1 2.948 2.920
47649.4 2.969 2.941
47632.2 2.973 2.945
47624.0 2.974 2.946
47622.6 2.987 2.959
47619.8 3.020 2.991
47615.7 3.032 3.003
47594.1 3.036 3.007
47588.9 3.043 3.014
47587.3 3.045 3.016
47587.1 3.049 3.020
47587.0 3.085 3.056
