12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: C2_8_8
Standardized Time limit: 3600 secs
Local Machine Time Limit: 3635 secs
Base solution: 12247.290
BKS: 11133.9
Optimal: 0
Mon 14 Feb 2022 01:58:09 PM CST
timestamp: 1644818289
Solution value, local machine time, standardized time
12220.7 2.059 2.039
12219.3 2.060 2.040
12217.3 2.070 2.050
12209.3 2.084 2.064
12202.3 2.110 2.090
12191.1 2.111 2.091
12185.5 2.113 2.093
12183.6 2.120 2.100
12157.2 2.122 2.102
12156.0 2.123 2.103
12155.0 2.143 2.123
12154.9 2.146 2.126
12151.8 2.168 2.147
12151.3 2.182 2.161
12150.6 2.234 2.213
12150.4 2.235 2.214
12107.1 2.241 2.220
12099.8 2.242 2.221
12098.2 2.249 2.228
12095.9 2.367 2.345
12094.7 2.404 2.381
12092.8 2.453 2.430
12089.9 2.490 2.466
12089.3 2.498 2.474
12089.1 2.501 2.477
12088.1 2.510 2.486
12045.1 2.517 2.493
12036.6 2.520 2.496
12034.9 2.527 2.503
12033.1 2.580 2.555
12027.2 2.626 2.601
12021.4 2.691 2.665
12020.1 2.722 2.696
12019.0 2.745 2.719
12008.6 2.748 2.722
12004.7 2.778 2.752
11945.3 2.894 2.867
11943.6 2.896 2.868
11939.9 3.079 3.050
11924.1 3.208 3.178
11902.5 3.222 3.191
11900.6 3.225 3.194
11896.0 3.250 3.219
11893.9 3.267 3.236
11893.2 3.281 3.250
11891.6 3.448 3.415
11888.8 3.492 3.459
11888.5 3.634 3.599
11886.3 3.684 3.649
11884.8 4.112 4.073
11883.8 4.175 4.135
11863.8 4.609 4.565
11861.4 4.670 4.626
11860.4 4.795 4.749
11859.7 4.797 4.751
11857.8 4.867 4.821
11846.4 5.226 5.176
11830.7 5.439 5.387
11787.7 26.081 25.833
11783.9 26.086 25.838
11780.3 26.095 25.847
11777.6 26.098 25.850
11774.8 26.099 25.851
11774.6 26.121 25.873
11773.3 26.153 25.905
11770.2 26.181 25.932
11767.8 26.207 25.958
11761.2 26.358 26.108
11759.6 26.372 26.121
11758.2 26.398 26.147
11755.2 26.415 26.164
11746.0 26.420 26.169
11730.9 26.458 26.207
11729.8 26.506 26.254
11728.2 26.530 26.278
11727.8 26.564 26.312
11713.8 26.581 26.328
11676.7 26.606 26.353
11675.8 26.617 26.364
11667.4 26.619 26.366
11664.9 26.642 26.389
11664.4 26.651 26.398
11661.2 26.733 26.479
11647.4 26.774 26.520
11636.3 26.779 26.525
11634.6 26.780 26.526
11629.5 26.793 26.538
11627.5 26.848 26.593
11625.6 26.851 26.596
11625.2 26.854 26.599
11624.8 26.855 26.600
11624.7 26.996 26.740
11624.1 27.136 26.878
11621.3 27.159 26.901
11617.8 27.205 26.947
11616.2 27.229 26.970
11614.7 27.272 27.013
11614.5 27.300 27.041
11608.4 27.428 27.167
11583.8 27.431 27.170
11583.4 27.468 27.207
11582.0 27.495 27.234
11581.6 27.577 27.315
11575.7 27.588 27.326
11575.5 27.665 27.402
11572.3 27.886 27.621
11565.4 27.917 27.652
11557.2 28.226 27.958
11554.9 28.278 28.009
11538.7 28.293 28.024
11538.4 28.349 28.080
11538.1 28.350 28.081
11534.7 28.465 28.195
11533.9 28.572 28.301
11532.7 28.596 28.324
11525.5 28.613 28.341
11525.3 28.652 28.380
11522.7 28.655 28.383
11522.3 28.709 28.436
11518.2 28.881 28.607
11512.6 28.883 28.609
11511.9 29.007 28.731
11510.1 29.009 28.733
11509.5 29.023 28.747
11508.5 68.706 68.053
11507.8 69.131 68.474
11505.8 69.924 69.260
11505.5 69.934 69.270
11504.7 70.036 69.371
11504.2 70.038 69.373
11502.2 70.068 69.402
11499.5 70.308 69.640
11489.3 70.309 69.641
11485.5 70.311 69.643
11485.4 70.981 70.307
11484.4 71.231 70.554
11482.8 71.374 70.696
11480.2 71.578 70.898
