12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R110
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1174.800
BKS: 1068.0
Optimal: 1
Thu 13 Jan 2022 11:55:40 PM CST
timestamp: 1642089340
Solution value, local machine time, standardized time
1174.1 0.005 0.005
1170.0 0.005 0.005
1169.8 0.005 0.005
1169.4 0.005 0.005
1167.1 0.005 0.005
1164.1 0.006 0.006
1163.4 0.006 0.006
1161.2 0.006 0.006
1159.1 0.006 0.006
1157.6 0.006 0.006
1156.2 0.006 0.006
1155.6 0.006 0.006
1154.5 0.006 0.006
1154.4 0.006 0.006
1152.3 0.006 0.006
1151.3 0.006 0.006
1148.8 0.007 0.007
1145.5 0.020 0.020
1145.2 0.033 0.033
1143.9 0.033 0.033
1142.8 0.036 0.036
1135.9 0.036 0.036
1135.0 0.036 0.036
1133.3 0.036 0.036
1132.2 0.036 0.036
1129.1 0.036 0.036
1128.7 0.037 0.037
1128.4 0.037 0.037
1127.4 0.038 0.038
1126.8 0.039 0.039
1125.2 0.039 0.039
1125.0 0.049 0.049
1124.6 0.051 0.051
1122.8 0.052 0.052
1118.2 0.052 0.052
1117.4 0.066 0.065
1116.5 0.067 0.066
1115.1 0.068 0.067
1114.9 0.068 0.067
1114.2 0.068 0.067
1110.8 0.070 0.069
1109.3 0.071 0.070
1108.6 0.075 0.074
1108.5 0.077 0.076
1105.3 0.090 0.089
1104.1 0.090 0.089
1103.2 0.090 0.089
1101.6 0.133 0.132
1101.5 0.253 0.251
1099.8 0.339 0.336
1099.4 0.547 0.542
1098.8 0.553 0.548
1098.6 0.553 0.548
1097.6 0.553 0.548
1094.6 0.555 0.550
1093.9 0.555 0.550
1093.1 0.564 0.559
1087.5 0.564 0.559
1086.8 0.710 0.703
1086.6 0.710 0.703
1085.7 0.854 0.846
1085.5 2.125 2.105
1085.1 2.129 2.109
1084.6 2.148 2.128
1076.3 2.246 2.225
1075.0 7.406 7.336
1073.0 7.407 7.337
1071.8 7.407 7.337
1069.1 7.407 7.337
1068.0 12.273 12.156
Primal Integral: 0.0051218009
