12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: RC101
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1781.780
BKS: 1619.8
Optimal: 1
Thu 13 Jan 2022 11:55:54 PM CST
timestamp: 1642089354
Solution value, local machine time, standardized time
1780.4 0.005 0.005
1777.3 0.005 0.005
1751.5 0.005 0.005
1748.9 0.005 0.005
1748.7 0.005 0.005
1745.3 0.005 0.005
1737.8 0.005 0.005
1732.9 0.006 0.006
1731.0 0.006 0.006
1730.7 0.007 0.007
1724.3 0.007 0.007
1720.8 0.010 0.010
1719.6 0.011 0.011
1715.4 0.011 0.011
1709.9 0.011 0.011
1709.5 0.011 0.011
1708.7 0.012 0.012
1698.5 0.013 0.013
1697.2 0.013 0.013
1693.7 0.013 0.013
1692.0 0.015 0.015
1691.4 0.016 0.016
1688.3 0.018 0.018
1688.1 0.022 0.022
1686.5 0.029 0.029
1685.3 0.029 0.029
1683.3 0.029 0.029
1678.0 0.033 0.033
1677.2 0.033 0.033
1676.2 0.033 0.033
1671.9 0.033 0.033
1669.8 0.039 0.039
1668.7 0.039 0.039
1667.4 0.040 0.040
1667.3 0.111 0.110
1665.9 0.111 0.110
1665.2 0.117 0.116
1663.8 0.117 0.116
1663.3 0.151 0.150
1663.2 0.159 0.157
1659.6 0.159 0.157
1659.5 0.159 0.157
1658.3 0.159 0.157
1657.6 0.160 0.158
1657.1 0.162 0.160
1655.6 0.166 0.164
1654.5 0.166 0.164
1652.6 0.633 0.627
1646.8 0.633 0.627
1646.2 0.644 0.638
1645.0 0.657 0.651
1644.2 0.905 0.896
1634.4 0.911 0.902
1634.2 11.392 11.284
1623.5 18.068 17.896
1622.2 18.817 18.638
1620.7 18.817 18.638
1620.2 18.817 18.638
1619.8 18.818 18.639
Primal Integral: 0.0096581848
