12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R104
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1068.650
BKS: 971.5
Optimal: 1
Thu 13 Jan 2022 11:55:34 PM CST
timestamp: 1642089334
Solution value, local machine time, standardized time
1067.3 0.005 0.005
1066.7 0.005 0.005
1066.3 0.006 0.006
1065.4 0.006 0.006
1061.4 0.006 0.006
1060.8 0.006 0.006
1060.6 0.006 0.006
1059.6 0.006 0.006
1058.6 0.006 0.006
1058.2 0.006 0.006
1055.7 0.006 0.006
1047.7 0.009 0.009
1046.5 0.009 0.009
1045.2 0.009 0.009
1044.5 0.009 0.009
1044.4 0.009 0.009
1043.3 0.009 0.009
1042.9 0.009 0.009
1040.9 0.012 0.012
1040.3 0.012 0.012
1036.7 0.012 0.012
1035.6 0.013 0.013
1035.5 0.013 0.013
1031.4 0.014 0.014
1028.4 0.014 0.014
1027.0 0.014 0.014
1025.8 0.014 0.014
1024.2 0.015 0.015
1022.6 0.015 0.015
1022.5 0.015 0.015
1022.0 0.016 0.016
1019.2 0.016 0.016
1019.0 0.016 0.016
1018.7 0.016 0.016
1018.4 0.016 0.016
1018.2 0.016 0.016
1017.3 0.016 0.016
1016.1 0.017 0.017
1015.5 0.017 0.017
1015.0 0.017 0.017
1014.6 0.017 0.017
1014.5 0.018 0.018
1013.9 0.018 0.018
1013.7 0.018 0.018
1013.4 0.019 0.019
1013.3 0.019 0.019
1012.9 0.019 0.019
1012.3 0.021 0.021
1010.9 0.021 0.021
1010.8 0.021 0.021
1010.7 0.024 0.024
1009.5 0.024 0.024
1007.6 0.025 0.025
1002.4 0.025 0.025
1001.4 0.025 0.025
1001.0 0.046 0.046
998.6 0.057 0.056
994.9 0.074 0.073
991.9 0.074 0.073
991.1 0.074 0.073
990.8 0.461 0.457
990.2 0.470 0.466
989.4 0.475 0.470
989.3 0.475 0.470
987.0 0.580 0.574
986.1 0.584 0.578
985.5 0.589 0.583
985.0 0.589 0.583
984.9 1.518 1.504
984.3 1.626 1.611
983.5 1.626 1.611
978.6 1.626 1.611
976.5 1.634 1.618
976.4 5.952 5.895
976.0 5.993 5.936
975.3 17.158 16.995
974.8 17.174 17.011
971.5 17.929 17.759
Primal Integral: 0.0057525219
