12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R102
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1613.260
BKS: 1466.6
Optimal: 1
Thu 13 Jan 2022 11:55:32 PM CST
timestamp: 1642089332
Solution value, local machine time, standardized time
1612.3 0.004 0.004
1612.1 0.004 0.004
1600.1 0.004 0.004
1599.4 0.005 0.005
1599.2 0.005 0.005
1596.7 0.005 0.005
1594.2 0.005 0.005
1591.9 0.005 0.005
1590.8 0.005 0.005
1590.4 0.005 0.005
1587.0 0.005 0.005
1585.9 0.005 0.005
1577.9 0.005 0.005
1574.9 0.006 0.006
1574.3 0.006 0.006
1573.8 0.006 0.006
1572.0 0.006 0.006
1570.6 0.006 0.006
1569.6 0.006 0.006
1569.2 0.006 0.006
1564.8 0.006 0.006
1564.0 0.006 0.006
1563.3 0.006 0.006
1562.1 0.007 0.007
1552.0 0.007 0.007
1551.5 0.007 0.007
1551.0 0.007 0.007
1550.9 0.007 0.007
1550.0 0.007 0.007
1549.7 0.007 0.007
1549.5 0.007 0.007
1548.4 0.007 0.007
1546.5 0.007 0.007
1543.3 0.008 0.008
1542.8 0.008 0.008
1542.5 0.008 0.008
1531.2 0.008 0.008
1531.0 0.008 0.008
1530.3 0.008 0.008
1528.5 0.008 0.008
1527.9 0.009 0.009
1527.5 0.009 0.009
1517.6 0.010 0.010
1517.4 0.010 0.010
1517.3 0.011 0.011
1517.0 0.012 0.012
1509.4 0.018 0.018
1509.2 0.018 0.018
1508.2 0.018 0.018
1503.3 0.019 0.019
1503.0 0.019 0.019
1502.0 0.019 0.019
1496.5 0.031 0.031
1494.2 0.031 0.031
1491.2 0.031 0.031
1490.8 0.031 0.031
1490.3 0.031 0.031
1490.1 0.031 0.031
1489.2 0.031 0.031
1484.9 0.031 0.031
1482.7 0.031 0.031
1482.1 0.032 0.032
1481.1 0.032 0.032
1480.2 0.036 0.036
1479.2 0.047 0.047
1478.2 0.048 0.048
1477.9 0.049 0.049
1477.8 0.054 0.053
1477.5 0.054 0.053
1476.4 0.054 0.053
1475.6 0.070 0.069
1475.4 0.070 0.069
1474.1 0.071 0.070
1473.8 0.071 0.070
1473.2 0.071 0.070
1472.1 0.073 0.072
1471.8 0.077 0.076
1471.6 0.077 0.076
1470.6 0.080 0.079
1467.8 0.094 0.093
1467.6 0.141 0.140
1467.1 0.163 0.161
1466.6 0.317 0.314
Primal Integral: 0.0001030327
