12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R203
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 957.880
BKS: 870.8
Optimal: 1
Thu 13 Jan 2022 11:55:45 PM CST
timestamp: 1642089345
Solution value, local machine time, standardized time
953.3 0.010 0.010
953.0 0.010 0.010
952.4 0.017 0.017
951.9 0.017 0.017
951.3 0.018 0.018
948.5 0.018 0.018
946.7 0.018 0.018
945.7 0.027 0.027
944.9 0.027 0.027
942.7 0.028 0.028
941.9 0.028 0.028
936.3 0.032 0.032
934.5 0.032 0.032
934.2 0.032 0.032
931.9 0.032 0.032
931.5 0.032 0.032
931.2 0.032 0.032
930.9 0.032 0.032
928.9 0.055 0.054
928.7 0.055 0.054
927.4 0.055 0.054
925.8 0.055 0.054
923.5 0.062 0.061
920.9 0.108 0.107
918.5 0.109 0.108
918.0 0.117 0.116
914.7 0.117 0.116
911.5 0.120 0.119
910.4 0.126 0.125
910.3 0.126 0.125
909.7 0.169 0.167
907.4 0.169 0.167
906.9 0.177 0.175
905.8 0.177 0.175
904.9 0.178 0.176
904.3 0.178 0.176
904.0 0.178 0.176
903.4 0.178 0.176
902.9 0.178 0.176
902.8 0.186 0.184
902.7 0.186 0.184
902.6 0.186 0.184
901.8 0.188 0.186
901.7 0.193 0.191
899.9 0.204 0.202
898.4 0.327 0.324
898.1 0.327 0.324
895.8 0.340 0.337
895.7 0.340 0.337
895.6 0.341 0.338
892.8 1.262 1.250
892.7 1.262 1.250
890.1 1.272 1.260
889.5 1.280 1.268
885.7 1.354 1.341
885.3 1.355 1.342
883.5 1.355 1.342
883.1 1.355 1.342
882.0 1.357 1.344
880.1 1.358 1.345
879.6 1.358 1.345
878.3 1.389 1.376
875.8 3.355 3.323
875.2 4.159 4.119
873.4 4.159 4.119
873.1 4.160 4.120
872.7 4.165 4.125
872.4 17.281 17.117
871.6 17.582 17.415
871.2 17.603 17.436
870.8 17.626 17.459
Primal Integral: 0.0052763615
