12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R106
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1358.060
BKS: 1234.6
Optimal: 1
Thu 13 Jan 2022 11:55:36 PM CST
timestamp: 1642089336
Solution value, local machine time, standardized time
1354.0 0.004 0.004
1350.1 0.004 0.004
1345.9 0.005 0.005
1338.0 0.005 0.005
1329.9 0.005 0.005
1328.9 0.005 0.005
1327.4 0.005 0.005
1325.5 0.005 0.005
1322.3 0.005 0.005
1322.1 0.005 0.005
1319.8 0.005 0.005
1319.6 0.005 0.005
1319.1 0.005 0.005
1318.9 0.006 0.006
1318.0 0.006 0.006
1316.4 0.006 0.006
1316.2 0.006 0.006
1310.9 0.006 0.006
1310.1 0.006 0.006
1309.4 0.006 0.006
1304.6 0.006 0.006
1301.4 0.006 0.006
1301.3 0.006 0.006
1297.7 0.007 0.007
1297.6 0.007 0.007
1294.8 0.007 0.007
1292.9 0.007 0.007
1292.8 0.007 0.007
1292.7 0.008 0.008
1291.5 0.013 0.013
1291.4 0.014 0.014
1284.7 0.018 0.018
1284.4 0.029 0.029
1284.0 0.029 0.029
1283.8 0.031 0.031
1283.7 0.033 0.033
1283.4 0.033 0.033
1279.7 0.033 0.033
1275.5 0.035 0.035
1275.2 0.035 0.035
1275.0 0.060 0.059
1274.3 0.060 0.059
1269.6 0.061 0.060
1269.4 0.061 0.060
1267.3 0.076 0.075
1265.4 0.076 0.075
1263.7 0.088 0.087
1263.3 0.088 0.087
1261.6 0.118 0.117
1260.0 0.120 0.119
1259.9 0.120 0.119
1259.7 0.123 0.122
1258.9 0.126 0.125
1255.1 0.305 0.302
1254.9 0.305 0.302
1254.5 0.305 0.302
1247.8 0.340 0.337
1247.2 0.414 0.410
1246.9 0.415 0.411
1246.3 0.424 0.420
1244.0 0.515 0.510
1242.0 0.515 0.510
1240.9 0.828 0.820
1240.6 1.157 1.146
1239.6 1.157 1.146
1239.2 2.073 2.053
1239.1 4.226 4.186
1238.4 4.257 4.217
1237.5 8.741 8.658
1235.7 8.753 8.670
1235.2 8.761 8.678
1234.6 8.763 8.680
Primal Integral: 0.0021642610
