12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R204
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 804.430
BKS: 731.3
Optimal: 1
Thu 13 Jan 2022 11:55:46 PM CST
timestamp: 1642089346
Solution value, local machine time, standardized time
803.4 0.014 0.014
802.9 0.029 0.029
802.3 0.029 0.029
795.5 0.032 0.032
795.4 0.032 0.032
792.8 0.032 0.032
790.8 0.032 0.032
789.0 0.033 0.033
787.9 0.038 0.038
787.8 0.038 0.038
784.4 0.038 0.038
778.8 0.054 0.053
775.9 0.054 0.053
775.5 0.054 0.053
774.5 0.057 0.056
774.4 0.057 0.056
771.8 0.057 0.056
770.6 0.057 0.056
769.8 0.057 0.056
768.6 0.057 0.056
768.4 0.058 0.057
768.1 0.058 0.057
766.4 0.058 0.057
765.9 0.058 0.057
765.7 0.095 0.094
765.6 0.103 0.102
765.5 0.104 0.103
765.2 0.235 0.233
762.0 0.235 0.233
760.7 0.269 0.266
759.4 0.269 0.266
758.9 0.269 0.266
758.7 0.277 0.274
757.0 0.277 0.274
756.2 0.278 0.275
754.5 1.216 1.204
749.7 1.238 1.226
748.7 1.238 1.226
745.0 1.238 1.226
744.5 1.238 1.226
741.8 1.238 1.226
740.8 1.238 1.226
739.3 1.238 1.226
738.9 1.245 1.233
738.6 1.263 1.251
736.6 1.263 1.251
736.5 1.264 1.252
735.7 1.264 1.252
734.5 1.429 1.415
734.4 1.432 1.418
734.2 2.286 2.264
733.4 2.286 2.264
733.2 8.968 8.883
733.0 14.983 14.841
732.7 36.790 36.440
731.3 36.798 36.448
Primal Integral: 0.0076019585
