12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R108
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1025.310
BKS: 932.1
Optimal: 1
Fri 14 Jan 2022 09:44:15 PM CST
timestamp: 1642167855
Solution value, local machine time, standardized time
1025.1 0.027 0.027
1015.6 0.028 0.028
1015.5 0.029 0.029
1010.6 0.031 0.031
1007.8 0.047 0.047
1005.7 0.048 0.048
1003.8 0.048 0.048
996.7 0.048 0.048
996.5 0.051 0.051
993.1 0.051 0.051
990.9 0.056 0.055
989.5 0.059 0.058
989.4 0.059 0.058
989.3 0.060 0.059
988.7 0.060 0.059
986.5 0.060 0.059
984.4 0.128 0.127
984.3 0.129 0.128
973.9 0.129 0.128
972.7 0.131 0.130
972.3 0.131 0.130
971.5 0.132 0.131
966.7 0.132 0.131
964.5 0.132 0.131
963.6 0.133 0.132
963.4 0.137 0.136
961.5 0.150 0.149
960.5 0.151 0.150
960.4 0.151 0.150
958.9 0.151 0.150
956.5 0.151 0.150
955.0 0.154 0.153
954.0 0.158 0.156
953.3 0.164 0.162
952.0 0.164 0.162
949.4 0.212 0.210
949.3 0.215 0.213
947.9 0.230 0.228
946.7 0.395 0.391
946.3 0.421 0.417
945.5 1.818 1.801
945.1 1.819 1.802
944.9 1.827 1.810
944.3 1.827 1.810
942.9 12.863 12.741
942.8 13.026 12.902
941.9 13.587 13.458
941.0 13.591 13.462
940.8 22.729 22.513
939.5 27.416 27.156
938.7 39.209 38.837
938.6 39.209 38.837
938.2 39.209 38.837
937.1 39.209 38.837
935.2 39.909 39.530
932.1 39.910 39.531
Primal Integral: 0.0229790360
