12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R210
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 990.550
BKS: 900.5
Optimal: 1
Fri 14 Jan 2022 09:44:29 PM CST
timestamp: 1642167869
Solution value, local machine time, standardized time
989.2 0.017 0.017
987.9 0.017 0.017
987.8 0.018 0.018
987.7 0.018 0.018
986.1 0.018 0.018
985.0 0.018 0.018
982.9 0.018 0.018
980.0 0.018 0.018
976.2 0.019 0.019
975.9 0.019 0.019
975.4 0.027 0.027
973.9 0.027 0.027
972.5 0.027 0.027
969.5 0.027 0.027
968.4 0.032 0.032
965.2 0.032 0.032
963.6 0.033 0.033
962.7 0.033 0.033
960.4 0.033 0.033
960.0 0.033 0.033
958.9 0.033 0.033
957.3 0.033 0.033
957.1 0.046 0.046
952.5 0.046 0.046
952.4 0.046 0.046
949.2 0.047 0.047
949.1 0.065 0.064
947.7 0.090 0.089
947.4 0.094 0.093
947.1 0.094 0.093
945.9 0.095 0.094
945.8 0.095 0.094
945.0 0.095 0.094
944.0 0.096 0.095
943.2 0.128 0.127
940.9 0.153 0.152
940.0 0.153 0.152
939.5 0.153 0.152
937.4 0.153 0.152
937.3 0.153 0.152
934.8 0.155 0.154
933.4 0.156 0.155
933.3 0.156 0.155
931.7 0.164 0.162
929.5 0.164 0.162
929.4 0.169 0.167
929.2 0.169 0.167
927.6 0.439 0.435
927.1 0.440 0.436
926.8 0.440 0.436
925.7 0.441 0.437
920.4 0.441 0.437
919.7 0.441 0.437
918.6 0.473 0.469
917.1 0.602 0.596
915.9 2.139 2.119
915.8 3.636 3.601
915.6 3.639 3.604
914.7 4.018 3.980
914.5 4.030 3.992
914.2 4.081 4.042
914.0 4.085 4.046
913.3 29.769 29.486
911.3 34.558 34.230
911.0 47.444 46.993
909.6 47.448 46.997
908.6 47.455 47.004
908.4 47.455 47.004
907.1 58.339 57.785
905.9 58.340 57.786
905.1 58.601 58.044
901.8 58.780 58.222
900.5 59.602 59.036
Primal Integral: 0.0434778919
