12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R104
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1068.650
BKS: 971.5
Optimal: 1
Fri 14 Jan 2022 09:44:11 PM CST
timestamp: 1642167851
Solution value, local machine time, standardized time
1067.0 0.007 0.007
1066.5 0.008 0.008
1065.9 0.008 0.008
1065.3 0.008 0.008
1065.1 0.008 0.008
1059.1 0.008 0.008
1058.8 0.009 0.009
1058.4 0.009 0.009
1054.2 0.009 0.009
1052.4 0.009 0.009
1051.2 0.009 0.009
1048.6 0.015 0.015
1048.4 0.018 0.018
1047.3 0.019 0.019
1044.7 0.020 0.020
1044.4 0.021 0.021
1042.5 0.021 0.021
1040.5 0.021 0.021
1035.0 0.022 0.022
1022.4 0.026 0.026
1022.3 0.026 0.026
1020.9 0.026 0.026
1019.3 0.026 0.026
1016.8 0.028 0.028
1008.7 0.030 0.030
1008.3 0.030 0.030
1007.8 0.032 0.032
1003.0 0.046 0.046
1001.0 0.048 0.048
999.5 0.050 0.050
996.6 0.053 0.052
995.8 0.164 0.162
992.3 0.167 0.165
991.7 0.176 0.174
989.2 0.528 0.523
986.9 1.488 1.474
986.8 1.489 1.475
986.2 1.503 1.489
985.9 1.717 1.701
984.0 1.717 1.701
983.4 1.722 1.706
982.7 1.724 1.708
981.2 1.725 1.709
980.2 1.725 1.709
980.1 1.752 1.735
979.8 4.939 4.892
978.0 5.490 5.438
977.7 5.490 5.438
976.9 5.625 5.572
976.8 5.638 5.584
976.2 5.649 5.595
975.7 8.547 8.466
975.6 8.554 8.473
972.3 8.561 8.480
971.5 14.836 14.695
Primal Integral: 0.0048493481
