12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R204
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 804.430
BKS: 731.3
Optimal: 1
Fri 14 Jan 2022 09:44:23 PM CST
timestamp: 1642167863
Solution value, local machine time, standardized time
804.2 0.006 0.006
802.6 0.006 0.006
800.7 0.006 0.006
800.3 0.006 0.006
798.7 0.007 0.007
795.6 0.007 0.007
795.0 0.007 0.007
794.8 0.007 0.007
792.4 0.007 0.007
791.6 0.007 0.007
790.8 0.007 0.007
788.0 0.007 0.007
787.8 0.007 0.007
786.4 0.007 0.007
777.6 0.008 0.008
776.5 0.008 0.008
776.3 0.013 0.013
774.4 0.014 0.014
767.8 0.019 0.019
765.3 0.080 0.079
764.8 0.080 0.079
764.1 0.088 0.087
763.7 0.088 0.087
762.6 0.099 0.098
757.8 0.101 0.100
755.2 0.101 0.100
754.7 0.195 0.193
753.7 0.195 0.193
753.1 0.195 0.193
753.0 0.196 0.194
752.4 0.196 0.194
751.4 0.196 0.194
751.2 0.196 0.194
750.8 0.196 0.194
750.7 0.200 0.198
748.8 0.209 0.207
748.7 0.209 0.207
748.5 0.209 0.207
748.4 0.209 0.207
747.9 0.209 0.207
747.8 0.209 0.207
743.2 0.210 0.208
742.6 0.216 0.214
741.7 0.216 0.214
737.5 0.259 0.257
735.1 0.267 0.264
734.8 0.625 0.619
734.4 0.780 0.773
734.0 1.108 1.097
733.7 2.131 2.111
733.4 2.133 2.113
733.2 2.845 2.818
733.0 16.726 16.567
731.8 59.541 58.975
731.3 59.542 58.976
Primal Integral: 0.0085338651
