12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: RC101
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1781.780
BKS: 1619.8
Optimal: 1
Fri 14 Jan 2022 09:44:31 PM CST
timestamp: 1642167871
Solution value, local machine time, standardized time
1779.0 0.007 0.007
1775.8 0.007 0.007
1772.4 0.007 0.007
1769.6 0.008 0.008
1767.8 0.008 0.008
1751.1 0.008 0.008
1741.5 0.008 0.008
1737.7 0.008 0.008
1737.0 0.008 0.008
1730.2 0.008 0.008
1726.9 0.009 0.009
1719.1 0.009 0.009
1716.4 0.009 0.009
1709.2 0.009 0.009
1706.8 0.011 0.011
1698.5 0.011 0.011
1698.1 0.011 0.011
1697.6 0.012 0.012
1691.2 0.014 0.014
1690.4 0.015 0.015
1686.1 0.018 0.018
1685.0 0.018 0.018
1678.6 0.028 0.028
1678.2 0.040 0.040
1678.1 0.047 0.047
1673.8 0.090 0.089
1673.3 0.092 0.091
1669.7 0.092 0.091
1669.3 0.092 0.091
1667.4 0.093 0.092
1666.9 0.093 0.092
1664.9 0.094 0.093
1664.6 0.097 0.096
1663.5 0.133 0.132
1661.4 0.153 0.152
1660.9 0.153 0.152
1659.9 0.397 0.393
1659.4 0.398 0.394
1656.7 0.417 0.413
1655.5 0.417 0.413
1655.0 0.419 0.415
1651.7 0.483 0.478
1651.2 0.483 0.478
1649.0 0.772 0.765
1648.5 0.833 0.825
1647.6 0.833 0.825
1645.8 0.833 0.825
1644.9 0.836 0.828
1639.1 0.836 0.828
1636.9 0.856 0.848
1634.6 0.856 0.848
1634.2 0.856 0.848
1633.8 51.661 51.170
1633.3 51.662 51.171
1631.3 52.388 51.890
1630.6 917.501 908.785
1629.7 917.502 908.786
1624.8 917.509 908.793
1623.9 917.510 908.794
1623.5 917.511 908.795
1621.8 918.432 909.707
1619.8 918.433 909.708
Primal Integral: 0.3644299111
