12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: RC1_2_9
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 3380.630
BKS: 3073.3
Optimal: 0
Fri 14 Jan 2022 09:49:16 PM CST
timestamp: 1642168156
Solution value, local machine time, standardized time
3370.3 0.080 0.079
3370.2 0.080 0.079
3368.4 0.080 0.079
3368.1 0.081 0.080
3361.7 0.084 0.083
3349.2 0.084 0.083
3332.9 0.085 0.084
3330.1 0.106 0.105
3329.8 0.123 0.122
3328.5 0.123 0.122
3328.1 0.124 0.123
3309.5 0.134 0.133
3308.2 0.134 0.133
3290.9 0.135 0.134
3279.4 0.136 0.135
3279.2 0.136 0.135
3270.7 0.136 0.135
3269.3 0.136 0.135
3268.9 0.136 0.135
3268.7 0.136 0.135
3267.2 0.137 0.136
3266.9 0.137 0.136
3266.7 0.150 0.149
3263.6 0.150 0.149
3262.6 0.164 0.162
3261.8 0.165 0.163
3259.4 0.165 0.163
3257.9 0.166 0.164
3256.2 0.166 0.164
3255.6 0.296 0.293
3248.5 0.297 0.294
3244.0 0.298 0.295
3242.4 0.299 0.296
3240.4 0.300 0.297
3235.1 0.304 0.301
3233.4 0.305 0.302
3219.3 0.305 0.302
3218.3 0.318 0.315
3217.6 0.378 0.374
3217.2 0.379 0.375
3216.4 0.379 0.375
3216.0 0.379 0.375
3215.9 0.379 0.375
3214.4 0.380 0.376
3212.0 0.380 0.376
3211.9 0.380 0.376
3211.0 0.434 0.430
3208.7 0.436 0.432
3206.2 0.441 0.437
3205.7 0.442 0.438
3203.8 0.443 0.439
3202.8 0.444 0.440
3199.5 0.445 0.441
3199.1 0.446 0.442
3186.7 0.696 0.689
3186.3 0.697 0.690
3182.3 0.697 0.690
3179.4 0.698 0.691
3177.8 0.699 0.692
3173.1 0.793 0.785
3170.1 0.809 0.801
3167.9 0.811 0.803
3165.9 0.815 0.807
3165.2 0.815 0.807
3164.0 0.816 0.808
3163.4 1.198 1.187
3163.2 1.198 1.187
3163.1 1.199 1.188
3162.6 1.199 1.188
3161.9 1.199 1.188
3161.6 1.200 1.189
3161.4 1.202 1.191
3158.0 1.202 1.191
3157.8 1.281 1.269
3157.5 1.281 1.269
3156.6 1.283 1.271
3156.3 1.283 1.271
3155.8 1.371 1.358
3151.9 1.421 1.408
3151.5 1.422 1.408
3148.8 1.422 1.408
3148.4 1.438 1.424
3144.8 1.440 1.426
3143.6 1.440 1.426
3143.2 1.441 1.427
3142.6 1.441 1.427
3142.1 1.441 1.427
3137.2 1.441 1.427
3136.4 1.442 1.428
3136.0 1.442 1.428
3135.6 1.443 1.429
3135.1 1.443 1.429
3133.3 1.444 1.430
3131.6 1.444 1.430
3131.5 1.663 1.647
3130.4 1.731 1.715
3129.3 1.976 1.957
3127.9 1.977 1.958
3123.1 1.977 1.958
3121.5 2.008 1.989
3121.0 2.008 1.989
3120.7 2.020 2.001
3120.5 2.023 2.004
3120.4 2.024 2.005
3119.7 3.734 3.699
3119.0 3.735 3.700
3117.3 3.864 3.827
3115.9 3.954 3.916
3115.6 3.967 3.929
3113.6 3.968 3.930
3113.0 4.136 4.097
3112.7 4.336 4.295
3112.5 4.336 4.295
3112.4 4.336 4.295
3109.3 4.337 4.296
3109.2 4.338 4.297
3108.9 4.401 4.359
3108.6 33.629 33.310
3108.4 33.811 33.490
3108.1 33.811 33.490
3107.2 33.811 33.490
3106.3 34.166 33.841
3106.1 34.307 33.981
3105.8 34.827 34.496
3105.1 34.828 34.497
3103.4 34.828 34.497
3102.3 34.995 34.663
3102.2 35.239 34.904
3101.7 35.252 34.917
3100.9 35.415 35.079
3099.7 35.807 35.467
3099.2 35.938 35.597
3098.6 35.944 35.603
3098.1 36.060 35.717
3097.8 36.392 36.046
3096.6 36.516 36.169
3096.4 37.286 36.932
3096.0 37.434 37.078
3095.7 39.869 39.490
3094.5 39.870 39.491
3093.8 40.289 39.906
3093.6 40.402 40.018
3091.9 40.651 40.265
3091.7 41.130 40.739
3091.6 41.155 40.764
3091.3 41.998 41.599
3089.9 41.998 41.599
3088.3 42.748 42.342
3087.8 42.774 42.368
3087.6 42.774 42.368
3086.3 42.841 42.434
3085.7 42.841 42.434
3085.5 42.841 42.434
3085.3 59.436 58.871
3085.2 67.549 66.907
3085.1 67.550 66.908
3084.4 67.559 66.917
3084.1 71.132 70.456
3083.9 75.442 74.725
3083.3 109.797 108.754
3080.0 156.029 154.547
3075.9 161.552 160.017
3075.4 162.026 160.487
3074.8 164.979 163.412
Primal Integral: 0.0953196486
