12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R111
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1153.570
BKS: 1048.7
Optimal: 1
Fri 14 Jan 2022 09:44:18 PM CST
timestamp: 1642167858
Solution value, local machine time, standardized time
1152.1 0.010 0.010
1143.5 0.010 0.010
1141.3 0.010 0.010
1140.6 0.010 0.010
1139.1 0.010 0.010
1139.0 0.010 0.010
1138.7 0.010 0.010
1137.5 0.011 0.011
1136.3 0.011 0.011
1134.5 0.011 0.011
1134.4 0.013 0.013
1134.2 0.015 0.015
1134.0 0.029 0.029
1128.7 0.029 0.029
1128.0 0.029 0.029
1124.4 0.029 0.029
1123.7 0.029 0.029
1123.3 0.033 0.033
1122.9 0.033 0.033
1119.9 0.033 0.033
1117.9 0.033 0.033
1116.4 0.033 0.033
1112.7 0.035 0.035
1112.6 0.035 0.035
1105.1 0.039 0.039
1104.6 0.039 0.039
1103.8 0.039 0.039
1096.6 0.046 0.046
1095.8 0.046 0.046
1095.5 0.047 0.047
1090.6 0.047 0.047
1090.3 0.047 0.047
1088.5 0.053 0.052
1087.7 0.064 0.063
1081.9 0.069 0.068
1079.5 0.172 0.170
1078.3 0.183 0.181
1076.4 0.183 0.181
1075.6 0.184 0.182
1074.8 0.184 0.182
1074.0 0.184 0.182
1071.9 0.185 0.183
1071.5 0.185 0.183
1071.4 0.186 0.184
1067.8 0.186 0.184
1067.2 0.201 0.199
1066.3 0.208 0.206
1064.9 0.231 0.229
1063.0 0.258 0.256
1062.9 0.358 0.355
1061.7 0.365 0.362
1058.3 0.366 0.363
1051.9 0.366 0.363
1051.2 0.376 0.372
1050.7 0.646 0.640
1050.5 6.193 6.134
1048.7 9.353 9.264
Primal Integral: 0.0015125287
