12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R110
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1174.800
BKS: 1068.0
Optimal: 1
Fri 14 Jan 2022 09:44:17 PM CST
timestamp: 1642167857
Solution value, local machine time, standardized time
1167.2 0.012 0.012
1166.8 0.012 0.012
1164.7 0.012 0.012
1164.3 0.012 0.012
1157.9 0.020 0.020
1154.1 0.026 0.026
1153.9 0.027 0.027
1152.8 0.027 0.027
1149.3 0.030 0.030
1148.1 0.040 0.040
1146.6 0.040 0.040
1146.3 0.040 0.040
1145.8 0.047 0.047
1144.2 0.047 0.047
1143.8 0.047 0.047
1142.4 0.049 0.049
1142.1 0.049 0.049
1140.1 0.050 0.050
1139.7 0.050 0.050
1137.2 0.050 0.050
1133.6 0.069 0.068
1132.7 0.075 0.074
1128.5 0.075 0.074
1126.8 0.075 0.074
1118.8 0.101 0.100
1117.8 0.108 0.107
1116.9 0.108 0.107
1116.8 0.126 0.125
1115.0 0.136 0.135
1114.1 0.136 0.135
1113.7 0.137 0.136
1112.5 0.137 0.136
1112.3 0.137 0.136
1111.2 0.137 0.136
1110.7 0.137 0.136
1108.4 0.141 0.140
1107.0 0.142 0.141
1106.3 0.142 0.141
1106.1 0.142 0.141
1105.4 0.142 0.141
1103.7 0.143 0.142
1103.4 0.154 0.153
1099.5 0.187 0.185
1097.8 0.196 0.194
1093.1 0.196 0.194
1088.4 0.201 0.199
1088.3 0.230 0.228
1088.1 0.595 0.589
1087.8 0.595 0.589
1086.5 0.618 0.612
1084.5 0.618 0.612
1083.6 0.619 0.613
1083.4 2.180 2.159
1081.1 2.966 2.938
1080.7 3.029 3.000
1078.9 3.030 3.001
1078.5 6.829 6.764
1075.1 12.706 12.585
1073.6 21.418 21.215
1069.5 21.531 21.326
1068.0 21.532 21.327
Primal Integral: 0.0114962495
