12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R203
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 957.880
BKS: 870.8
Optimal: 1
Fri 14 Jan 2022 09:44:22 PM CST
timestamp: 1642167862
Solution value, local machine time, standardized time
956.7 0.008 0.008
956.3 0.008 0.008
955.9 0.008 0.008
954.3 0.008 0.008
952.1 0.008 0.008
948.1 0.008 0.008
947.1 0.008 0.008
944.3 0.009 0.009
942.4 0.011 0.011
936.0 0.013 0.013
929.9 0.013 0.013
928.1 0.014 0.014
927.0 0.014 0.014
924.0 0.014 0.014
913.5 0.014 0.014
912.6 0.015 0.015
912.2 0.015 0.015
910.0 0.016 0.016
908.4 0.035 0.035
907.0 0.035 0.035
906.9 0.036 0.036
903.1 0.038 0.038
901.8 0.038 0.038
900.8 0.038 0.038
898.4 0.068 0.067
897.2 0.068 0.067
896.3 0.515 0.510
895.0 0.547 0.542
894.5 0.550 0.545
894.0 0.551 0.546
893.7 0.616 0.610
893.3 1.478 1.464
890.9 3.402 3.370
890.6 3.402 3.370
886.3 3.402 3.370
886.2 3.404 3.372
886.0 3.492 3.459
885.4 3.494 3.461
885.1 3.535 3.501
884.7 3.576 3.542
883.4 3.576 3.542
882.4 3.614 3.580
881.8 3.614 3.580
881.7 3.649 3.614
881.5 3.654 3.619
881.0 3.673 3.638
880.6 3.708 3.673
880.3 3.710 3.675
880.0 3.710 3.675
879.6 3.713 3.678
879.0 3.818 3.782
878.3 4.449 4.407
877.4 5.970 5.913
877.3 5.974 5.917
876.3 5.974 5.917
875.9 5.975 5.918
875.8 6.096 6.038
874.0 25.777 25.532
873.1 27.049 26.792
871.3 27.288 27.029
871.2 27.288 27.029
870.8 27.323 27.063
Primal Integral: 0.0129886656
