12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R102
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1613.260
BKS: 1466.6
Optimal: 1
Fri 14 Jan 2022 09:44:09 PM CST
timestamp: 1642167849
Solution value, local machine time, standardized time
1612.5 0.007 0.007
1608.3 0.008 0.008
1607.7 0.008 0.008
1600.8 0.008 0.008
1598.3 0.008 0.008
1597.8 0.008 0.008
1595.6 0.008 0.008
1594.2 0.008 0.008
1592.8 0.009 0.009
1590.0 0.015 0.015
1584.3 0.015 0.015
1575.4 0.015 0.015
1575.3 0.016 0.016
1569.0 0.016 0.016
1567.7 0.016 0.016
1561.0 0.016 0.016
1554.9 0.016 0.016
1551.6 0.016 0.016
1551.1 0.016 0.016
1550.3 0.017 0.017
1548.2 0.017 0.017
1545.1 0.017 0.017
1544.8 0.017 0.017
1544.4 0.017 0.017
1540.0 0.017 0.017
1539.4 0.017 0.017
1538.1 0.018 0.018
1536.7 0.018 0.018
1528.7 0.018 0.018
1527.2 0.018 0.018
1523.3 0.018 0.018
1521.4 0.018 0.018
1520.8 0.019 0.019
1520.4 0.019 0.019
1520.1 0.019 0.019
1507.6 0.022 0.022
1507.5 0.022 0.022
1506.9 0.028 0.028
1505.2 0.028 0.028
1503.0 0.033 0.033
1502.5 0.034 0.034
1502.0 0.034 0.034
1501.4 0.034 0.034
1500.3 0.034 0.034
1499.4 0.034 0.034
1498.4 0.036 0.036
1498.1 0.036 0.036
1497.5 0.036 0.036
1497.0 0.037 0.037
1496.9 0.037 0.037
1491.2 0.038 0.038
1491.1 0.039 0.039
1473.9 0.052 0.052
1472.6 0.063 0.062
1472.3 0.079 0.078
1472.2 0.095 0.094
1471.2 0.095 0.094
1470.7 0.112 0.111
1470.5 0.116 0.115
1469.5 0.147 0.146
1468.5 1.045 1.035
1467.1 1.133 1.122
1466.6 1.291 1.279
Primal Integral: 0.0002568685
