12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R103
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1329.570
BKS: 1208.7
Optimal: 1
Fri 14 Jan 2022 09:44:10 PM CST
timestamp: 1642167850
Solution value, local machine time, standardized time
1329.4 0.008 0.008
1329.0 0.008 0.008
1328.7 0.008 0.008
1328.4 0.008 0.008
1324.5 0.008 0.008
1324.1 0.008 0.008
1323.0 0.009 0.009
1322.3 0.009 0.009
1321.4 0.009 0.009
1321.3 0.009 0.009
1321.0 0.009 0.009
1320.7 0.009 0.009
1320.3 0.009 0.009
1317.6 0.010 0.010
1315.5 0.010 0.010
1312.0 0.010 0.010
1311.8 0.010 0.010
1311.3 0.010 0.010
1306.8 0.016 0.016
1303.7 0.016 0.016
1302.3 0.016 0.016
1300.8 0.017 0.017
1298.9 0.018 0.018
1298.2 0.018 0.018
1296.0 0.018 0.018
1295.9 0.018 0.018
1295.5 0.018 0.018
1295.3 0.018 0.018
1290.5 0.027 0.027
1287.2 0.027 0.027
1285.1 0.027 0.027
1284.4 0.027 0.027
1283.2 0.028 0.028
1282.5 0.029 0.029
1279.4 0.029 0.029
1275.9 0.029 0.029
1270.6 0.029 0.029
1269.5 0.030 0.030
1269.4 0.030 0.030
1268.4 0.030 0.030
1257.0 0.041 0.041
1245.8 0.052 0.052
1243.6 0.055 0.054
1240.1 0.060 0.059
1239.1 0.074 0.073
1235.5 0.074 0.073
1232.1 0.079 0.078
1231.7 0.079 0.078
1231.1 0.083 0.082
1230.4 0.084 0.083
1230.1 0.084 0.083
1227.3 0.085 0.084
1224.8 0.098 0.097
1224.3 0.103 0.102
1224.2 0.103 0.102
1223.7 0.103 0.102
1222.4 0.103 0.102
1221.9 0.104 0.103
1220.9 0.125 0.124
1220.0 0.131 0.130
1216.8 0.142 0.141
1216.7 0.145 0.144
1215.1 0.395 0.391
1214.6 0.832 0.824
1213.8 0.832 0.824
1211.2 10.377 10.278
1210.7 10.378 10.279
1208.7 10.387 10.288
Primal Integral: 0.0027095668
