12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R105
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1490.830
BKS: 1355.3
Optimal: 1
Sun 09 Jan 2022 10:56:52 PM CST
timestamp: 1641740212
Solution value, local machine time, standardized time
1485.8 0.010 0.010
1480.1 0.010 0.010
1478.0 0.010 0.010
1474.7 0.010 0.010
1473.7 0.010 0.010
1473.6 0.010 0.010
1470.9 0.010 0.010
1469.5 0.010 0.010
1468.5 0.012 0.012
1467.4 0.012 0.012
1466.8 0.013 0.013
1466.2 0.014 0.014
1465.8 0.014 0.014
1464.8 0.014 0.014
1460.2 0.014 0.014
1459.0 0.015 0.015
1456.0 0.016 0.016
1453.8 0.031 0.031
1450.8 0.031 0.031
1448.2 0.035 0.035
1445.2 0.035 0.035
1443.7 0.052 0.052
1437.0 0.052 0.052
1436.4 0.054 0.053
1433.4 0.056 0.055
1432.0 0.105 0.104
1431.8 0.105 0.104
1423.8 0.105 0.104
1423.1 0.105 0.104
1421.0 0.105 0.104
1418.6 0.229 0.227
1415.4 0.231 0.229
1414.2 0.232 0.230
1411.2 0.232 0.230
1404.2 0.238 0.236
1396.6 0.251 0.249
1396.2 0.251 0.249
1395.9 0.251 0.249
1392.3 0.251 0.249
1388.1 0.294 0.291
1387.5 0.355 0.352
1386.9 0.428 0.424
1384.4 0.429 0.425
1383.8 0.455 0.451
1375.5 0.513 0.508
1373.6 0.519 0.514
1369.3 0.521 0.516
1368.8 0.530 0.525
1368.2 0.532 0.527
1365.4 0.917 0.908
1362.5 1.205 1.194
1359.4 1.289 1.277
1355.8 8.739 8.656
1355.3 11.819 11.707
Primal Integral: 0.0027678825
