12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R102
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1613.260
BKS: 1466.6
Optimal: 1
Sun 09 Jan 2022 10:56:49 PM CST
timestamp: 1641740209
Solution value, local machine time, standardized time
1608.3 0.010 0.010
1607.3 0.010 0.010
1605.7 0.010 0.010
1602.1 0.010 0.010
1601.0 0.010 0.010
1600.9 0.010 0.010
1599.2 0.011 0.011
1568.1 0.011 0.011
1567.8 0.012 0.012
1567.7 0.013 0.013
1567.6 0.015 0.015
1566.4 0.015 0.015
1566.3 0.015 0.015
1566.0 0.017 0.017
1565.9 0.019 0.019
1562.8 0.025 0.025
1561.7 0.025 0.025
1560.7 0.025 0.025
1559.5 0.026 0.026
1559.0 0.026 0.026
1555.7 0.026 0.026
1555.2 0.026 0.026
1551.9 0.027 0.027
1551.0 0.027 0.027
1550.4 0.027 0.027
1549.8 0.027 0.027
1549.5 0.027 0.027
1549.4 0.028 0.028
1548.4 0.030 0.030
1548.2 0.030 0.030
1548.1 0.030 0.030
1547.7 0.033 0.033
1543.1 0.033 0.033
1537.6 0.033 0.033
1537.2 0.035 0.035
1536.9 0.038 0.038
1527.7 0.142 0.141
1527.5 0.142 0.141
1527.1 0.145 0.144
1526.8 0.146 0.145
1526.0 0.185 0.183
1518.7 0.185 0.183
1514.5 0.185 0.183
1513.8 0.185 0.183
1512.9 0.279 0.276
1511.3 0.279 0.276
1511.0 0.283 0.280
1502.7 0.330 0.327
1502.4 0.336 0.333
1501.7 0.337 0.334
1500.6 0.337 0.334
1500.3 0.337 0.334
1500.1 0.338 0.335
1500.0 0.358 0.355
1499.9 0.358 0.355
1499.8 0.358 0.355
1497.4 0.413 0.409
1497.1 0.430 0.426
1488.3 0.788 0.781
1478.4 0.789 0.782
1474.9 1.790 1.773
1466.6 2.372 2.349
Primal Integral: 0.0019338947
