12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R108
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1025.310
BKS: 932.1
Optimal: 1
Sun 09 Jan 2022 10:56:55 PM CST
timestamp: 1641740215
Solution value, local machine time, standardized time
1024.5 0.028 0.028
1024.2 0.028 0.028
1018.5 0.028 0.028
1014.3 0.028 0.028
1013.2 0.028 0.028
1011.1 0.029 0.029
1010.6 0.029 0.029
1007.8 0.029 0.029
1006.1 0.029 0.029
1004.9 0.029 0.029
1003.0 0.029 0.029
1002.8 0.045 0.045
1002.4 0.045 0.045
1000.4 0.046 0.046
998.8 0.046 0.046
998.5 0.046 0.046
996.4 0.137 0.136
995.9 0.137 0.136
993.9 0.146 0.145
990.5 0.146 0.145
982.4 0.311 0.308
979.8 0.407 0.403
977.3 0.407 0.403
976.4 0.407 0.403
976.2 0.485 0.480
975.3 0.485 0.480
975.2 0.486 0.481
973.6 0.486 0.481
973.2 0.486 0.481
972.7 0.486 0.481
972.3 0.486 0.481
972.0 0.547 0.542
971.4 0.586 0.580
968.9 0.797 0.789
968.5 0.880 0.872
966.0 0.880 0.872
965.9 0.971 0.962
963.6 1.049 1.039
963.4 1.664 1.648
959.0 1.664 1.648
954.2 1.664 1.648
953.8 1.685 1.669
952.6 2.432 2.409
952.5 2.432 2.409
952.1 2.527 2.503
950.4 2.718 2.692
949.5 2.718 2.692
948.3 2.718 2.692
944.8 3.463 3.430
944.7 3.464 3.431
943.2 4.802 4.756
942.7 4.857 4.811
939.6 4.861 4.815
938.8 21.060 20.860
Primal Integral: 0.7247900726
