12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: RC1_6_10
Standardized Time limit: 3600 secs
Local Machine Time Limit: 3635 secs
Base solution: 17240.080
BKS: 15672.8
Optimal: 0
Mon 10 Jan 2022 02:14:48 AM CST
timestamp: 1641752088
Solution value, local machine time, standardized time
17239.2 12.049 11.935
17238.1 12.050 11.936
17236.9 12.050 11.936
17229.3 12.061 11.946
17227.5 12.062 11.947
17225.9 12.063 11.948
17223.1 12.063 11.948
17219.2 12.064 11.949
17212.9 12.065 11.950
17211.3 12.066 11.951
17208.2 12.066 11.951
17197.4 12.067 11.952
17193.9 12.068 11.953
17192.5 12.068 11.953
17187.5 12.069 11.954
17181.3 12.070 11.955
17180.2 13.215 13.089
17179.8 13.216 13.090
17178.7 13.216 13.090
17178.3 13.217 13.091
17176.3 13.218 13.092
17169.9 13.346 13.219
17168.8 13.347 13.220
17157.9 13.390 13.263
17150.1 13.391 13.264
17145.1 13.391 13.264
17140.4 13.392 13.265
17134.1 13.393 13.266
17104.9 13.463 13.335
17104.8 13.464 13.336
17102.7 13.464 13.336
17102.3 13.465 13.337
17101.0 13.466 13.338
17099.3 13.467 13.339
17098.3 13.472 13.344
17097.3 13.473 13.345
17096.8 14.467 14.330
17078.1 14.504 14.366
17075.2 14.505 14.367
17069.4 14.506 14.368
17068.8 14.507 14.369
17065.0 14.508 14.370
17064.6 14.508 14.370
17062.0 14.509 14.371
17060.9 14.510 14.372
17060.8 14.512 14.374
17059.4 14.512 14.374
17057.8 14.519 14.381
17043.0 14.559 14.421
17042.2 14.559 14.421
17037.1 14.560 14.422
17034.6 14.561 14.423
17034.4 14.562 14.424
17033.8 14.562 14.424
17033.3 14.563 14.425
17032.9 14.564 14.426
17018.5 14.643 14.504
17013.8 14.644 14.505
17013.5 14.644 14.505
17012.9 14.645 14.506
17012.2 14.646 14.507
17010.8 14.647 14.508
17009.8 14.648 14.509
17009.4 14.649 14.510
17009.3 14.650 14.511
17006.9 15.298 15.153
17006.8 15.299 15.154
17005.8 15.300 15.155
17005.6 15.301 15.156
16991.4 15.301 15.156
16990.3 15.302 15.157
16988.7 15.303 15.158
16982.4 15.318 15.172
16981.1 15.319 15.173
16980.7 15.320 15.174
16980.6 15.320 15.174
16980.4 15.321 15.175
16979.6 15.611 15.463
16977.6 15.612 15.464
16976.7 15.612 15.464
16976.5 15.640 15.491
16976.3 15.640 15.491
16974.9 15.641 15.492
16974.5 16.667 16.509
16971.6 16.669 16.511
16970.6 16.721 16.562
16970.1 16.722 16.563
16969.9 16.732 16.573
16969.5 16.734 16.575
16968.6 16.735 16.576
16967.4 16.736 16.577
16967.2 16.739 16.580
16964.4 16.924 16.763
16962.4 16.926 16.765
16962.3 16.928 16.767
16957.6 17.482 17.316
16957.0 17.484 17.318
16956.8 17.485 17.319
16946.5 17.490 17.324
16946.0 17.491 17.325
16942.5 17.666 17.498
16936.9 17.745 17.576
16936.0 18.214 18.041
16935.6 18.215 18.042
16934.5 18.216 18.043
16934.1 18.217 18.044
16928.1 18.218 18.045
16926.0 18.218 18.045
16923.5 18.219 18.046
16914.5 18.220 18.047
16914.3 18.221 18.048
16913.4 18.933 18.753
16913.3 18.934 18.754
16910.6 18.935 18.755
16910.2 18.937 18.757
16910.1 18.938 18.758
16909.9 18.938 18.758
16906.2 18.940 18.760
16905.8 18.941 18.761
16903.7 19.010 18.829
16895.6 19.373 19.189
