12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R106
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1358.060
BKS: 1234.6
Optimal: 1
Sun 09 Jan 2022 10:56:53 PM CST
timestamp: 1641740213
Solution value, local machine time, standardized time
1355.9 0.013 0.013
1353.8 0.015 0.015
1349.0 0.016 0.016
1348.7 0.017 0.017
1345.5 0.017 0.017
1338.0 0.017 0.017
1336.9 0.017 0.017
1333.3 0.017 0.017
1333.2 0.017 0.017
1330.4 0.018 0.018
1328.5 0.018 0.018
1328.4 0.019 0.019
1326.1 0.019 0.019
1325.9 0.020 0.020
1325.7 0.020 0.020
1322.5 0.020 0.020
1321.0 0.061 0.060
1320.6 0.061 0.060
1317.5 0.061 0.060
1314.3 0.061 0.060
1314.2 0.062 0.061
1314.1 0.287 0.284
1312.8 0.287 0.284
1312.7 0.288 0.285
1312.6 0.289 0.286
1312.2 0.289 0.286
1311.5 0.289 0.286
1311.3 0.311 0.308
1310.5 0.311 0.308
1310.0 0.311 0.308
1308.5 0.311 0.308
1307.9 0.311 0.308
1307.6 0.311 0.308
1306.5 0.311 0.308
1304.6 0.312 0.309
1304.0 0.312 0.309
1303.9 0.312 0.309
1300.5 0.312 0.309
1294.2 0.312 0.309
1294.1 0.313 0.310
1293.3 0.359 0.356
1276.6 0.366 0.363
1276.1 0.366 0.363
1273.5 0.380 0.376
1272.5 0.472 0.468
1263.7 0.476 0.471
1262.7 0.516 0.511
1261.7 0.554 0.549
1260.9 0.590 0.584
1260.3 0.651 0.645
1258.5 0.684 0.678
1258.4 0.782 0.775
1253.5 0.860 0.852
1253.0 0.860 0.852
1252.9 0.861 0.853
1252.5 0.885 0.877
1246.0 1.627 1.612
1238.5 1.627 1.612
1237.8 1.909 1.891
1235.0 2.464 2.441
1234.6 2.465 2.442
Primal Integral: 0.0026692127
