12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R104
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1068.650
BKS: 971.5
Optimal: 1
Sun 09 Jan 2022 10:56:51 PM CST
timestamp: 1641740211
Solution value, local machine time, standardized time
1065.1 0.021 0.021
1064.8 0.028 0.028
1064.4 0.028 0.028
1062.6 0.028 0.028
1061.9 0.028 0.028
1061.5 0.029 0.029
1058.8 0.029 0.029
1057.0 0.029 0.029
1049.3 0.029 0.029
1047.7 0.045 0.045
1045.4 0.045 0.045
1044.9 0.045 0.045
1043.8 0.046 0.046
1042.6 0.046 0.046
1041.5 0.046 0.046
1041.3 0.046 0.046
1039.4 0.046 0.046
1037.8 0.046 0.046
1037.6 0.046 0.046
1035.1 0.046 0.046
1034.4 0.046 0.046
1034.3 0.046 0.046
1033.8 0.143 0.142
1033.3 0.143 0.142
1033.1 0.144 0.143
1032.8 0.144 0.143
1030.1 0.144 0.143
1029.6 0.144 0.143
1026.5 0.145 0.144
1024.2 0.145 0.144
1022.1 0.295 0.292
1019.7 0.296 0.293
1019.6 0.297 0.294
1017.5 0.297 0.294
1016.2 0.297 0.294
1015.3 0.390 0.386
1014.7 0.390 0.386
1014.5 0.390 0.386
1013.1 0.390 0.386
1010.0 0.391 0.387
1009.5 0.391 0.387
1009.4 0.395 0.391
1003.4 0.406 0.402
1001.8 0.406 0.402
1001.5 0.406 0.402
999.1 0.407 0.403
998.9 0.407 0.403
995.3 0.407 0.403
994.8 0.526 0.521
994.5 0.613 0.607
993.5 0.700 0.693
990.2 0.754 0.747
989.7 1.371 1.358
989.5 2.191 2.170
989.4 2.191 2.170
988.9 2.585 2.560
988.8 2.586 2.561
987.8 4.803 4.757
987.3 5.883 5.827
986.3 5.912 5.856
985.4 5.912 5.856
985.2 5.912 5.856
984.8 5.912 5.856
984.4 5.912 5.856
983.1 5.927 5.871
982.4 6.017 5.960
975.7 6.623 6.560
972.8 6.654 6.591
971.5 6.654 6.591
Primal Integral: 0.0073123320
