12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R202
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1132.560
BKS: 1029.6
Optimal: 1
Sun 09 Jan 2022 10:57:01 PM CST
timestamp: 1641740221
Solution value, local machine time, standardized time
1129.6 0.043 0.043
1125.0 0.043 0.043
1124.8 0.043 0.043
1122.8 0.043 0.043
1121.8 0.043 0.043
1120.7 0.044 0.044
1116.9 0.044 0.044
1097.3 0.044 0.044
1094.9 0.045 0.045
1094.6 0.047 0.047
1092.9 0.138 0.137
1091.3 0.138 0.137
1091.1 0.139 0.138
1090.2 0.139 0.138
1090.1 0.141 0.140
1086.3 0.402 0.398
1085.9 0.403 0.399
1085.2 0.403 0.399
1084.9 0.640 0.634
1084.3 0.640 0.634
1081.6 0.640 0.634
1080.6 0.640 0.634
1078.0 0.640 0.634
1077.0 0.640 0.634
1076.8 0.641 0.635
1076.1 0.641 0.635
1075.9 0.813 0.805
1071.8 0.813 0.805
1067.2 0.813 0.805
1067.0 0.813 0.805
1066.9 0.814 0.806
1065.9 0.814 0.806
1065.4 0.861 0.853
1061.8 1.143 1.132
1060.4 1.152 1.141
1058.8 1.153 1.142
1058.7 1.153 1.142
1058.6 1.153 1.142
1055.9 1.153 1.142
1054.8 1.153 1.142
1050.7 1.153 1.142
1048.5 1.153 1.142
1047.9 1.154 1.143
1047.4 1.154 1.143
1044.0 1.154 1.143
1040.3 1.154 1.143
1039.6 1.154 1.143
1038.8 1.154 1.143
1038.3 1.457 1.443
1037.0 1.459 1.445
1036.0 1.593 1.578
1035.5 1.653 1.637
1035.3 4.750 4.705
1032.2 50.220 49.743
1030.6 50.274 49.796
Primal Integral: 0.1127085373
