12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R107
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1171.060
BKS: 1064.6
Optimal: 1
Sun 09 Jan 2022 10:56:54 PM CST
timestamp: 1641740214
Solution value, local machine time, standardized time
1170.0 0.011 0.011
1167.1 0.011 0.011
1166.9 0.011 0.011
1166.8 0.011 0.011
1161.1 0.012 0.012
1160.7 0.012 0.012
1158.9 0.012 0.012
1157.4 0.012 0.012
1157.2 0.014 0.014
1156.4 0.016 0.016
1156.1 0.016 0.016
1145.2 0.016 0.016
1144.4 0.016 0.016
1141.9 0.046 0.046
1139.1 0.046 0.046
1138.9 0.046 0.046
1138.1 0.046 0.046
1137.1 0.046 0.046
1133.2 0.046 0.046
1133.1 0.047 0.047
1129.1 0.048 0.048
1128.1 0.048 0.048
1127.3 0.048 0.048
1124.1 0.049 0.049
1123.7 0.050 0.050
1120.7 0.053 0.052
1118.5 0.323 0.320
1111.1 0.323 0.320
1106.6 0.332 0.329
1104.2 0.337 0.334
1104.0 0.386 0.382
1102.2 0.430 0.426
1101.4 0.431 0.427
1098.0 0.431 0.427
1094.8 0.431 0.427
1093.3 0.431 0.427
1090.5 0.472 0.468
1089.6 0.477 0.472
1088.8 0.495 0.490
1087.9 0.530 0.525
1087.8 0.530 0.525
1087.5 0.681 0.675
1087.0 0.762 0.755
1086.7 1.045 1.035
1086.4 1.094 1.084
1083.7 1.192 1.181
1081.9 1.633 1.617
1074.9 1.633 1.617
1074.6 1.641 1.625
1074.1 7.251 7.182
1073.7 9.600 9.509
1073.2 19.803 19.615
1066.8 34.350 34.024
1066.6 41.838 41.441
1064.6 45.199 44.770
Primal Integral: 0.0191023003
