12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R210
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 990.550
BKS: 900.5
Optimal: 1
Sun 09 Jan 2022 10:57:09 PM CST
timestamp: 1641740229
Solution value, local machine time, standardized time
990.3 0.074 0.073
990.2 0.075 0.074
989.7 0.075 0.074
986.9 0.075 0.074
986.0 0.075 0.074
985.8 0.076 0.075
984.8 0.088 0.087
984.6 0.088 0.087
984.5 0.088 0.087
983.2 0.105 0.104
982.3 0.109 0.108
978.0 0.109 0.108
977.9 0.109 0.108
976.1 0.110 0.109
975.4 0.110 0.109
974.7 0.110 0.109
973.0 0.233 0.231
972.2 0.233 0.231
972.0 0.234 0.232
970.7 0.234 0.232
969.7 0.235 0.233
969.3 0.423 0.419
964.7 0.423 0.419
964.3 0.424 0.420
961.1 0.424 0.420
960.3 0.424 0.420
954.6 0.424 0.420
950.5 0.424 0.420
947.0 0.425 0.421
946.8 0.425 0.421
943.0 0.425 0.421
938.5 0.425 0.421
934.1 1.188 1.177
926.6 1.188 1.177
926.5 1.654 1.638
923.2 1.654 1.638
922.4 2.124 2.104
922.3 2.827 2.800
921.1 4.524 4.481
920.7 4.565 4.522
920.6 4.753 4.708
918.8 4.754 4.709
918.6 5.515 5.463
918.1 5.708 5.654
917.8 5.708 5.654
917.2 5.708 5.654
917.0 7.618 7.546
916.3 8.681 8.599
912.9 9.372 9.283
908.9 9.682 9.590
907.9 9.763 9.670
907.5 12.355 12.238
906.1 12.358 12.241
904.8 12.388 12.270
904.6 17.509 17.343
904.2 18.637 18.460
Primal Integral: 0.4231246375
