12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: C2_8_10
Standardized Time limit: 3600 secs
Local Machine Time Limit: 3635 secs
Base solution: 12040.600
BKS: 10946.0
Optimal: 0
Sun 06 Feb 2022 12:05:06 PM CST
timestamp: 1644120306
Solution value, local machine time, standardized time
12020.1 2.770 2.744
12019.6 2.805 2.778
12015.6 2.916 2.888
12012.4 2.917 2.889
12006.0 2.972 2.944
12004.2 2.974 2.946
12004.1 3.004 2.975
12003.8 3.006 2.977
11997.3 3.065 3.036
11997.0 3.089 3.060
11996.9 3.106 3.076
11996.4 3.109 3.079
11993.4 3.176 3.146
11954.6 3.191 3.161
11901.9 3.192 3.162
11890.7 3.199 3.169
11881.3 3.221 3.190
11869.0 3.222 3.191
11866.2 3.227 3.196
11857.5 3.229 3.198
11856.6 3.256 3.225
11856.0 3.309 3.278
11852.1 3.387 3.355
11850.6 3.390 3.358
11848.8 3.403 3.371
11844.4 3.405 3.373
11842.9 3.550 3.516
11837.2 3.551 3.517
11835.6 3.566 3.532
11832.7 3.738 3.702
11832.6 3.740 3.704
11803.1 3.885 3.848
11784.3 3.886 3.849
11778.6 3.888 3.851
11778.5 3.889 3.852
11776.6 3.890 3.853
11775.1 3.891 3.854
11771.4 3.905 3.868
11770.5 3.906 3.869
11767.1 3.941 3.904
11762.8 3.942 3.905
11758.1 3.973 3.935
11757.7 3.976 3.938
11757.6 3.991 3.953
11754.6 3.993 3.955
11752.6 4.031 3.993
11750.6 4.032 3.994
11744.7 4.098 4.059
11742.7 4.103 4.064
11729.9 4.104 4.065
11728.6 4.117 4.078
11721.8 4.119 4.080
11720.0 4.157 4.118
11717.4 4.187 4.147
11716.7 4.188 4.148
11711.3 4.295 4.254
11701.5 4.296 4.255
11694.6 4.330 4.289
11690.2 4.332 4.291
11683.7 4.335 4.294
11679.3 4.336 4.295
11642.9 4.377 4.335
11642.0 4.378 4.336
11641.2 4.496 4.453
11640.6 4.500 4.457
11637.6 4.554 4.511
11633.7 4.556 4.513
11630.9 4.558 4.515
11628.2 4.560 4.517
11626.7 4.594 4.550
11624.8 4.611 4.567
11624.3 4.663 4.619
11616.7 5.206 5.157
11589.5 5.209 5.160
11587.0 6.036 5.979
11583.1 6.043 5.986
11576.6 6.081 6.023
11576.5 6.260 6.201
11574.2 6.365 6.305
11572.5 6.367 6.307
11568.9 6.388 6.327
11568.5 6.399 6.338
11566.1 6.443 6.382
11566.0 6.453 6.392
11565.1 7.261 7.192
11564.5 7.466 7.395
11562.7 7.548 7.476
11557.3 7.560 7.488
11554.3 7.668 7.595
11554.1 7.670 7.597
11552.3 7.798 7.724
11552.2 7.800 7.726
11550.6 8.082 8.005
11547.6 8.118 8.041
11546.2 8.296 8.217
11545.3 8.671 8.589
11545.1 8.713 8.630
11544.6 8.732 8.649
11540.9 8.907 8.822
11540.5 8.908 8.823
11539.2 9.108 9.021
11539.1 9.407 9.318
11538.4 9.409 9.320
11538.3 9.630 9.539
11535.4 9.632 9.540
11532.6 9.764 9.671
11528.4 9.765 9.672
11528.2 10.340 10.242
11527.5 10.341 10.243
11520.4 21.417 21.214
11518.4 21.418 21.215
11516.6 21.426 21.222
11514.9 21.429 21.225
11507.9 21.430 21.226
11506.8 21.432 21.228
11503.1 21.469 21.265
11497.3 21.597 21.392
11496.7 21.599 21.394
11493.6 21.629 21.424
11493.0 21.715 21.509
11487.9 21.997 21.788
11487.7 22.000 21.791
11484.3 22.077 21.867
11460.9 22.079 21.869
11459.4 22.220 22.009
11451.6 22.417 22.204
11451.5 22.420 22.207
11451.1 22.876 22.659
11449.5 23.101 22.882
11448.9 23.121 22.901
11448.2 23.244 23.023
11446.6 23.247 23.026
11446.2 23.417 23.195
11444.2 23.459 23.236
11442.6 23.740 23.514
11440.9 24.286 24.055
11434.2 24.289 24.058
11433.5 24.454 24.222
11432.6 24.492 24.259
11431.7 25.040 24.802
11431.5 25.436 25.194
11428.8 25.439 25.197
11427.5 25.610 25.367
11426.6 25.613 25.370
11425.6 25.824 25.579
11424.0 25.826 25.581
11422.5 25.967 25.720
11422.3 79.904 79.145
11415.8 79.907 79.148
11415.6 79.909 79.150
11411.9 80.234 79.472
11408.5 80.236 79.474
11408.2 80.754 79.987
11406.5 80.755 79.988
11402.8 80.772 80.005
11397.3 80.773 80.006
11387.5 80.934 80.165
11384.0 80.940 80.171
11382.1 81.151 80.380
11379.8 81.680 80.904
11378.7 81.688 80.912
11369.9 82.156 81.376
11368.6 82.185 81.404
11368.5 82.200 81.419
11365.6 82.489 81.705
11364.5 82.493 81.709
11363.4 82.495 81.711
11360.6 82.580 81.795
11359.9 82.751 81.965
11357.9 82.756 81.970
11353.1 83.082 82.293
11349.1 83.115 82.325
11348.4 83.524 82.731
11348.1 83.562 82.768
11346.2 83.563 82.769
11344.9 83.564 82.770
11342.5 83.627 82.833
11341.8 84.255 83.455
11341.5 84.976 84.169
11340.1 84.980 84.173
11338.9 86.492 85.670
11335.9 87.616 86.784
11335.4 88.052 87.216
11333.7 88.620 87.778
11333.6 88.622 87.780
11331.6 88.748 87.905
11330.2 88.751 87.908
11329.2 89.093 88.247
11325.2 89.126 88.279
11322.9 89.129 88.282
11319.0 89.444 88.594
11316.4 89.802 88.949
11315.6 89.805 88.952
11314.7 90.105 89.249
11312.0 92.676 91.796
11311.6 93.824 92.933
11310.5 94.104 93.210
11301.1 94.111 93.217
11299.1 94.114 93.220
11298.7 95.509 94.602
11295.7 96.290 95.375
11294.8 96.975 96.054
11294.7 98.767 97.829
11293.2 99.258 98.315
11292.3 105.052 104.054
11291.1 105.083 104.085
11288.9 105.157 104.158
11285.7 136.406 135.110
11284.8 136.410 135.114
11283.7 136.422 135.126
11283.3 136.424 135.128
11282.8 136.426 135.130
11280.4 136.428 135.132
11280.1 137.185 135.882
11278.6 137.187 135.884
11277.9 137.201 135.898
11277.4 137.225 135.921
11277.3 137.499 136.193
11275.4 137.501 136.195
11274.6 137.510 136.204
11272.4 137.514 136.208
11271.6 137.529 136.222
11271.5 138.054 136.742
11270.4 138.200 136.887
11269.2 138.305 136.991
11268.4 138.310 136.996
11267.1 138.406 137.091
11264.3 138.752 137.434
11262.1 138.754 137.436
11261.5 138.904 137.584
11261.1 138.908 137.588
11260.9 138.909 137.589
11259.9 138.940 137.620
11259.0 139.187 137.865
11258.8 139.712 138.385
11258.5 139.719 138.392
11258.3 139.940 138.611
11257.9 139.951 138.621
11257.3 140.822 139.484
11257.1 140.910 139.571
11253.8 141.666 140.320
11252.4 142.810 141.453
11251.4 142.812 141.455
11249.4 150.619 149.188
11248.8 150.954 149.520
11248.0 151.420 149.982
11246.6 151.839 150.397
11245.8 153.610 152.151
11245.2 153.612 152.153
11244.2 153.635 152.175
11243.6 166.357 164.777
11239.7 172.591 170.951
11239.1 172.695 171.054
11237.7 207.596 205.624
11227.1 207.631 205.659
11225.8 207.880 205.905
11225.1 207.887 205.912
11223.8 207.954 205.978
11222.8 208.138 206.161
11219.9 208.144 206.167
11219.6 208.773 206.790
11219.5 208.850 206.866
11218.3 209.112 207.125
11214.5 209.248 207.260
11214.2 209.454 207.464
11212.8 209.623 207.632
11212.6 220.634 218.538
11210.7 220.637 218.541
11209.5 220.773 218.676
11208.3 220.804 218.706
11207.4 220.808 218.710
11207.3 225.429 223.287
11207.2 225.723 223.579
11207.0 225.733 223.589
11206.3 225.800 223.655
11206.2 225.848 223.702
11205.6 225.900 223.754
11204.5 225.985 223.838
11203.4 225.988 223.841
11202.3 226.882 224.727
11201.4 228.652 226.480
11201.0 231.478 229.279
11195.5 231.552 229.352
11195.0 231.559 229.359
11194.3 231.659 229.458
11193.7 266.572 264.040
11193.4 279.146 276.494
11193.0 304.351 301.460
11178.1 304.648 301.754
11170.2 304.649 301.755
11163.1 305.107 302.208
11162.3 305.131 302.232
11150.6 305.132 302.233
11149.3 305.218 302.318
11148.9 305.219 302.319
11148.5 305.516 302.614
11137.3 305.516 302.614
11136.8 305.806 302.901
11133.6 305.839 302.934
11108.7 305.933 303.027
11108.1 306.041 303.134
11107.2 306.045 303.138
11106.0 306.142 303.234
11105.1 306.147 303.239
11102.2 306.189 303.280
11093.7 306.192 303.283
11089.9 306.194 303.285
11087.0 306.244 303.335
11085.3 306.268 303.358
11083.6 306.753 303.839
11083.0 306.999 304.083
11076.4 307.029 304.112
11074.9 307.215 304.296
11074.3 307.597 304.675
11071.5 316.669 313.661
11070.5 317.287 314.273
11062.4 333.958 330.785
11049.1 333.960 330.787
11048.9 334.560 331.382
11048.1 339.651 336.424
11045.6 349.341 346.022
11045.0 349.704 346.382
11044.2 350.270 346.942
11043.0 350.592 347.261
11042.8 350.911 347.577
11036.4 350.914 347.580
11034.5 351.584 348.244
11033.8 353.782 350.421
11032.1 356.857 353.467
11031.4 365.091 361.623
11030.8 365.093 361.625
11030.2 366.195 362.716
11030.0 392.085 388.360
11029.3 392.088 388.363
11015.0 444.134 439.915
11005.1 444.135 439.916
11004.5 444.169 439.949
11001.7 444.230 440.010
10999.6 444.231 440.011
10998.7 444.244 440.024
10998.1 444.311 440.090
10998.0 445.385 441.154
10997.5 445.392 441.161
10996.1 446.009 441.772
10995.6 461.429 457.045
10993.5 461.431 457.047
10991.1 463.996 459.588
10990.0 464.618 460.204
10986.2 469.020 464.564
10984.0 469.022 464.566
10979.5 469.089 464.633
10979.2 469.148 464.691
10978.1 613.368 607.541
10974.3 613.369 607.542
10973.7 627.423 621.462
10973.5 627.596 621.634
10972.9 650.959 644.775
10972.3 705.091 698.393
10970.3 1101.510 1091.046
10969.0 1238.635 1226.868
10968.6 1252.398 1240.500
10968.0 1252.627 1240.727
10967.9 1252.862 1240.960
10967.8 1276.435 1264.309
10967.0 1276.491 1264.364
10963.4 1295.948 1283.636
10963.3 1296.118 1283.805
10963.2 1296.181 1283.867
10961.8 1296.184 1283.870
10961.0 1296.551 1284.234
10959.3 1296.572 1284.255
10958.8 1296.578 1284.261
10958.3 1296.761 1284.442
10957.8 1296.795 1284.475
10957.3 1296.797 1284.477
10956.7 1296.905 1284.584
10956.6 1424.463 1410.931
10956.2 1762.611 1745.866
Primal Integral: 0.4259128482
