12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R112
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1043.790
BKS: 948.9
Optimal: 1
Sun 06 Feb 2022 05:45:53 PM CST
timestamp: 1644140753
Solution value, local machine time, standardized time
1042.4 0.036 0.036
1037.1 0.037 0.037
1036.8 0.040 0.040
1032.5 0.041 0.041
1031.3 0.042 0.042
1031.2 0.044 0.044
1031.0 0.048 0.048
1025.3 0.049 0.049
1016.9 0.050 0.050
1009.9 0.052 0.052
1009.3 0.054 0.053
1007.5 0.055 0.054
1006.6 0.059 0.058
1005.7 0.060 0.059
1005.4 0.063 0.062
1004.9 0.064 0.063
1003.6 0.066 0.065
1001.9 0.068 0.067
995.5 0.069 0.068
995.3 0.071 0.070
994.6 0.083 0.082
988.1 0.085 0.084
985.8 0.086 0.085
984.0 0.087 0.086
978.4 0.089 0.088
976.1 0.090 0.089
973.8 0.115 0.114
972.5 0.127 0.126
972.3 0.129 0.128
972.2 0.135 0.134
970.9 0.281 0.278
970.8 0.364 0.361
970.1 0.514 0.509
968.7 1.471 1.457
968.2 1.727 1.711
967.5 1.728 1.712
964.2 8.118 8.041
963.9 9.409 9.320
963.5 9.410 9.321
963.3 9.813 9.720
962.5 10.057 9.961
962.4 10.906 10.802
961.8 11.536 11.426
961.3 12.178 12.062
961.0 19.238 19.055
959.5 44.022 43.604
959.3 46.044 45.607
958.0 114.933 113.841
957.4 117.910 116.790
957.2 120.914 119.765
956.8 120.915 119.766
956.0 121.139 119.988
954.8 121.141 119.990
953.2 122.119 120.959
952.3 123.061 121.892
950.9 128.757 127.534
948.6 131.297 130.050
Primal Integral: 0.0537140045
