12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: RC1_6_3
Standardized Time limit: 3600 secs
Local Machine Time Limit: 3635 secs
Base solution: 16755.310
BKS: 15232.1
Optimal: 0
Sat 12 Feb 2022 02:52:53 AM CST
timestamp: 1644605573
Solution value, local machine time, standardized time
16752.5 0.450 0.446
16749.3 0.458 0.454
16747.9 0.468 0.464
16747.5 0.484 0.479
16746.5 0.485 0.480
16736.9 0.514 0.509
16736.5 0.525 0.520
16736.0 0.528 0.523
16722.2 0.531 0.526
16658.1 0.544 0.539
16646.7 0.545 0.540
16610.7 0.547 0.542
16602.6 0.551 0.546
16599.8 0.554 0.549
16599.4 0.558 0.553
16599.2 0.571 0.566
16583.6 0.580 0.574
16582.4 0.582 0.576
16580.6 0.602 0.596
16567.9 0.616 0.610
16567.8 0.617 0.611
16565.1 0.624 0.618
16562.7 0.646 0.640
16542.1 0.647 0.641
16539.6 0.709 0.702
16538.5 0.720 0.713
16537.4 0.729 0.722
16534.7 0.744 0.737
16533.5 0.747 0.740
16530.5 0.754 0.747
16526.4 0.760 0.753
16526.0 0.762 0.755
16525.6 0.767 0.760
16524.1 0.768 0.761
16524.0 0.770 0.763
16523.9 0.771 0.764
16521.3 0.772 0.765
16521.2 0.785 0.778
16520.7 0.786 0.779
16517.9 0.799 0.791
16510.0 0.821 0.813
16507.0 0.825 0.817
16506.2 0.840 0.832
16503.0 0.844 0.836
16501.4 0.849 0.841
16501.0 0.851 0.843
16500.6 0.852 0.844
16496.4 0.854 0.846
16493.9 0.872 0.864
16480.7 0.873 0.865
16480.6 0.874 0.866
16469.9 0.878 0.870
16468.3 0.880 0.872
16468.1 0.882 0.874
16467.6 0.894 0.886
16466.1 0.900 0.891
16458.7 0.902 0.893
16457.6 0.918 0.909
16456.8 0.955 0.946
16454.8 0.957 0.948
16450.0 0.962 0.953
16449.9 0.963 0.954
16447.3 0.978 0.969
16446.2 1.011 1.001
16395.5 1.035 1.025
16389.6 1.069 1.059
16387.5 1.199 1.188
16381.1 1.224 1.212
16372.1 1.325 1.312
16370.9 1.328 1.315
16369.6 1.329 1.316
16368.4 1.346 1.333
16368.3 1.395 1.382
16366.7 1.456 1.442
16330.6 1.457 1.443
16330.3 1.498 1.484
16326.6 1.526 1.512
16326.0 1.596 1.581
16317.9 1.619 1.604
16313.8 1.655 1.639
16313.5 1.688 1.672
16313.3 1.940 1.922
16307.7 2.182 2.161
16306.1 2.261 2.240
16305.3 2.334 2.312
16304.3 2.448 2.425
16303.5 2.449 2.426
16302.9 2.460 2.437
16302.3 2.476 2.452
16301.8 2.477 2.453
16301.7 2.666 2.641
16301.5 3.057 3.028
16299.9 3.123 3.093
16298.4 3.178 3.148
16296.2 3.190 3.160
16295.7 3.223 3.192
16294.1 3.265 3.234
16292.1 3.269 3.238
16292.0 3.270 3.239
16290.4 3.290 3.259
16278.6 3.326 3.294
16278.2 3.360 3.328
16277.6 3.497 3.464
16275.6 3.867 3.830
16274.5 3.963 3.925
16274.4 4.072 4.033
16273.4 4.106 4.067
16273.1 4.108 4.069
16271.7 4.119 4.080
16261.4 4.176 4.136
16259.9 4.197 4.157
16258.6 4.226 4.186
16243.9 4.258 4.218
16243.4 4.259 4.219
16242.7 4.313 4.272
16238.5 4.339 4.298
16238.1 4.362 4.321
16237.8 4.394 4.352
16232.4 4.438 4.396
16232.3 4.445 4.403
16229.9 4.457 4.415
16229.5 4.522 4.479
16228.8 4.587 4.543
16226.9 4.614 4.570
16222.6 5.568 5.515
16220.5 5.657 5.603
16220.3 5.847 5.791
16219.8 5.849 5.793
16217.7 5.872 5.816
16217.6 5.973 5.916
16211.0 6.186 6.127
