12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R1_6_5
Standardized Time limit: 3600 secs
Local Machine Time Limit: 3635 secs
Base solution: 21236.270
BKS: 19305.7
Optimal: 0
Sat 12 Feb 2022 03:48:09 AM CST
timestamp: 1644608889
Solution value, local machine time, standardized time
21232.1 0.273 0.270
21213.6 0.276 0.273
21212.5 0.277 0.274
21206.4 0.280 0.277
21204.0 0.285 0.282
21187.1 0.286 0.283
21156.0 0.292 0.289
21106.0 0.293 0.290
21072.8 0.306 0.303
21039.0 0.310 0.307
21034.3 0.325 0.322
21003.2 0.329 0.326
20951.0 0.330 0.327
20939.6 0.331 0.328
20935.1 0.333 0.330
20932.6 0.338 0.335
20932.3 0.343 0.340
20931.2 0.354 0.351
20928.8 0.355 0.352
20926.3 0.367 0.364
20901.5 0.369 0.365
20867.6 0.370 0.366
20865.0 0.374 0.370
20861.8 0.375 0.371
20840.9 0.376 0.372
20824.2 0.382 0.378
20816.8 0.390 0.386
20798.7 0.423 0.419
20758.9 0.429 0.425
20717.9 0.430 0.426
20713.7 0.441 0.437
20709.0 0.445 0.441
20708.1 0.447 0.443
20708.0 0.451 0.447
20682.1 0.461 0.457
20681.8 0.462 0.458
20652.7 0.468 0.464
20633.1 0.470 0.466
20622.0 0.493 0.488
20566.5 0.494 0.489
20562.3 0.498 0.493
20544.3 0.511 0.506
20544.0 0.518 0.513
20543.8 0.519 0.514
20538.7 0.526 0.521
20526.6 0.530 0.525
20519.1 0.531 0.526
20511.6 0.548 0.543
20496.6 0.549 0.544
20495.8 0.555 0.550
20487.7 0.574 0.569
20483.7 0.580 0.574
20480.7 0.586 0.580
20456.4 0.628 0.622
20444.5 0.654 0.648
20426.9 0.655 0.649
20413.8 0.656 0.650
20413.6 0.799 0.791
20398.7 0.803 0.795
20393.4 0.808 0.800
20392.7 0.879 0.871
20372.0 0.897 0.888
20327.7 0.952 0.943
20303.9 1.069 1.059
20302.3 1.103 1.093
20289.1 1.115 1.104
20288.0 1.171 1.160
20287.6 1.262 1.250
20268.3 1.293 1.281
20265.3 1.346 1.333
20257.9 1.417 1.404
20256.0 1.461 1.447
20250.1 1.498 1.484
20235.3 1.617 1.602
20231.4 1.632 1.616
20210.6 1.761 1.744
20210.2 1.768 1.751
20206.9 1.786 1.769
20187.8 2.004 1.985
20168.1 2.063 2.043
20166.8 2.143 2.123
20166.6 2.514 2.490
20164.0 2.750 2.724
20152.9 2.779 2.753
20151.1 2.914 2.886
20150.9 3.251 3.220
20150.3 3.312 3.281
20150.1 3.399 3.367
20138.0 3.436 3.403
20137.6 3.559 3.525
20136.1 3.740 3.704
20127.0 3.812 3.776
20124.1 3.845 3.808
20120.2 3.961 3.923
20102.4 4.787 4.742
20101.6 4.792 4.746
20098.9 4.954 4.907
20097.6 5.161 5.112
20094.0 10.457 10.358
20088.7 10.526 10.426
20085.2 10.558 10.458
20075.4 10.634 10.533
20072.7 10.681 10.580
20057.3 10.725 10.623
20055.9 10.791 10.688
20051.6 10.796 10.693
20033.9 10.823 10.720
20033.6 10.825 10.722
20026.5 10.827 10.724
20010.1 10.828 10.725
20002.2 10.876 10.773
19983.6 10.878 10.775
19980.0 10.957 10.853
19979.2 10.994 10.890
19959.3 11.090 10.985
19958.1 11.197 11.091
19957.3 11.276 11.169
19956.4 11.401 11.293
19944.2 11.488 11.379
19943.2 11.593 11.483
19939.5 11.637 11.526
19933.3 11.853 11.740
19924.9 11.870 11.757
19924.7 12.315 12.198
