R2_6_12

VEHICLE
NUMBER     CAPACITY
150	1000

CUSTOMER
CUST NO.	XCOORD.	YCOORD.	DEMAND	READY TIME	DUE DATE	SERVICE TIME

0		150		150		0		0		4823		0		
1		208		59		20		1787		1842		10		
2		186		207		0		4431		4542		10		
3		197		242		20		2245		2295		10		
4		156		132		20		1014		1088		10		
5		294		49		20		1206		1315		10		
6		119		202		20		3319		3510		10		
7		49		7		40		3029		3050		10		
8		227		131		20		3599		3688		10		
9		163		167		0		559		634		10		
10		2		297		40		1033		1251		10		
11		94		51		40		1902		2056		10		
12		121		85		30		3185		3191		10		
13		127		157		40		512		629		10		
14		293		256		30		3618		3634		10		
15		54		72		20		4017		4203		10		
16		43		32		20		2822		2909		10		
17		24		123		40		3304		3444		10		
18		104		1		20		2168		2200		10		
19		159		127		0		4178		4250		10		
20		115		66		10		370		420		10		
21		75		83		0		2527		2702		10		
22		217		287		10		344		404		10		
23		215		131		40		3162		3183		10		
24		142		107		0		575		673		10		
25		183		13		30		816		921		10		
26		84		70		40		532		746		10		
27		247		235		20		2322		2477		10		
28		277		34		20		453		513		10		
29		140		180		20		1000		1038		10		
30		71		82		0		2923		3125		10		
31		189		224		20		3475		3606		10		
32		16		102		30		4049		4107		10		
33		116		103		10		2796		2862		10		
34		230		195		10		4249		4375		10		
35		155		49		40		2841		2855		10		
36		242		287		30		1375		1521		10		
37		48		140		10		3162		3322		10		
38		54		115		30		3245		3323		10		
39		163		190		0		2950		3064		10		
40		185		158		30		1188		1331		10		
41		32		235		0		301		470		10		
42		154		209		0		720		902		10		
43		235		267		20		4287		4459		10		
44		77		226		40		4357		4435		10		
45		224		15		40		1361		1566		10		
46		233		126		10		138		318		10		
47		46		21		0		3454		3520		10		
48		43		65		10		1564		1734		10		
49		191		103		0		4625		4748		10		
50		12		180		20		3020		3089		10		
51		105		235		20		2743		2778		10		
52		247		262		10		2298		2365		10		
53		54		76		20		3765		3895		10		
54		128		112		10		3283		3384		10		
55		127		172		10		3602		3792		10		
56		22		58		0		2573		2741		10		
57		170		222		30		207		251		10		
58		249		26		0		3158		3315		10		
59		13		244		30		3856		3959		10		
60		266		34		30		3599		3704		10		
61		104		82		0		3516		3570		10		
62		291		25		30		2661		2675		10		
63		45		146		30		1775		1814		10		
64		102		122		20		1173		1367		10		
65		178		117		0		3178		3211		10		
66		131		57		0		530		537		10		
67		75		269		0		368		509		10		
68		174		125		0		3115		3174		10		
69		10		190		0		1549		1640		10		
70		32		217		40		2016		2063		10		
71		240		239		30		538		641		10		
72		229		171		30		3638		3701		10		
73		283		152		10		2648		2779		10		
74		23		275		20		2309		2398		10		
75		214		96		20		3888		4007		10		
76		68		293		30		2451		2551		10		
77		250		61		30		2460		2559		10		
78		61		151		40		2277		2297		10		
79		191		252		30		3302		3480		10		
80		118		73		20		3760		3967		10		
81		64		291		0		2907		3117		10		
82		187		135		0		1467		1607		10		
83		258		60		0		1084		1196		10		
84		6		155		40		1289		1507		10		
85		50		265		40		2009		2021		10		
86		165		280		0		3545		3567		10		
87		271		196		10		264		405		10		
88		34		297		30		2614		2751		10		
89		293		296		40		3103		3285		10		
90		274		110		20		3835		3883		10		
91		16		250		40		865		930		10		
92		231		227		10		116		128		10		
93		165		258		0		596		753		10		
94		39		58		0		1618		1694		10		
95		31		151		30		2908		3045		10		
96		207		194		0		1545		1600		10		
97		182		111		30		2002		2178		10		
98		58		234		40		2527		2619		10		
99		177		271		20		1563		1769		10		
100		199		165		20		1929		2115		10		
101		23		265		40		855		1014		10		
102		105		188		0		4518		4621		10		
103		66		22		40		613		703		10		
104		167		99		20		705		769		10		
105		290		150		40		334		371		10		
106		139		201		20		3760		3903		10		
