C2_6_18

VEHICLE
NUMBER     CAPACITY
150	700

CUSTOMER
CUST NO.	XCOORD.	YCOORD.	DEMAND	READY TIME	DUE DATE	SERVICE TIME

0		150		150		0		0		3815		0		
1		186		150		40		574		734		90		
2		15		97		50		2153		2313		90		
3		155		165		10		2499		2659		90		
4		132		102		30		1521		1681		90		
5		292		36		20		495		655		90		
6		85		30		10		1521		1681		90		
7		290		153		20		1196		1356		90		
8		267		159		40		363		523		90		
9		231		116		10		2588		2748		90		
10		78		235		50		2604		2764		90		
11		102		197		20		1204		1364		90		
12		284		45		10		1274		1434		90		
13		20		30		30		378		538		90		
14		56		89		10		1414		1574		90		
15		43		34		50		625		785		90		
16		71		100		30		2688		2848		90		
17		231		47		10		1000		1160		90		
18		109		218		30		2348		2508		90		
19		144		76		50		2497		2657		90		
20		122		157		10		2484		2644		90		
21		34		2		50		362		522		90		
22		175		273		50		702		862		90		
23		47		32		40		3372		3532		90		
24		3		51		10		2391		2551		90		
25		197		6		10		2268		2428		90		
26		163		209		40		162		322		90		
27		213		10		20		2771		2931		90		
28		85		168		50		507		667		90		
29		240		81		20		3440		3600		90		
30		54		281		20		642		802		90		
31		137		12		30		3377		3537		90		
32		251		291		20		1487		1647		90		
33		222		31		20		530		690		90		
34		190		32		40		3143		3303		90		
35		155		192		50		443		603		90		
36		71		101		10		1371		1531		90		
37		159		209		50		149		309		90		
38		69		171		10		176		336		90		
39		1		104		30		504		664		90		
40		142		108		20		1026		1186		90		
41		183		174		30		1649		1809		90		
42		21		61		20		2587		2747		90		
43		286		160		30		1134		1294		90		
44		104		39		30		2511		2671		90		
45		69		271		40		2631		2791		90		
46		260		42		20		2744		2904		90		
47		205		30		30		971		1131		90		
48		66		126		50		634		794		90		
49		114		20		40		3130		3290		90		
50		273		104		50		2179		2339		90		
51		67		286		10		2991		3151		90		
52		14		118		10		202		362		90		
53		27		167		50		820		980		90		
54		280		86		50		2204		2364		90		
55		78		41		30		852		1012		90		
56		141		227		20		1768		1928		90		
57		75		239		20		3219		3379		90		
58		274		85		50		401		561		90		
59		120		20		30		584		744		90		
60		249		114		50		1095		1255		90		
61		80		125		10		2267		2427		90		
62		61		275		40		2392		2552		90		
63		188		175		10		1048		1208		90		
64		60		289		30		1348		1508		90		
65		128		65		30		492		652		90		
66		25		161		50		429		589		90		
67		127		212		20		1910		2070		90		
68		186		143		40		2515		2675		90		
69		219		41		30		3192		3352		90		
70		195		35		30		1902		2062		90		
71		286		47		50		3017		3177		90		
72		275		37		10		1914		2074		90		
73		109		21		40		3372		3532		90		
74		103		202		10		2294		2454		90		
75		149		74		50		1552		1712		90		
76		73		272		50		1427		1587		90		
77		61		35		40		1264		1424		90		
78		7		83		40		598		758		90		
79		288		71		10		2519		2679		90		
80		251		169		10		445		605		90		
81		125		14		20		2647		2807		90		
82		76		242		10		2360		2520		90		
83		61		172		30		2159		2319		90		
84		226		20		30		688		848		90		
85		73		260		10		321		481		90		
86		193		171		10		1220		1380		90		
87		1		90		50		2600		2760		90		
88		144		7		10		2164		2324		90		
89		278		75		30		2894		3054		90		
90		76		41		40		846		1006		90		
91		40		289		30		3071		3231		90		
92		268		81		50		1928		2088		90		
93		238		120		10		2266		2426		90		
94		5		41		50		1894		2054		90		
95		253		49		10		2213		2373		90		
96		147		201		50		2121		2281		90		
97		237		77		30		1327		1487		90		
98		236		278		40		2865		3025		90		
99		251		126		50		1277		1437		90		
100		291		29		20		726		886		90		
101		85		181		20		1948		2108		90		
102		3		122		20		3042		3202		90		
103		121		147		40		1125		1285		90		
104		265		30		40		926		1086		90		
105		226		86		30		131		291		90		
106		15		38		50		3258		3418		90		
107		283		166		10		1633		1793		90		
108		33		159		40		1293		1453		90		
109		219		37		10		2625		2785		90		
110		16		169		50		2485		2645		90		
111		224		17		30		1966		2126		90		
112		141		198		30		2438		2598		90		
113		83		98		20		1777		1937		90		
114		274		35		20		1792		1952		90		
115		161		199		50		1016		1176		90		
116		113		31		50		885		1045		90		
117		79		168		20		2523		2683		90		
118		52		29		20		1371		1531		90		
119		27		24		10		2624		2784		90		
120		57		37		10		2908		3068		90		
121		39		19		50		434		594		90		
122		106		155		40		2028		2188		90		
123		121		27		50		1239		1399		90		
124		14		69		40		1144		1304		90		
125		45		10		10		3144		3304		90		
126		16		65		40		641		801		90		
127		11		158		40		3373		3533		90		
128		78		138		20		2521		2681		90		
129		67		97		50		1129		1289		90		
130		256		163		20		2218		2378		90		
131		241		125		30		2771		2931		90		
132		21		7		50		2028		2188		90		
133		276		154		50		1813		1973		90		
134		72		25		30		2230		2390		90		
135		49		30		40		469		629		90		
136		167		176		30		3504		3664		90		
137		67		166		50		2809		2969		90		
138		170		162		20		2421		2581		90		
139		207		8		30		3223		3383		90		
140		150		83		10		268		428		90		
141		270		99		50		1928		2088		90		
142		61		87		40		2331		2491		90		
143		143		96		50		3166		3326		90		
144		94		25		20		2552		2712		90		
145		129		237		20		3394		3554		90		
146		136		69		20		2774		2934		90		
147		287		113		20		2951		3111		90		
148		250		100		30		208		368		90		
149		74		17		10		3049		3209		90		
150		68		91		20		2147		2307		90		
151		107		161		30		574		734		90		
152		131		63		20		2459		2619		90		
153		8		40		20		1677		1837		90		
154		97		205		50		827		987		90		
155		183		177		40		945		1105		90		
156		259		168		40		469		629		90		
157		39		175		50		114		274		90		
158		108		11		20		1366		1526		90		
159		40		292		20		2106		2266		90		
160		88		164		40		1222		1382		90		
161		276		29		50		1007		1167		90		
162		11		175		20		2905		3065		90		
163		63		240		40		617		777		90		
164		117		25		50		1038		1198		90		
165		272		37		40		2355		2515		90		
166		271		101		20		1630		1790		90		
167		36		6		30		842		1002		90		
168		55		276		20		3209		3369		90		
169		48		39		50		1545		1705		90		
170		38		26		50		1810		1970		90		
171		182		18		10		222		382		90		
172		80		95		40		404		564		90		
173		255		277		10		1275		1435		90		
174		59		172		50		1363		1523		90		
175		163		219		50		2171		2331		90		
176		279		41		20		2991		3151		90		
177		86		200		50		768		928		90		
178		240		69		10		1198		1358		90		
179		131		66		10		383		543		90		
180		284		49		20		974		1134		90		
181		245		44		20		496		656		90		
182		15		161		40		2926		3086		90		
