12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 20.04.3 LTS
Intel(R) Core(TM) i5-4690 CPU @ 3.50GHz
hostid: 4179100773924013267
PassMark Single Thread Benchmark: 2204
Time factor: 1.10 (baseline 2000)
Instance: R1_4_1
Standardized Time limit: 3600 secs
Local Machine Time Limit: 3267 secs
Base solution: 11336.380
BKS: 10305.8
Optimal: 1
Thu 10 Feb 2022 05:26:12 AM EST
timestamp: 1644488772
Solution value, local machine time, standardized time
11323.3 0.045 0.050
11323.1 0.047 0.052
11290.0 0.048 0.053
11171.3 0.055 0.061
11139.5 0.058 0.064
11114.9 0.059 0.065
11110.6 0.060 0.066
11082.5 0.063 0.069
11008.4 0.064 0.071
11000.9 0.072 0.079
10955.9 0.074 0.082
10952.7 0.076 0.084
10947.4 0.081 0.089
10939.4 0.084 0.093
10939.1 0.088 0.097
10909.9 0.089 0.098
10877.0 0.091 0.100
10876.3 0.099 0.109
10861.2 0.104 0.115
10857.2 0.113 0.125
10841.2 0.114 0.126
10840.4 0.116 0.128
10838.3 0.119 0.131
10829.6 0.121 0.133
10826.8 0.123 0.136
10826.3 0.124 0.137
10824.2 0.125 0.138
10820.1 0.138 0.152
10815.2 0.149 0.164
10807.1 0.155 0.171
10804.6 0.156 0.172
10780.4 0.157 0.173
10778.2 0.169 0.186
10776.8 0.171 0.188
10770.4 0.177 0.195
10764.9 0.185 0.204
10752.6 0.195 0.215
10749.1 0.201 0.222
10735.9 0.202 0.223
10729.4 0.214 0.236
10726.0 0.235 0.259
10725.8 0.242 0.267
10713.2 0.244 0.269
10712.9 0.260 0.287
10701.4 0.262 0.289
10700.9 0.266 0.293
10682.4 0.278 0.306
10681.9 0.280 0.309
10653.0 0.282 0.311
10641.8 0.284 0.313
10636.0 0.306 0.337
10604.0 0.312 0.344
10598.8 0.327 0.360
10588.3 0.330 0.364
10570.0 0.332 0.366
10568.3 0.358 0.395
10563.4 0.363 0.400
10562.7 0.369 0.407
10561.4 0.379 0.418
10559.9 0.410 0.452
10552.4 0.439 0.484
10546.7 0.445 0.490
10544.4 0.479 0.528
10534.1 0.480 0.529
10529.0 0.483 0.532
10528.0 0.489 0.539
10525.1 0.511 0.563
10510.0 0.512 0.564
10502.4 0.514 0.566
10497.1 0.534 0.588
10494.7 0.626 0.690
10493.8 0.704 0.776
10490.5 0.718 0.791
10487.7 0.719 0.792
10476.7 0.729 0.803
10460.5 0.744 0.820
10460.2 0.772 0.851
10458.9 4.002 4.410
10443.2 4.020 4.430
10431.0 4.220 4.650
10417.5 4.360 4.805
10415.1 11.778 12.979
10414.9 12.040 13.268
10414.7 12.044 13.272
10414.5 12.188 13.431
10403.3 12.189 13.432
10393.2 12.191 13.434
10391.5 12.205 13.450
10391.2 12.363 13.624
10390.1 12.366 13.627
10389.3 12.370 13.632
10381.6 12.623 13.911
10380.6 12.624 13.912
10368.2 12.655 13.946
10366.8 12.715 14.012
10364.2 13.106 14.443
10363.2 13.162 14.505
10360.2 13.201 14.548
10359.2 13.250 14.602
10356.6 13.402 14.769
10354.9 13.902 15.320
10354.3 13.907 15.326
10347.9 14.367 15.832
10347.7 14.397 15.865
10346.8 14.399 15.868
10345.2 15.522 17.105
10339.4 15.542 17.127
10339.1 15.927 17.552
10337.3 16.201 17.854
10333.9 16.254 17.912
10333.3 16.569 18.259
10332.5 16.877 18.598
10331.9 17.022 18.758
10331.1 17.037 18.775
10330.9 18.377 20.251
10328.7 18.397 20.273
10327.0 18.401 20.278
10326.7 18.421 20.300
10326.0 24.633 27.146
10325.8 24.690 27.208
10324.9 27.931 30.780
10324.7 27.976 30.830
10324.4 28.067 30.930
10324.3 29.381 32.378
10321.7 29.723 32.755
10321.4 29.922 32.974
10321.3 31.912 35.167
10320.1 31.930 35.187
10319.8 46.727 51.493
10319.7 46.891 51.674
10317.6 47.048 51.847
10317.5 47.050 51.849
10316.9 84.647 93.281
10316.6 84.837 93.490
10314.9 85.004 93.674
10313.9 85.043 93.717
10313.8 174.500 192.299
Primal Integral: 0.0841946873
