12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 20.04.3 LTS
Intel(R) Core(TM) i5-4690 CPU @ 3.50GHz
hostid: 4179100773924013267
PassMark Single Thread Benchmark: 2204
Time factor: 1.10 (baseline 2000)
Instance: R1_4_7
Standardized Time limit: 3600 secs
Local Machine Time Limit: 3267 secs
Base solution: 8363.080
BKS: 7602.8
Optimal: 0
Thu 10 Feb 2022 10:52:54 AM EST
timestamp: 1644508374
Solution value, local machine time, standardized time
8362.1 0.116 0.128
8339.9 0.119 0.131
8329.6 0.120 0.132
8300.5 0.121 0.133
8273.2 0.125 0.138
8239.1 0.127 0.140
8206.8 0.129 0.142
8187.1 0.132 0.145
8179.8 0.141 0.155
8178.1 0.153 0.169
8177.2 0.155 0.171
8174.6 0.157 0.173
8170.6 0.162 0.179
8163.2 0.165 0.182
8157.3 0.171 0.188
8151.3 0.174 0.192
8126.8 0.175 0.193
8122.3 0.182 0.201
8116.7 0.186 0.205
8115.4 0.200 0.220
8114.2 0.204 0.225
8110.5 0.205 0.226
8109.1 0.207 0.228
8085.9 0.218 0.240
8060.0 0.224 0.247
8057.1 0.230 0.253
8056.5 0.257 0.283
8049.8 0.260 0.287
8044.3 0.264 0.291
8043.7 0.291 0.321
8039.5 0.293 0.323
8034.2 0.308 0.339
8018.4 0.320 0.353
8009.0 0.323 0.356
8005.3 0.336 0.370
8005.2 0.349 0.385
8005.0 0.366 0.403
7997.5 0.367 0.404
7989.0 0.380 0.419
7987.9 0.381 0.420
7985.9 0.401 0.442
7984.8 0.420 0.463
7980.4 0.466 0.514
7975.0 0.468 0.516
7974.8 0.475 0.523
7972.9 0.506 0.558
7961.7 0.518 0.571
7961.0 0.531 0.585
7958.2 0.555 0.612
7956.3 0.576 0.635
7955.1 0.580 0.639
7955.0 0.581 0.640
7937.4 0.608 0.670
7936.5 0.651 0.717
7930.9 0.677 0.746
7929.8 0.678 0.747
7929.6 0.690 0.760
7923.2 0.695 0.766
7922.5 0.708 0.780
7922.1 0.719 0.792
7919.9 0.726 0.800
7918.0 0.736 0.811
7917.9 0.752 0.829
7917.8 0.801 0.883
7917.1 0.819 0.903
7914.8 0.895 0.986
7913.0 0.914 1.007
7912.0 1.022 1.126
7906.7 1.028 1.133
7906.4 1.090 1.201
7905.7 1.133 1.249
7899.6 1.134 1.250
7899.2 1.208 1.331
7898.8 1.216 1.340
7893.0 1.254 1.382
7891.4 1.274 1.404
7888.5 1.282 1.413
7887.0 1.379 1.520
7886.6 1.414 1.558
7883.4 1.422 1.567
7883.1 1.509 1.663
7880.6 1.625 1.791
7879.8 1.701 1.875
7877.0 1.733 1.910
7873.9 1.752 1.931
7873.6 1.776 1.957
7873.5 1.988 2.191
7870.6 2.216 2.442
7868.9 2.417 2.664
7868.8 2.433 2.681
7868.7 2.439 2.688
7868.3 2.462 2.713
7867.9 2.530 2.788
7863.2 2.669 2.941
7862.2 2.966 3.269
7843.1 3.106 3.423
7838.1 3.163 3.486
7836.3 3.515 3.874
7834.9 5.481 6.040
7830.7 5.539 6.104
7827.9 5.546 6.112
7820.1 5.556 6.123
7819.7 5.592 6.162
7819.5 5.601 6.172
7818.5 5.826 6.420
7818.2 5.828 6.422
7812.6 5.842 6.438
7811.4 5.843 6.439
7811.3 5.865 6.463
7809.3 31.343 34.540
7806.9 32.021 35.287
7805.8 34.688 38.226
7799.4 34.839 38.393
7796.2 34.866 38.422
7795.6 34.988 38.557
7793.4 35.664 39.302
7793.0 35.668 39.306
