12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: RC1_8_4
Standardized Time limit: 3600 secs
Local Machine Time Limit: 3635 secs
Base solution: 29254.940
BKS: 26595.4
Optimal: 0
Fri 11 Feb 2022 03:06:01 AM CST
timestamp: 1644519961
Solution value, local machine time, standardized time
29254.3 0.722 0.715
29250.8 0.723 0.716
29243.3 0.726 0.719
29208.8 0.745 0.738
29185.7 0.747 0.740
29173.2 0.750 0.743
29173.0 0.751 0.744
29172.6 0.763 0.756
29167.2 0.766 0.759
29165.9 0.770 0.763
29154.9 0.771 0.764
29136.5 0.773 0.766
29100.1 0.778 0.771
29091.3 0.780 0.773
29086.3 0.781 0.774
29083.8 0.783 0.776
29081.5 0.784 0.777
29064.4 0.796 0.788
29062.6 0.804 0.796
29061.8 0.805 0.797
29061.4 0.816 0.808
29061.2 0.818 0.810
29045.0 0.823 0.815
29040.3 0.824 0.816
29038.2 0.839 0.831
29026.0 0.853 0.845
29025.6 0.882 0.874
29005.2 0.884 0.876
28986.0 0.885 0.877
28979.5 0.886 0.878
28979.2 0.892 0.884
28978.9 0.894 0.886
28966.8 0.901 0.892
28964.9 0.903 0.894
28962.2 0.904 0.895
28956.4 0.912 0.903
28951.9 0.913 0.904
28949.4 0.931 0.922
28946.9 0.934 0.925
28936.4 0.935 0.926
28931.8 0.936 0.927
28926.3 0.942 0.933
28923.8 0.946 0.937
28920.4 0.960 0.951
28920.2 0.962 0.953
28919.1 0.969 0.960
28917.9 0.991 0.982
28910.0 0.999 0.990
28908.2 1.000 0.991
28889.8 1.004 0.994
28884.8 1.005 0.995
28883.9 1.008 0.998
28832.8 1.010 1.000
28828.6 1.015 1.005
28824.5 1.018 1.008
28807.2 1.024 1.014
28802.5 1.026 1.016
28800.2 1.045 1.035
28791.5 1.057 1.047
28785.3 1.059 1.049
28785.1 1.067 1.057
28779.5 1.069 1.059
28776.7 1.071 1.061
28775.6 1.074 1.064
28775.4 1.075 1.065
28775.2 1.145 1.134
28771.5 1.147 1.136
28767.2 1.154 1.143
28765.4 1.155 1.144
28764.3 1.155 1.144
28762.3 1.157 1.146
28759.2 1.167 1.156
28759.1 1.169 1.158
28745.3 1.170 1.159
28730.4 1.172 1.161
28729.9 1.177 1.166
28727.3 1.182 1.171
28727.1 1.183 1.172
28717.9 1.185 1.174
28698.1 1.194 1.183
28694.3 1.202 1.191
28684.2 1.224 1.212
28677.8 1.225 1.213
28655.5 1.229 1.217
28654.7 1.234 1.222
28649.0 1.250 1.238
28646.7 1.250 1.238
28645.1 1.257 1.245
28642.2 1.258 1.246
28640.6 1.260 1.248
28632.5 1.263 1.251
28632.3 1.265 1.253
28626.9 1.266 1.254
28626.0 1.272 1.260
28625.7 1.273 1.261
28619.9 1.279 1.267
28619.8 1.280 1.268
28615.3 1.282 1.270
28614.9 1.299 1.287
28613.9 1.304 1.292
28612.1 1.316 1.303
28610.6 1.333 1.320
28607.8 1.333 1.320
28589.3 1.350 1.337
28584.8 1.376 1.363
28559.6 1.381 1.368
28541.6 1.383 1.370
28539.9 1.422 1.408
28531.1 1.423 1.409
28526.4 1.425 1.411
28525.9 1.427 1.413
28524.8 1.431 1.417
28524.1 1.437 1.423
28516.9 1.438 1.424
28513.4 1.439 1.425
28483.1 1.443 1.429
28481.3 1.444 1.430
28480.7 1.446 1.432
28477.6 1.447 1.433
28469.9 1.450 1.436
28467.3 1.476 1.462
28447.9 1.477 1.463
28447.4 1.483 1.469
28445.7 1.484 1.470
28438.4 1.514 1.500
28438.2 1.515 1.501
28437.2 1.523 1.509
28432.8 1.524 1.510
28431.5 1.527 1.512
28429.8 1.541 1.526
28429.6 1.550 1.535
28426.2 1.551 1.536
28425.7 1.558 1.543
28418.9 1.560 1.545
28418.3 1.564 1.549
28418.2 1.568 1.553
28416.9 1.574 1.559
28406.3 1.577 1.562
28400.3 1.590 1.575
28396.6 1.591 1.576
28392.1 1.592 1.577
28387.2 1.607 1.592
28386.9 1.608 1.593
28382.7 1.619 1.604
28382.6 1.620 1.605
28376.1 1.630 1.615
28375.8 1.631 1.616
28372.7 1.678 1.662
28370.1 1.707 1.691
28369.7 1.708 1.692
28362.0 1.735 1.719
28360.3 1.749 1.732
28359.8 1.782 1.765
28353.7 1.783 1.766
28351.4 1.797 1.780
28350.8 1.810 1.793
28346.3 1.821 1.804
28344.2 1.827 1.810
28340.4 1.833 1.816
28337.4 1.882 1.864
28337.0 1.882 1.864
28336.5 1.895 1.877
28336.4 1.896 1.878
28326.0 1.897 1.879
28323.3 1.966 1.947
28322.7 2.025 2.006
28320.5 2.027 2.008
28318.5 2.042 2.023
28316.4 2.053 2.033
28316.3 2.055 2.035
28315.5 2.056 2.036
28315.1 2.092 2.072
28312.5 2.140 2.120
28312.1 2.155 2.135
28249.2 2.161 2.140
28242.7 2.166 2.145
28242.3 2.179 2.158
28240.7 2.192 2.171
28240.4 2.228 2.207
28235.9 2.285 2.263
28234.1 2.305 2.283
28233.8 2.306 2.284
28230.6 2.328 2.306
28229.6 2.494 2.470
28221.6 2.495 2.471
28221.1 2.514 2.490
28216.2 2.529 2.505
28215.8 2.583 2.558
28215.5 2.590 2.565
28215.2 2.603 2.578
28214.4 2.610 2.585
28214.1 2.611 2.586
28210.6 2.615 2.590
28209.0 2.629 2.604
28207.4 2.700 2.674
28205.5 2.744 2.718
28205.2 2.904 2.876
28179.5 2.929 2.901
28179.3 2.931 2.903
28163.1 2.943 2.915
28147.3 2.944 2.916
28146.6 2.959 2.931
28143.8 2.996 2.968
28143.1 2.999 2.971
28129.9 3.003 2.974
