12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R208
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 771.100
BKS: 701.0
Optimal: 1
Fri 14 Jan 2022 05:19:02 PM CST
timestamp: 1642151942
Solution value, local machine time, standardized time
769.8 0.008 0.008
768.8 0.009 0.009
762.8 0.009 0.009
760.7 0.009 0.009
759.9 0.017 0.017
759.6 0.019 0.019
759.5 0.019 0.019
758.7 0.019 0.019
754.9 0.020 0.020
754.8 0.020 0.020
753.9 0.021 0.021
750.3 0.021 0.021
750.2 0.032 0.032
749.5 0.032 0.032
747.6 0.033 0.033
747.3 0.035 0.035
746.1 0.035 0.035
744.8 0.050 0.050
743.3 0.050 0.050
741.0 0.050 0.050
740.9 0.050 0.050
736.0 0.051 0.051
733.5 0.052 0.052
733.4 0.052 0.052
733.3 0.052 0.052
727.6 0.052 0.052
726.8 0.054 0.053
726.2 0.054 0.053
725.3 0.054 0.053
724.8 0.054 0.053
723.9 0.054 0.053
723.0 0.055 0.054
720.1 0.056 0.055
718.6 0.056 0.055
718.5 0.058 0.057
718.2 0.107 0.106
716.9 0.110 0.109
716.7 0.112 0.111
715.5 0.112 0.111
714.3 0.696 0.689
713.6 0.696 0.689
712.3 0.696 0.689
707.9 0.696 0.689
707.5 0.706 0.699
706.3 0.708 0.701
706.2 0.708 0.701
705.7 0.709 0.702
704.7 0.853 0.845
703.9 0.853 0.845
703.8 5.326 5.275
703.0 5.326 5.275
702.8 5.326 5.275
702.5 5.584 5.531
702.4 14.114 13.980
701.0 16.780 16.621
Primal Integral: 0.0033791805
