12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: RC103
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1383.800
BKS: 1258.0
Optimal: 1
Fri 14 Jan 2022 05:19:08 PM CST
timestamp: 1642151948
Solution value, local machine time, standardized time
1382.6 0.042 0.042
1380.7 0.042 0.042
1379.9 0.043 0.043
1379.5 0.044 0.044
1379.1 0.044 0.044
1368.7 0.052 0.052
1367.8 0.052 0.052
1366.2 0.053 0.052
1362.1 0.053 0.052
1361.7 0.053 0.052
1361.3 0.054 0.053
1359.2 0.054 0.053
1359.0 0.054 0.053
1357.1 0.055 0.054
1356.9 0.055 0.054
1356.1 0.064 0.063
1354.2 0.064 0.063
1352.0 0.066 0.065
1351.9 0.093 0.092
1348.3 0.105 0.104
1347.2 0.105 0.104
1347.1 0.105 0.104
1345.6 0.108 0.107
1344.8 0.109 0.108
1343.6 0.112 0.111
1343.1 0.112 0.111
1342.8 0.112 0.111
1334.1 0.121 0.120
1333.8 0.121 0.120
1333.1 0.130 0.129
1332.2 0.130 0.129
1331.3 0.130 0.129
1330.9 0.130 0.129
1330.3 0.130 0.129
1330.1 0.131 0.130
1329.1 0.351 0.348
1328.4 0.353 0.350
1328.3 0.353 0.350
1325.8 0.444 0.440
1317.7 0.444 0.440
1317.6 0.444 0.440
1310.5 0.446 0.442
1306.0 0.452 0.448
1304.7 0.452 0.448
1302.4 0.452 0.448
1301.4 0.452 0.448
1299.8 0.452 0.448
1298.2 0.452 0.448
1286.7 0.452 0.448
1286.5 0.452 0.448
1285.8 0.452 0.448
1283.0 0.453 0.449
1279.8 0.472 0.468
1278.8 0.479 0.474
1278.5 0.504 0.499
1277.9 0.509 0.504
1277.8 0.554 0.549
1276.7 0.571 0.566
1276.2 0.571 0.566
1276.1 0.571 0.566
1275.0 0.580 0.574
1274.4 0.582 0.576
1273.6 0.846 0.838
1273.3 10.740 10.638
1272.1 10.955 10.851
1267.1 12.132 12.017
1267.0 12.207 12.091
1265.9 12.207 12.091
1265.0 13.812 13.681
1264.1 22.550 22.336
1262.8 22.573 22.359
1262.5 22.603 22.388
1261.7 22.619 22.404
1260.9 22.629 22.414
1260.8 22.643 22.428
1260.5 22.676 22.461
1259.9 22.943 22.725
1259.7 23.233 23.012
1258.2 23.233 23.012
Primal Integral: 0.0285590134
