12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: RC106
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1509.970
BKS: 1372.7
Optimal: 1
Fri 14 Jan 2022 05:19:11 PM CST
timestamp: 1642151951
Solution value, local machine time, standardized time
1508.5 0.011 0.011
1506.8 0.012 0.012
1505.6 0.012 0.012
1503.9 0.013 0.013
1503.7 0.013 0.013
1503.2 0.013 0.013
1503.1 0.013 0.013
1498.1 0.013 0.013
1496.3 0.013 0.013
1494.6 0.013 0.013
1493.5 0.013 0.013
1492.9 0.013 0.013
1491.6 0.013 0.013
1489.0 0.015 0.015
1488.7 0.015 0.015
1487.6 0.015 0.015
1484.4 0.015 0.015
1484.3 0.015 0.015
1470.9 0.016 0.016
1468.1 0.016 0.016
1456.3 0.016 0.016
1453.7 0.016 0.016
1451.6 0.016 0.016
1451.0 0.016 0.016
1447.8 0.016 0.016
1438.9 0.017 0.017
1435.8 0.017 0.017
1433.0 0.017 0.017
1428.3 0.017 0.017
1428.1 0.017 0.017
1427.1 0.021 0.021
1426.8 0.021 0.021
1425.3 0.025 0.025
1425.0 0.035 0.035
1423.0 0.036 0.036
1422.6 0.036 0.036
1422.5 0.049 0.049
1420.8 0.054 0.053
1420.3 0.055 0.054
1416.0 0.071 0.070
1412.8 0.184 0.182
1410.5 0.186 0.184
1409.6 0.186 0.184
1409.5 0.190 0.188
1409.2 0.191 0.189
1408.6 0.191 0.189
1406.8 0.210 0.208
1406.7 0.555 0.550
1405.5 0.898 0.889
1404.5 0.915 0.906
1399.7 0.915 0.906
1398.7 0.915 0.906
1398.1 0.915 0.906
1396.1 1.179 1.168
1394.5 1.181 1.170
1391.4 1.181 1.170
1389.2 1.189 1.178
1389.0 1.199 1.188
1387.4 2.024 2.005
1387.3 3.278 3.247
1387.0 3.306 3.275
1384.7 3.311 3.280
1383.8 3.899 3.862
1382.4 3.997 3.959
1382.1 4.124 4.085
1380.3 4.275 4.234
1379.4 4.332 4.291
1379.0 4.334 4.293
1375.6 4.334 4.293
1375.2 4.334 4.293
1374.7 4.334 4.293
1373.9 4.390 4.348
1373.5 42.860 42.453
1372.7 1661.847 1646.059
Primal Integral: 0.0572003703
