12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R205
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1044.780
BKS: 949.8
Optimal: 1
Fri 14 Jan 2022 05:18:59 PM CST
timestamp: 1642151939
Solution value, local machine time, standardized time
1040.5 0.007 0.007
1039.2 0.010 0.010
1035.3 0.010 0.010
1035.2 0.016 0.016
1034.8 0.016 0.016
1034.1 0.019 0.019
1032.7 0.036 0.036
1027.2 0.041 0.041
1026.4 0.041 0.041
1021.2 0.041 0.041
1019.6 0.042 0.042
1019.3 0.052 0.052
1018.5 0.052 0.052
1017.4 0.052 0.052
1016.4 0.052 0.052
1014.6 0.053 0.052
1012.4 0.053 0.052
1010.1 0.053 0.052
1009.6 0.072 0.071
1007.2 0.072 0.071
1006.9 0.087 0.086
1004.6 0.087 0.086
1003.4 0.099 0.098
1003.2 0.099 0.098
1000.7 0.101 0.100
997.5 0.106 0.105
997.0 0.133 0.132
996.8 0.133 0.132
996.7 0.146 0.145
993.9 0.147 0.146
992.8 0.181 0.179
987.8 0.181 0.179
980.3 0.181 0.179
976.8 0.181 0.179
976.5 0.184 0.182
975.7 0.185 0.183
974.5 0.191 0.189
973.5 0.191 0.189
971.5 0.223 0.221
969.2 0.223 0.221
968.8 0.226 0.224
968.6 0.227 0.225
967.6 0.230 0.228
967.1 0.396 0.392
966.3 0.403 0.399
961.9 0.426 0.422
961.8 0.426 0.422
961.6 0.509 0.504
961.4 0.512 0.507
960.7 0.738 0.731
955.4 1.033 1.023
955.0 1.968 1.949
954.3 1.968 1.949
954.2 1.968 1.949
953.4 16.188 16.034
951.3 19.013 18.832
950.8 154.322 152.856
950.0 154.322 152.856
949.8 154.601 153.132
Primal Integral: 0.0175737442
