12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R207
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 873.400
BKS: 794.0
Optimal: 1
Fri 14 Jan 2022 05:19:01 PM CST
timestamp: 1642151941
Solution value, local machine time, standardized time
873.2 0.039 0.039
873.1 0.081 0.080
872.9 0.081 0.080
872.7 0.081 0.080
871.5 0.081 0.080
867.0 0.081 0.080
865.9 0.081 0.080
865.5 0.082 0.081
865.1 0.087 0.086
859.0 0.087 0.086
856.3 0.096 0.095
856.1 0.096 0.095
855.9 0.096 0.095
855.3 0.097 0.096
854.1 0.097 0.096
852.5 0.097 0.096
851.9 0.097 0.096
851.7 0.097 0.096
848.3 0.099 0.098
848.0 0.099 0.098
847.9 0.104 0.103
846.1 0.106 0.105
844.6 0.112 0.111
843.0 0.112 0.111
842.9 0.112 0.111
842.0 0.112 0.111
840.2 0.114 0.113
839.9 0.118 0.117
839.2 0.118 0.117
839.1 0.118 0.117
839.0 0.120 0.119
835.8 0.120 0.119
835.7 0.131 0.130
835.5 0.131 0.130
834.8 0.138 0.137
834.5 0.138 0.137
833.1 0.138 0.137
832.4 0.139 0.138
830.9 0.140 0.139
821.4 0.142 0.141
818.4 0.143 0.142
815.5 0.143 0.142
815.2 0.143 0.142
815.0 0.144 0.143
814.0 0.147 0.146
808.6 0.163 0.161
805.1 0.163 0.161
804.1 0.173 0.171
803.8 0.219 0.217
802.8 0.232 0.230
802.6 0.339 0.336
802.1 0.339 0.336
802.0 0.401 0.397
801.6 0.455 0.451
801.3 0.455 0.451
799.5 0.456 0.452
799.1 0.488 0.483
798.6 1.426 1.412
798.4 1.923 1.905
798.3 2.089 2.069
796.8 2.097 2.077
795.8 2.515 2.491
794.0 15.241 15.096
Primal Integral: 0.0030968164
