12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R211
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 821.370
BKS: 746.7
Optimal: 1
Fri 14 Jan 2022 05:19:05 PM CST
timestamp: 1642151945
Solution value, local machine time, standardized time
821.3 0.027 0.027
820.2 0.027 0.027
818.8 0.027 0.027
818.6 0.027 0.027
818.5 0.027 0.027
815.3 0.027 0.027
814.6 0.028 0.028
813.3 0.028 0.028
804.8 0.039 0.039
804.6 0.042 0.042
800.5 0.043 0.043
798.3 0.043 0.043
794.9 0.044 0.044
793.8 0.044 0.044
793.7 0.077 0.076
793.4 0.087 0.086
791.7 0.138 0.137
786.0 0.138 0.137
782.3 0.138 0.137
782.0 0.140 0.139
780.5 0.278 0.275
780.1 0.284 0.281
779.1 0.284 0.281
776.3 0.285 0.282
775.6 0.287 0.284
775.5 0.289 0.286
773.8 0.319 0.316
773.4 0.431 0.427
772.9 0.431 0.427
772.4 0.431 0.427
771.0 0.512 0.507
770.7 0.515 0.510
770.0 0.550 0.545
768.6 0.695 0.688
767.7 0.722 0.715
766.0 0.722 0.715
765.8 0.722 0.715
765.6 0.925 0.916
762.5 0.976 0.967
762.3 0.976 0.967
761.7 0.977 0.968
761.1 1.095 1.085
759.7 2.089 2.069
759.1 4.328 4.287
759.0 4.331 4.290
757.7 4.573 4.530
756.0 4.573 4.530
754.9 4.833 4.787
751.7 4.859 4.813
751.6 370.910 367.386
750.5 458.300 453.946
749.7 458.301 453.947
747.6 468.749 464.296
746.7 469.962 465.497
Primal Integral: 0.1746766357
