12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: RC207
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1059.190
BKS: 962.9
Optimal: 1
Fri 14 Jan 2022 05:19:20 PM CST
timestamp: 1642151960
Solution value, local machine time, standardized time
1058.2 0.069 0.068
1057.3 0.072 0.071
1054.8 0.072 0.071
1048.8 0.072 0.071
1048.0 0.073 0.072
1044.6 0.172 0.170
1034.5 0.202 0.200
1031.6 0.208 0.206
1031.2 0.210 0.208
1029.8 0.210 0.208
1029.0 0.210 0.208
1028.8 0.210 0.208
1027.2 0.210 0.208
1026.5 0.210 0.208
1026.2 0.429 0.425
1025.3 0.431 0.427
1014.2 0.431 0.427
1010.4 0.431 0.427
1008.9 0.436 0.432
1008.0 0.436 0.432
1006.9 0.457 0.453
1006.7 0.501 0.496
1006.5 1.023 1.013
1006.3 1.031 1.021
1006.0 1.041 1.031
1005.3 1.123 1.112
1004.5 1.123 1.112
1000.1 1.123 1.112
999.9 1.123 1.112
999.0 1.124 1.113
996.4 1.124 1.113
996.2 1.162 1.151
994.6 1.162 1.151
994.2 1.248 1.236
993.7 1.248 1.236
993.5 1.248 1.236
990.8 1.251 1.239
990.6 1.251 1.239
989.9 1.251 1.239
987.1 1.261 1.249
986.1 1.268 1.256
985.5 1.357 1.344
985.0 2.360 2.338
983.8 2.363 2.341
983.4 2.365 2.343
983.1 2.365 2.343
982.1 2.396 2.373
981.6 2.427 2.404
981.4 2.519 2.495
981.3 2.519 2.495
980.5 2.519 2.495
979.7 2.519 2.495
977.6 2.519 2.495
977.1 2.519 2.495
976.9 2.519 2.495
975.6 2.520 2.496
974.9 2.527 2.503
974.6 2.654 2.629
970.9 2.654 2.629
969.7 2.706 2.680
968.2 4.008 3.970
967.6 24.566 24.333
966.6 24.568 24.335
966.0 28.421 28.151
965.6 28.426 28.156
962.9 28.465 28.195
Primal Integral: 0.0131097679
