12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: C1_2_4
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 2888.160
BKS: 2625.6
Optimal: 1
Fri 14 Jan 2022 05:19:26 PM CST
timestamp: 1642151966
Solution value, local machine time, standardized time
2887.8 0.056 0.055
2887.2 0.057 0.056
2886.6 0.057 0.056
2885.1 0.057 0.056
2884.1 0.057 0.056
2878.8 0.057 0.056
2876.3 0.058 0.057
2874.7 0.058 0.057
2873.8 0.058 0.057
2873.6 0.058 0.057
2873.4 0.058 0.057
2872.8 0.059 0.058
2872.5 0.059 0.058
2872.1 0.059 0.058
2871.5 0.059 0.058
2864.8 0.059 0.058
2860.6 0.059 0.058
2860.4 0.059 0.058
2858.6 0.060 0.059
2854.4 0.060 0.059
2852.9 0.062 0.061
2851.4 0.062 0.061
2851.1 0.062 0.061
2845.0 0.066 0.065
2842.5 0.067 0.066
2840.9 0.083 0.082
2833.8 0.083 0.082
2833.4 0.092 0.091
2832.7 0.092 0.091
2831.6 0.093 0.092
2830.9 0.094 0.093
2828.9 0.094 0.093
2828.3 0.094 0.093
2827.6 0.095 0.094
2827.1 0.095 0.094
2826.8 0.095 0.094
2826.0 0.100 0.099
2825.9 0.100 0.099
2824.7 0.100 0.099
2823.8 0.101 0.100
2822.1 0.106 0.105
2822.0 0.112 0.111
2821.8 0.112 0.111
2821.3 0.112 0.111
2820.9 0.112 0.111
2820.4 0.113 0.112
2817.7 0.133 0.132
2817.1 0.133 0.132
2814.7 0.133 0.132
2814.4 0.134 0.133
2814.3 0.134 0.133
2813.8 0.134 0.133
2811.3 0.134 0.133
2803.6 0.140 0.139
2793.8 0.141 0.140
2792.9 0.141 0.140
2792.8 0.141 0.140
2788.2 0.141 0.140
2782.7 0.141 0.140
2775.5 0.141 0.140
2775.3 0.142 0.141
2774.9 0.142 0.141
2774.3 0.142 0.141
2774.2 0.143 0.142
2773.6 0.143 0.142
2773.5 0.144 0.143
2773.1 0.145 0.144
2765.7 0.145 0.144
2764.6 0.145 0.144
2764.4 0.145 0.144
2764.2 0.145 0.144
2763.6 0.145 0.144
2741.3 0.146 0.145
2740.3 0.146 0.145
2739.1 0.146 0.145
2737.9 0.146 0.145
2736.9 0.146 0.145
2736.7 0.166 0.164
2731.3 0.167 0.165
2731.0 0.168 0.166
2730.2 0.201 0.199
2723.9 0.202 0.200
2722.8 0.202 0.200
2718.8 0.202 0.200
2718.4 0.202 0.200
2717.7 0.202 0.200
2716.8 0.202 0.200
2714.4 0.202 0.200
2713.8 0.203 0.201
2713.3 0.231 0.229
2712.2 0.231 0.229
2710.9 0.238 0.236
2710.2 0.302 0.299
2709.4 0.302 0.299
2705.8 0.302 0.299
2700.6 0.338 0.335
2691.5 0.338 0.335
2690.9 0.338 0.335
2686.5 0.339 0.336
2684.2 0.339 0.336
2683.2 0.403 0.399
2682.7 0.403 0.399
2681.9 0.404 0.400
2681.5 0.404 0.400
2681.1 0.437 0.433
2678.3 0.437 0.433
2677.5 0.437 0.433
2677.3 0.438 0.434
2676.9 0.443 0.439
2676.7 0.453 0.449
2676.5 0.453 0.449
2670.2 0.499 0.494
2670.0 0.499 0.494
2665.8 0.513 0.508
2665.4 0.518 0.513
2664.1 0.808 0.800
2662.9 0.809 0.801
2660.6 0.809 0.801
2659.8 0.809 0.801
2659.2 0.809 0.801
2658.4 0.829 0.821
2657.7 1.223 1.211
2657.5 1.228 1.216
2657.4 1.229 1.217
2656.2 1.229 1.217
2655.5 1.602 1.587
2653.0 1.636 1.620
2650.5 1.636 1.620
2649.2 1.643 1.627
2643.0 1.643 1.627
2638.9 1.643 1.627
2637.7 1.644 1.628
2637.5 1.644 1.628
2637.0 1.644 1.628
2636.6 1.644 1.628
2635.7 1.719 1.703
2632.4 1.841 1.824
2631.6 1.841 1.824
2630.9 1.841 1.824
2628.4 1.841 1.824
2627.2 1.863 1.845
2626.1 5.486 5.434
2625.6 11.955 11.841
Primal Integral: 0.0022906722
